roundID,gameID,phase,trialNum,repNum,targetNum,numTrials,numTrialsPerBlock,setId,target,targetLabel,tangramURLs,displayLabels,response,correct,selection,director,matcher,selectionMadeAt,clickBlockedAt,block
01M0WXAW67AMK0YYEW46DC6EDK,01M0WWQ74H7CSGCPAHPDSCJ0PV,training,14,1,3,48,12,0,/tangrams/422_66.png,C4,"[""/tangrams/279_339.png"",""/tangrams/138_405.png"",""/tangrams/422_66.png"",""/tangrams/366_244.png""]","[""D2"",""A3"",""C4"",""B1""]",/tangrams/422_66.png,TRUE,/tangrams/422_66.png,01M0WX9MXH1SX7Q50079HW9F7E,01M0WX667JRE4461924BYZ6YJ1,1787678160355,NA,2
01M0WY8WTWNDACTY3MZE7T4XYQ,01M0WWQAZTRSENW9JN2FSQ4BA7,training,4,0,5,48,12,0,/tangrams/279_66.png,D4,"[""/tangrams/411_352.png"",""/tangrams/422_405.png"",""/tangrams/279_66.png"",""/tangrams/366_339.png""]","[""F7"",""C3"",""D4"",""B2""]",/tangrams/411_352.png,FALSE,/tangrams/411_352.png,01M0WY0YPE1FGB7GNWHKCY08ZN,01M0WY09KXZQGZCXQXZTYFDW8C,1787678057138,NA,1
01M0WY96A3GPNVM391ND45TTX8,01M0WWQAZPP7VBJF1WXDE2YKFW,training,7,0,8,48,12,1,/tangrams/348_314.png,B1,"[""/tangrams/348_314.png"",""/tangrams/66_441.png"",""/tangrams/20_314.png"",""/tangrams/348_464.png""]","[""B1"",""A2"",""D1"",""B4""]",/tangrams/348_314.png,TRUE,/tangrams/348_314.png,01M0WXSYNRXCYGT80QAR430CBD,01M0WY2T8PBZPVGKC7BWFHJ59J,1787679119616,NA,1
01M0WY96BJWW9VTCGB4KH2R567,01M0WWQAZPP7VBJF1WXDE2YKFW,training,12,1,1,48,12,1,/tangrams/348_24.png,B3,"[""/tangrams/348_314.png"",""/tangrams/20_24.png"",""/tangrams/348_24.png"",""/tangrams/66_464.png""]","[""B1"",""D3"",""B3"",""A4""]",/tangrams/348_24.png,TRUE,/tangrams/348_24.png,01M0WY2T8PBZPVGKC7BWFHJ59J,01M0WXSYNRXCYGT80QAR430CBD,1787679357664,NA,2
01M0WYEEW3JQXTDYZ6YDBVDMR2,01M0WWQAZRRWZPK3N7VE24RFV2,training,43,3,8,48,12,1,/tangrams/202_441.png,C2,"[""/tangrams/66_24.png"",""/tangrams/348_464.png"",""/tangrams/20_314.png"",""/tangrams/202_441.png""]","[""A3"",""B4"",""D1"",""C2""]",NA,NA,NA,NA,NA,NA,NA,4
01M0WY8WTPASQX09WQQYSHK2YA,01M0WWQAZTRSENW9JN2FSQ4BA7,training,5,0,6,48,12,0,/tangrams/170_154.png,F3,"[""/tangrams/290_64.png"",""/tangrams/170_154.png"",""/tangrams/434_227.png"",""/tangrams/119_182.png""]","[""F2"",""F3"",""F4"",""F1""]",/tangrams/170_154.png,TRUE,/tangrams/170_154.png,01M0WY09KXZQGZCXQXZTYFDW8C,01M0WY0YPE1FGB7GNWHKCY08ZN,1787678105683,NA,1
01M0WXEB75HPT08XHVF70Q63FR,01M0WWQ74M3NWYAJGQB0ESKAD2,training,40,3,5,48,12,0,/tangrams/290_64.png,F2,"[""/tangrams/37_144.png"",""/tangrams/290_64.png"",""/tangrams/138_244.png"",""/tangrams/411_352.png""]","[""F8"",""F2"",""A1"",""F7""]",NA,NA,NA,NA,NA,NA,NA,4
01M0WXEBCZX895NZ40M1V1M8DE,01M0WWQ74M3NWYAJGQB0ESKAD2,training,33,2,10,48,12,0,/tangrams/366_339.png,B2,"[""/tangrams/422_405.png"",""/tangrams/411_352.png"",""/tangrams/134_125.png"",""/tangrams/366_339.png""]","[""C3"",""F7"",""F6"",""B2""]",NA,NA,NA,NA,NA,NA,NA,3
01M0WY4EW99C2WCPS74X0CDWHV,01M0WWQ9XVXJV1JR4118CY5W09,training,30,2,7,48,12,0,/tangrams/456_48.png,F5,"[""/tangrams/138_244.png"",""/tangrams/456_48.png"",""/tangrams/37_144.png"",""/tangrams/134_125.png""]","[""A1"",""F5"",""F8"",""F6""]",/tangrams/456_48.png,TRUE,/tangrams/456_48.png,01M0WY0ENCGBGZ9MKY7CZKA71D,01M0WY0C090AZDG2K9X542KKDB,1787678709221,NA,3
01M0WXAW566C7GT40FYFZ5EGM7,01M0WWQ74H7CSGCPAHPDSCJ0PV,training,37,3,2,48,12,0,/tangrams/138_339.png,A2,"[""/tangrams/422_66.png"",""/tangrams/366_405.png"",""/tangrams/138_339.png"",""/tangrams/279_244.png""]","[""C4"",""B3"",""A2"",""D1""]",/tangrams/138_339.png,TRUE,/tangrams/138_339.png,01M0WX667JRE4461924BYZ6YJ1,01M0WX9MXH1SX7Q50079HW9F7E,1787678654953,NA,4
