roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JH1G5PQPBJK80AZYYXDBTYWZ,TRUE,01JH1F0VW7XB18ASJ0NKJ196TK,10,65,0,/tangrams/226_459.png,/tangrams/226_459.png,11,10,"[""/tangrams/226_399.png"",""/tangrams/440_459.png"",""/tangrams/226_459.png"",""/tangrams/440_399.png""]"
01JH1G7BRB0VDEFM07TVC46Z2X,TRUE,01JH1F2GX7DR1ZQG7AGSN3KRT7,5,65,0,/tangrams/267_188.png,/tangrams/267_188.png,6,5,"[""/tangrams/267_36.png"",""/tangrams/267_188.png"",""/tangrams/270_188.png"",""/tangrams/270_36.png""]"
01JH1GVRC46YP29YB1XTRRTBQW,FALSE,01JH1FPYSBXXZ6KPHKJBRG98KY,28,65,1,NA,/tangrams/159_40.png,13,28,"[""/tangrams/98_161.png"",""/tangrams/98_40.png"",""/tangrams/159_161.png"",""/tangrams/159_40.png""]"
01JH1FTZ444JRVDA72867MP7D4,TRUE,01JH1F0VW7XB18ASJ0P081ZZVT,53,65,3,/tangrams/48_116.png,/tangrams/48_116.png,6,53,"[""/tangrams/171_414.png"",""/tangrams/63_124.png"",""/tangrams/48_116.png"",""/tangrams/454_215.png""]"
01JH1FWZA5SCGGX5V0ADD7K4W5,NA,01JH1F0VW6JT3H4WKEJFKRQGWC,58,65,3,NA,/tangrams/78_219.png,11,58,"[""/tangrams/337_243.png"",""/tangrams/78_219.png"",""/tangrams/162_92.png"",""/tangrams/1_279.png""]"
01JH1GW10C0Z11QQD13DZA4ACD,TRUE,01JH1FPYSD6AFHHMZW70VZN68N,56,65,3,/tangrams/128_147.png,/tangrams/128_147.png,9,56,"[""/tangrams/128_147.png"",""/tangrams/316_409.png"",""/tangrams/377_372.png"",""/tangrams/367_207.png""]"
01JH1FTZ37YHKRHB3RBFBH735Y,TRUE,01JH1F0VW7XB18ASJ0P081ZZVT,4,65,0,/tangrams/366_342.png,/tangrams/366_342.png,5,4,"[""/tangrams/366_342.png"",""/tangrams/48_116.png"",""/tangrams/63_124.png"",""/tangrams/169_394.png""]"
01JH1GEKF5N2HXMBBHNKFYDY37,TRUE,01JH1F2GX5K41HMV06X44CSAH5,36,65,2,/tangrams/215_40.png,/tangrams/215_40.png,5,36,"[""/tangrams/130_37.png"",""/tangrams/3_84.png"",""/tangrams/21_410.png"",""/tangrams/215_40.png""]"
01JH1G5PQNTD8AHW8S4G7RW3EK,TRUE,01JH1F0VW7XB18ASJ0NKJ196TK,54,65,3,/tangrams/363_145.png,/tangrams/363_145.png,7,54,"[""/tangrams/363_145.png"",""/tangrams/363_57.png"",""/tangrams/440_145.png"",""/tangrams/440_57.png""]"
01JH1GNR927DZ1PP8M1KQ0REDN,TRUE,01JH1FPYSBXXZ6KPHKHW6Q97EB,55,65,3,/tangrams/181_310.png,/tangrams/181_310.png,8,55,"[""/tangrams/101_332.png"",""/tangrams/90_359.png"",""/tangrams/322_84.png"",""/tangrams/181_310.png""]"
