rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"2860","[object Object]","1","01JHRM9V1JM67VY68CMJR9N8ZV","tangrams/107_298.png","0","tangrams/107_298.png,tangrams/8_110.png,tangrams/426_403.png,tangrams/156_114.png","double chimney","survey-html-form","2862","0.0-0.0","top","top"
"1930","[object Object]","2","01JHRM9V1MBJA3SJFTYZH13DN1","tangrams/8_110.png","0","tangrams/8_110.png,tangrams/107_114.png,tangrams/156_298.png,tangrams/426_403.png","short","survey-html-form","4795","0.0-1.0","top","top"
"2131","[object Object]","3","01JHRM9V1TY38K9FMRYE6T0S3G","tangrams/426_114.png","0","tangrams/426_114.png,tangrams/8_110.png,tangrams/156_403.png,tangrams/107_298.png","none","survey-html-form","6927","0.0-2.0","top","top"
"1699","[object Object]","4","01JHRM9V1WSQ63PXWDCYFV3A6Z","tangrams/8_114.png","0","tangrams/426_110.png,tangrams/156_298.png,tangrams/8_114.png,tangrams/107_403.png","short","survey-html-form","8628","0.0-3.0","top","top"
"1797","[object Object]","5","01JHRM9V1QM1Y0MPP6DMWPVMBJ","tangrams/156_114.png","0","tangrams/107_403.png,tangrams/8_110.png,tangrams/156_114.png,tangrams/426_298.png","tall","survey-html-form","10427","0.0-4.0","top","top"
"1667","[object Object]","6","01JHRM9V1S8SGZBZ4P01M9FG2W","tangrams/8_298.png","0","tangrams/107_110.png,tangrams/8_298.png,tangrams/426_114.png,tangrams/156_403.png","short","survey-html-form","12095","0.0-5.0","top","top"
"1548","[object Object]","7","01JHRM9V20V8285FB80RAYJ0QX","tangrams/156_403.png","0","tangrams/8_114.png,tangrams/426_298.png,tangrams/107_110.png,tangrams/156_403.png","tall","survey-html-form","13645","0.0-6.0","top","top"
"1833","[object Object]","8","01JHRM9V1V18XR33E8HNKGH91C","tangrams/107_403.png","0","tangrams/426_114.png,tangrams/156_298.png,tangrams/8_110.png,tangrams/107_403.png","double","survey-html-form","15479","0.0-7.0","top","top"
"1830","[object Object]","9","01JHRM9V1KN2JS7W593N6X19TD","tangrams/426_403.png","0","tangrams/426_403.png,tangrams/107_298.png,tangrams/8_114.png,tangrams/156_110.png","none","survey-html-form","17312","0.0-8.0","top","top"
"1498","[object Object]","10","01JHRM9V1ERN1KRGP1RAAQ6XX8","tangrams/156_110.png","0","tangrams/426_114.png,tangrams/107_298.png,tangrams/156_110.png,tangrams/8_403.png","tall","survey-html-form","18812","0.0-9.0","top","top"
"1613","[object Object]","11","01JHRM9V21MPKDRDCE9YEC6DKG","tangrams/107_114.png","0","tangrams/156_110.png,tangrams/426_298.png,tangrams/107_114.png,tangrams/8_403.png","double","survey-html-form","20428","0.0-10.0","top","top"
