rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"9436","[object Object]","1","01JHGRMHHDKH16BRNAWV1KNQ7S","tangrams/282_138.png","180","tangrams/282_446.png,tangrams/282_138.png,tangrams/300_446.png,tangrams/300_138.png","diamond square with arms and downwards arrow","survey-html-form","9437","0.0-0.0","top_bottom","top_bottom"
"3614","[object Object]","2","01JHGRMHHPR3NDMXTD9AHNKTAP","tangrams/282_380.png","180","tangrams/282_380.png,tangrams/282_446.png,tangrams/101_380.png,tangrams/101_446.png","diamond graduation hat with arms and downwards arrow","survey-html-form","13053","0.0-1.0","top_bottom","top_bottom"
"4881","[object Object]","3","01JHGRMHH2VKMC2NC1AZP5T1H7","tangrams/101_380.png","180","tangrams/231_446.png,tangrams/101_380.png,tangrams/101_446.png,tangrams/231_380.png","diamond graduation hat on top of block thing","survey-html-form","17936","0.0-2.0","top_bottom","top_bottom"
"5401","[object Object]","4","01JHGRMHHYN7ZNNM34AGQ2YECS","tangrams/231_446.png","180","tangrams/231_138.png,tangrams/282_138.png,tangrams/231_446.png,tangrams/282_446.png","diamond yoda sideways L","survey-html-form","23336","0.0-3.0","top_bottom","top_bottom"
"2765","[object Object]","5","01JHGRMHHJZHRJD1BP99VHR10G","tangrams/101_138.png","180","tangrams/300_138.png,tangrams/101_429.png,tangrams/300_429.png,tangrams/101_138.png","diamond square big blocky shape","survey-html-form","26103","0.0-4.0","top_bottom","top_bottom"
"2316","[object Object]","6","01JHGRMHG8M43S9GZQ6G7B6AYB","tangrams/300_380.png","180","tangrams/300_380.png,tangrams/300_429.png,tangrams/231_380.png,tangrams/231_429.png","diamond graduation hat M","survey-html-form","28420","0.0-5.0","top_bottom","top_bottom"
"2500","[object Object]","7","01JHGRMHDKPQ2VHP50MY4EF07X","tangrams/282_446.png","180","tangrams/300_138.png,tangrams/300_446.png,tangrams/282_446.png,tangrams/282_138.png","diamond yoda with downward arrow with arms","survey-html-form","30922","0.0-6.0","top_bottom","top_bottom"
"2554","[object Object]","8","01JHGRMHGHJZ14YV6246MR2Z8W","tangrams/101_446.png","180","tangrams/101_446.png,tangrams/300_138.png,tangrams/300_446.png,tangrams/101_138.png","diamond yoda blocky shape","survey-html-form","33477","0.0-7.0","top_bottom","top_bottom"
"5714","[object Object]","9","01JHGRMHGAJYNHS8Q0GZQHQ3XZ","tangrams/231_138.png","180","tangrams/231_138.png,tangrams/231_429.png,tangrams/300_429.png,tangrams/300_138.png","diamond square sideways L, woo final round","survey-html-form","39195","0.0-8.0","top_bottom","top_bottom"
"2707","[object Object]","10","01JHGRMHGD81G7XREQZWSTCYT8","tangrams/300_138.png","180","tangrams/101_446.png,tangrams/300_446.png,tangrams/300_138.png,tangrams/101_138.png","diamond square with M","survey-html-form","41904","0.0-9.0","top_bottom","top_bottom"
"3030","[object Object]","11","01JHGRMHH82SE7558BBXAD23HX","tangrams/231_429.png","180","tangrams/231_138.png,tangrams/282_429.png,tangrams/231_429.png,tangrams/282_138.png","T and a sideways L","survey-html-form","44937","0.0-10.0","top_bottom","top_bottom"
"2564","[object Object]","12","01JHGRMHJ1DRRF00P3NXWGYSS5","tangrams/231_380.png","180","tangrams/300_380.png,tangrams/231_380.png,tangrams/231_446.png,tangrams/300_446.png","diamond grad hat sideways L","survey-html-form","47504","0.0-11.0","top_bottom","top_bottom"
"2047","[object Object]","13","01JHGRMHGTHVQEZETRE6VQDSTE","tangrams/101_429.png","180","tangrams/282_429.png,tangrams/282_138.png,tangrams/101_429.png,tangrams/101_138.png","T big blocky shape","survey-html-form","49555","0.0-12.0","top_bottom","top_bottom"
"31135","[object Object]","14","01JHGRMHH5HM09F66G5K8VNJGA","tangrams/300_446.png","180","tangrams/300_429.png,tangrams/300_446.png,tangrams/101_429.png,tangrams/101_446.png","diamond yoda big M","survey-html-form","80693","0.0-13.0","top_bottom","top_bottom"
"3276","[object Object]","15","01JHGRMHGMAF2Q3HR9EK9S2940","tangrams/282_429.png","180","tangrams/282_138.png,tangrams/300_429.png,tangrams/282_429.png,tangrams/300_138.png","T with arms downwards arrow","survey-html-form","83971","0.0-14.0","top_bottom","top_bottom"
"2464","[object Object]","16","01JHGRMHJ4TT79PVK948B24KY5","tangrams/300_429.png","180","tangrams/282_446.png,tangrams/282_429.png,tangrams/300_446.png,tangrams/300_429.png","T on top of M","survey-html-form","86438","0.0-15.0","top_bottom","top_bottom"
"9540","[object Object]","17","01JHZT3XVPE135ZV5WYKSQWPW6","tangrams/430_137.png","270","tangrams/430_137.png,tangrams/441_13.png,tangrams/282_7.png,tangrams/31_350.png","2 diamonds and right bottom triangle","survey-html-form","95979","0.0-16.0","top_bottom","top_bottom"
"4280","[object Object]","18","01JHZT3XZKW9C14VNPFG8B5T5E","tangrams/56_469.png","270","tangrams/444_39.png,tangrams/56_469.png,tangrams/211_371.png,tangrams/441_13.png","top right shape of a wrench","survey-html-form","100261","0.0-17.0","bottom","bottom"
