rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"7373","[object Object]","11","01JHRNQJC0YHEBH71AMBJFWRWD","tangrams/337_55.png","270","tangrams/198_320.png,tangrams/182_70.png,tangrams/337_55.png,tangrams/390_91.png","legs on left man on right","survey-html-form","44440","0.0-10.0","top_bottom","top_bottom"
"7931","[object Object]","12","01JHRNQJF4W33J83MXTNR1XGGE","tangrams/390_91.png","270","tangrams/337_55.png,tangrams/182_320.png,tangrams/198_70.png,tangrams/390_91.png","arrow pointing in on the right side","survey-html-form","52373","0.0-11.0","bottom","bottom"
"4555","[object Object]","13","01JHRNQJTFXP3P93K827FTM06X","tangrams/198_91.png","270","tangrams/198_91.png,tangrams/390_70.png,tangrams/337_320.png,tangrams/182_55.png","hole in middle, S shape on left arrow pointing into shape on right","survey-html-form","56932","0.0-12.0","top_bottom","top_bottom"
"5003","[object Object]","14","01JHRNQJ9W81KAH4T726SHQDPZ","tangrams/198_320.png","270","tangrams/182_70.png,tangrams/390_55.png,tangrams/198_320.png,tangrams/337_91.png","one foot pointing out on right side","survey-html-form","61935","0.0-13.0","bottom","bottom"
"3328","[object Object]","15","01JHRNQJE2VTPZDN4F48P1M2BD","tangrams/390_320.png","270","tangrams/390_320.png,tangrams/198_91.png,tangrams/182_55.png,tangrams/337_70.png","one leg pointing out on thr right side","survey-html-form","65266","0.0-14.0","bottom","bottom"
"3197","[object Object]","16","01JHRNQJAZC4Y7W639E7YQ494K","tangrams/182_70.png","270","tangrams/337_320.png,tangrams/390_55.png,tangrams/198_91.png,tangrams/182_70.png","normal arrow pointing left and zig zaggy arrow pointing right","survey-html-form","68466","0.0-15.0","top_bottom","top_bottom"
"5932","[object Object]","17","01JH0ZNXJSBRXY7ZVGY8253GGQ","tangrams/211_287.png","90","tangrams/211_287.png,tangrams/290_293.png,tangrams/290_287.png,tangrams/211_293.png","diamond on the left with hole on the right","survey-html-form","74400","0.0-16.0","top_bottom","top_bottom"
"37111","[object Object]","18","01JH0ZNXJSBRXY7ZVGXJPDWRBG","tangrams/165_108.png","90","tangrams/165_108.png,tangrams/290_108.png,tangrams/165_293.png,tangrams/290_293.png","Whole right side is flat Large section of top is flat, 2 points at the bottom","survey-html-form","111515","0.0-17.0","idk","idk"
"5240","[object Object]","19","01JH0ZNXJVKTCPNKZ7PEJCJ3JP","tangrams/211_108.png","90","tangrams/211_287.png,tangrams/290_108.png,tangrams/211_108.png,tangrams/290_287.png","flat on the top left hole on the right","survey-html-form","116756","0.0-18.0","top_bottom","top_bottom"
"9540","[object Object]","20","01JH0ZNXJPXFMCECR36KK49M1M","tangrams/290_108.png","90","tangrams/290_293.png,tangrams/290_108.png,tangrams/253_293.png,tangrams/253_108.png","flat on the top left 3 edges on the right, top is all flat, yepp","survey-html-form","126298","0.0-19.0","top_bottom","top_bottom"
"3832","[object Object]","21","01JH0ZNXJXD1M76Y21GTXYWZ1R","tangrams/290_293.png","90","tangrams/290_287.png,tangrams/290_293.png,tangrams/211_293.png,tangrams/211_287.png","Large triangle on left and no hole, 3 points to right","survey-html-form","130132","0.0-20.0","top_bottom","top_bottom"
"2903","[object Object]","22","01JH0ZNXJZBY71TYAG4A7KSTTK","tangrams/211_10.png","90","tangrams/253_293.png,tangrams/211_10.png,tangrams/253_10.png,tangrams/211_293.png","Small triangle on left with a hole on right","survey-html-form","133037","0.0-21.0","top_bottom","top_bottom"
"7261","[object Object]","23","01JH0ZNXK1DGHS47N097G4RNFF","tangrams/211_293.png","90","tangrams/211_293.png,tangrams/211_10.png,tangrams/165_10.png,tangrams/165_293.png","1 hole on the right 1 on the left without its a small corner, hole on the right i mean, small, its like a corner","survey-html-form","140301","0.0-22.0","top_bottom","top_bottom"
"8495","[object Object]","24","01JH0ZNXJM96E24Y5VCM4C37AS","tangrams/165_10.png","90","tangrams/165_10.png,tangrams/211_10.png,tangrams/165_108.png,tangrams/211_108.png","3 shapes in total, triangle on left, flat to right, no hole","survey-html-form","148798","0.0-23.0","top_bottom","top_bottom"
"32640","[object Object]","25","01JH0ZNXJPXFMCECR37FMP4PT5","tangrams/253_293.png","90","tangrams/253_293.png,tangrams/165_287.png,tangrams/165_293.png,tangrams/253_287.png","5 edges at the top 1 small triangle on the right, without hoole, hole","survey-html-form","181440","0.0-24.0","idk","idk"
"10688","[object Object]","26","01JH0ZNXJQ9E4MX1B2EJERNF64","tangrams/253_108.png","90","tangrams/290_108.png,tangrams/253_293.png,tangrams/253_108.png,tangrams/290_293.png","Square top left 3 points at bottom","survey-html-form","192131","0.0-25.0","idk","idk"
"3565","[object Object]","27","01JH0ZNXJM96E24Y5VDF7YFCP3","tangrams/290_10.png","90","tangrams/253_10.png,tangrams/290_10.png,tangrams/253_108.png,tangrams/290_108.png","triangle on the left 3 edges on the right","survey-html-form","195698","0.0-26.0","top_bottom","top_bottom"
"2750","[object Object]","28","01JH0ZNXJT7Q9QHR0W6P4W9FPJ","tangrams/253_287.png","90","tangrams/165_293.png,tangrams/165_287.png,tangrams/253_293.png,tangrams/253_287.png","Diamond on left 2 points on the right","survey-html-form","198450","0.0-27.0","top_bottom","top_bottom"
"3732","[object Object]","29","01JH0ZNXJXD1M76Y21HXGE8BTE","tangrams/165_287.png","90","tangrams/165_10.png,tangrams/211_287.png,tangrams/165_287.png,tangrams/211_10.png","Diamond on left Flat side on the right","survey-html-form","202183","0.0-28.0","top_bottom","top_bottom"
"5398","[object Object]","30","01JH0ZNXJK3QJMDM67WJF3WVNX","tangrams/290_287.png","90","tangrams/290_10.png,tangrams/211_10.png,tangrams/290_287.png,tangrams/211_287.png","diamond on left no hole","survey-html-form","207584","0.0-29.0","top_bottom","top_bottom"
"6452","[object Object]","31","01JH0ZNXJWXVM7JTKWH10CQFBG","tangrams/165_293.png","90","tangrams/211_293.png,tangrams/165_293.png,tangrams/165_287.png,tangrams/211_287.png","3 edges at the top left and 1 edge on the right, 3 edges bottom and top","survey-html-form","214038","0.0-30.0","top_bottom","top_bottom"
"3862","[object Object]","32","01JH0ZNXK0GDAS12W81PTJF2NN","tangrams/253_10.png","90","tangrams/253_287.png,tangrams/290_287.png,tangrams/290_10.png,tangrams/253_10.png","triangle on the left and 1 small one on the right, 2 edges top and bottom, 2","survey-html-form","217901","0.0-31.0","top_bottom","top_bottom"
"5099","[object Object]","33","01JJX77JCQWB1KH541KNB0T796","tangrams/345_443.png","270","tangrams/375_422.png,tangrams/67_290.png,tangrams/345_443.png,tangrams/174_8.png","Huge slant at the left with a small diamond on the opposite side","survey-html-form","223003","0.0-32.0","top_bottom","top_bottom"
"5712","[object Object]","34","01JJX77JD1BP37Z99AKYN6WX0W","tangrams/372_430.png","270","tangrams/439_258.png,tangrams/254_272.png,tangrams/463_211.png,tangrams/372_430.png","long skinny rectangle on the bottom left","survey-html-form","228716","0.0-33.0","top","top"
"7834","[object Object]","35","01JJX77JCVHR6710PFMX781HKA","tangrams/205_442.png","270","tangrams/42_29.png,tangrams/193_0.png,tangrams/366_181.png,tangrams/205_442.png","3 4ths of an arrow below the dog, What looks like a dog face at the top right and atriangle sitting upright at the bottom left","survey-html-form","236552","0.0-34.0","top_bottom","top_bottom"
"6943","[object Object]","36","01JJX77JD2QMV6Z0KP4QASE868","tangrams/463_211.png","270","tangrams/60_402.png,tangrams/174_8.png,tangrams/463_211.png,tangrams/215_7.png","Tiny silhouette of a triangle","survey-html-form","243499","0.0-35.0","holistic","holistic"
"4230","[object Object]","37","01JJX77JCPTW1C6S1KHQAQ25S4","tangrams/60_402.png","270","tangrams/67_290.png,tangrams/60_402.png,tangrams/439_258.png,tangrams/215_7.png","shapes barely touching","survey-html-form","247731","0.0-36.0","holistic","holistic"
"7171","[object Object]","38","01JJX77JCQWB1KH541JKW1KC09","tangrams/439_258.png","270","tangrams/345_443.png,tangrams/375_422.png,tangrams/205_442.png,tangrams/439_258.png","Triangle and square with a bridge to part of a rectangle with a chunk missing","survey-html-form","254902","0.0-37.0","holistic","holistic"
"5476","[object Object]","39","01JJX77JD1BP37Z99AK8GSZ0YQ","tangrams/193_0.png","270","tangrams/60_402.png,tangrams/174_8.png,tangrams/42_29.png,tangrams/193_0.png","Dog head with multiple squares, huge square at the top right","survey-html-form","260380","0.0-38.0","holistic","holistic"
"4053","[object Object]","40","01JJX77JCQWB1KH541HKB8GEE9","tangrams/436_164.png","270","tangrams/436_164.png,tangrams/65_453.png,tangrams/205_442.png,tangrams/372_430.png","small square on right","survey-html-form","264433","0.0-39.0","bottom","bottom"
"2896","[object Object]","41","01JJX77JCVHR6710PFM28FP7JE","tangrams/375_422.png","270","tangrams/193_0.png,tangrams/366_181.png,tangrams/375_422.png,tangrams/67_290.png","silhouette of a skinny diamond","survey-html-form","267332","0.0-40.0","holistic","holistic"
"3367","[object Object]","42","01JJX77JD2QMV6Z0KP411VRP56","tangrams/174_8.png","270","tangrams/215_7.png,tangrams/174_8.png,tangrams/439_258.png,tangrams/436_164.png","looks like the letter M on the left side","survey-html-form","270699","0.0-41.0","top","top"
"7562","[object Object]","43","01JJX77JCR9C2KRAEC3NPD983X","tangrams/215_7.png","270","tangrams/372_430.png,tangrams/215_7.png,tangrams/436_164.png,tangrams/375_422.png","left looks like a telephone","survey-html-form","278264","0.0-42.0","top","top"
"5502","[object Object]","44","01JJX77JD3J5XER4GNTTH52C3K","tangrams/254_272.png","270","tangrams/463_211.png,tangrams/254_272.png,tangrams/215_7.png,tangrams/366_181.png","spiky on top and bottom","survey-html-form","283767","0.0-43.0","holistic","holistic"
"2735","[object Object]","45","01JJX77JD3J5XER4GNT05FA7G2","tangrams/65_453.png","270","tangrams/65_453.png,tangrams/439_258.png,tangrams/366_181.png,tangrams/193_0.png","Two shapes barely touching","survey-html-form","286503","0.0-44.0","holistic","holistic"
"5594","[object Object]","46","01JJX77JD0A4RT95Q0HVTEHQQ2","tangrams/67_290.png","270","tangrams/463_211.png,tangrams/366_181.png,tangrams/436_164.png,tangrams/67_290.png","Superman symbol to the left","survey-html-form","292098","0.0-45.0","top","top"
"3050","[object Object]","47","01JJX77JCPTW1C6S1KK7J36YNY","tangrams/366_181.png","270","tangrams/366_181.png,tangrams/436_164.png,tangrams/463_211.png,tangrams/65_453.png","sillouetee","survey-html-form","295149","0.0-46.0","holistic","holistic"
"3015","[object Object]","48","01JJX77JCZVK00QV9HBAW46KHN","tangrams/42_29.png","270","tangrams/193_0.png,tangrams/42_29.png,tangrams/60_402.png,tangrams/215_7.png","long rectangles to the left","survey-html-form","298166","0.0-47.0","top","top"
