rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"3031","[object Object]","21","01JJCYVVXWG28QJZ0HG0Z8C42E","tangrams/36_89.png","180","tangrams/460_68.png,tangrams/179_194.png,tangrams/36_89.png,tangrams/35_307.png","mostly black","survey-html-form","119436","0.0-20.0","holistic","holistic"
"2332","[object Object]","22","01JJCYVVMXTEWXXBDYTS8T0M53","tangrams/460_307.png","180","tangrams/460_307.png,tangrams/36_68.png,tangrams/179_89.png,tangrams/35_194.png","arms up","survey-html-form","121770","0.0-21.0","bottom","bottom"
"3131","[object Object]","23","01JJCYVVTPBAZ969XBMEPJ621E","tangrams/179_194.png","180","tangrams/35_89.png,tangrams/460_68.png,tangrams/36_307.png,tangrams/179_194.png","rectangular hole","survey-html-form","124903","0.0-22.0","bottom","bottom"
"7181","[object Object]","24","01JJCYVVJBWRPNB75RD56F9Y3N","tangrams/35_68.png","180","tangrams/179_194.png,tangrams/35_68.png,tangrams/36_307.png,tangrams/460_89.png","rocket","survey-html-form","132087","0.0-23.0","bottom","bottom"
"5497","[object Object]","25","01JJCYVVNHM55E78XQZVYXN5J9","tangrams/179_89.png","180","tangrams/35_194.png,tangrams/36_68.png,tangrams/179_89.png,tangrams/460_307.png","two sections touching","survey-html-form","137588","0.0-24.0","top","top"
"2427","[object Object]","26","01JJCYVVHQ98QFPWHPY3P7K1Y9","tangrams/36_194.png","180","tangrams/460_68.png,tangrams/35_307.png,tangrams/36_194.png,tangrams/179_89.png","rectangular hole","survey-html-form","140019","0.0-25.0","bottom","bottom"
"4630","[object Object]","27","01JJCYVVSDDQWSMYCENQ27BK02","tangrams/36_68.png","180","tangrams/179_89.png,tangrams/36_68.png,tangrams/460_194.png,tangrams/35_307.png","house","survey-html-form","144651","0.0-26.0","holistic","holistic"
"4083","[object Object]","28","01JJCYVVYH0V6M9YB60KREZ0ZP","tangrams/460_68.png","180","tangrams/460_68.png,tangrams/35_194.png,tangrams/36_307.png,tangrams/179_89.png","spiky rocket","survey-html-form","148736","0.0-27.0","top_bottom","top_bottom"
"2599","[object Object]","29","01JJCYVVQE60M6WW880W1CC9DN","tangrams/35_307.png","180","tangrams/36_68.png,tangrams/460_89.png,tangrams/35_307.png,tangrams/179_194.png","arms up","survey-html-form","151336","0.0-28.0","bottom","bottom"
"7365","[object Object]","30","01JJCYVW2DKR2W7EBBMZY4RYMB","tangrams/179_68.png","180","tangrams/35_307.png,tangrams/36_194.png,tangrams/179_68.png,tangrams/460_89.png","2 sections","survey-html-form","158703","0.0-29.0","top","top"
"2847","[object Object]","31","01JJCYVVKMNYK261DQSNBZ4R7C","tangrams/460_194.png","180","tangrams/35_307.png,tangrams/460_194.png,tangrams/179_89.png,tangrams/36_68.png","rectangular hole","survey-html-form","161552","0.0-30.0","bottom","bottom"
"11999","[object Object]","32","01JJDDM5H6N0TFMW32XPDVYQ63","tangrams/48_180.png","270","tangrams/48_180.png,tangrams/48_119.png,tangrams/0_180.png,tangrams/0_119.png","hat bridge into","survey-html-form","173552","0.0-31.0","top_bottom","top_bottom"
"6414","[object Object]","33","01JJDDM5F04C0AVK158B459006","tangrams/0_441.png","270","tangrams/48_180.png,tangrams/48_441.png,tangrams/0_180.png,tangrams/0_441.png","square rectangle into cat legs","survey-html-form","179969","0.0-32.0","top_bottom","top_bottom"
"4848","[object Object]","34","01JJDDM5F2J16W3PVNXR7X8FD2","tangrams/25_441.png","270","tangrams/84_379.png,tangrams/25_441.png,tangrams/84_441.png,tangrams/25_379.png","cat legs handle","survey-html-form","184818","0.0-33.0","top_bottom","top_bottom"
"7863","[object Object]","35","01JJDDM5H906NWZ3B9MW3ESSQD","tangrams/48_379.png","270","tangrams/48_379.png,tangrams/25_379.png,tangrams/25_441.png,tangrams/48_441.png","heart with triangle","survey-html-form","192685","0.0-34.0","top_bottom","top_bottom"
"3899","[object Object]","36","01JJDDM5HBCPFQMAVJ7H64WX3C","tangrams/25_379.png","270","tangrams/25_379.png,tangrams/48_379.png,tangrams/48_180.png,tangrams/25_180.png","handle healf heart","survey-html-form","196586","0.0-35.0","top_bottom","top_bottom"
"4412","[object Object]","37","01JJDDM5H3A4J7H7CKGKBB2KCD","tangrams/84_180.png","270","tangrams/84_119.png,tangrams/25_119.png,tangrams/25_180.png,tangrams/84_180.png","rhombus with","survey-html-form","201002","0.0-36.0","top_bottom","top_bottom"
"2879","[object Object]","38","01JJDDM5GAEYT2FXVNA343249K","tangrams/0_180.png","270","tangrams/0_441.png,tangrams/84_441.png,tangrams/84_180.png,tangrams/0_180.png","rectangle square bridge into","survey-html-form","203884","0.0-37.0","top_bottom","top_bottom"
"6833","[object Object]","39","01JJDDM5H26K12WJTDJVE3AAV6","tangrams/0_119.png","270","tangrams/0_441.png,tangrams/0_119.png,tangrams/25_119.png,tangrams/25_441.png","rectangle square diamond triangle","survey-html-form","210719","0.0-38.0","top_bottom","top_bottom"
"2414","[object Object]","40","01JJDDM5H8VAD3WY57F7PMWW77","tangrams/25_180.png","270","tangrams/25_180.png,tangrams/25_441.png,tangrams/48_441.png,tangrams/48_180.png","handle with","survey-html-form","213135","0.0-39.0","top_bottom","top_bottom"
"1880","[object Object]","41","01JJDDM5H5JX8SEMW57Q6W3CBF","tangrams/84_441.png","270","tangrams/84_379.png,tangrams/84_441.png,tangrams/0_379.png,tangrams/0_441.png","cat legs into rhombus","survey-html-form","215018","0.0-40.0","top_bottom","top_bottom"
"4948","[object Object]","42","01JJDDM5GJ9ZZP6E7T43W7DDTB","tangrams/48_119.png","270","tangrams/0_119.png,tangrams/48_379.png,tangrams/48_119.png,tangrams/0_379.png","hat diamond triangle","survey-html-form","219968","0.0-41.0","top_bottom","top_bottom"
"3198","[object Object]","43","01JJDDM5HFWJHNZXSVHQEYNWYG","tangrams/0_379.png","270","tangrams/0_379.png,tangrams/0_180.png,tangrams/48_379.png,tangrams/48_180.png","rectangle squuare half heart with triangle","survey-html-form","223168","0.0-42.0","top_bottom","top_bottom"
"22514","[object Object]","44","01JJDDM5GD4JR8ZR81ZDCQJV3W","tangrams/48_441.png","270","tangrams/25_441.png,tangrams/25_180.png,tangrams/48_180.png,tangrams/48_441.png","cat","survey-html-form","245684","0.0-43.0","holistic","holistic"
"2482","[object Object]","45","01JJDDM5HDAVKXSD950YC9GPDG","tangrams/25_119.png","270","tangrams/0_119.png,tangrams/25_119.png,tangrams/25_180.png,tangrams/0_180.png","handle diamond triangle","survey-html-form","248168","0.0-44.0","top_bottom","top_bottom"
"2081","[object Object]","46","01JJDDM5GBE41R3TB320EV47HW","tangrams/84_119.png","270","tangrams/25_119.png,tangrams/25_180.png,tangrams/84_119.png,tangrams/84_180.png","triangle diamond into rhombus","survey-html-form","250251","0.0-45.0","top_bottom","top_bottom"
"2230","[object Object]","47","01JJDDM5GZ8C0NNX4K8CX19CMV","tangrams/84_379.png","270","tangrams/48_180.png,tangrams/84_379.png,tangrams/84_180.png,tangrams/48_379.png","half heart with triangle rhombus","survey-html-form","252483","0.0-46.0","top_bottom","top_bottom"
