id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01JFTQH46GFQNYH4F4QPDVK7QH,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:42:19.600381892Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:42:19.600381892Z,01JFTQ7DE414MCRH72YDY9YWGX,2024-12-23T21:42:19.600381892Z
01JFTQH46GFQNYH4F4QW4JGF74,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:42:19.600667128Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:42:19.600667128Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:42:19.600667128Z
01JFTQHNEYW34638P3FGNSF13V,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:42:37.278370459Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:42:37.278370459Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T21:42:37.278370459Z
01JFTQHNEYW34638P3FN11P5TC,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:42:37.278813189Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:42:37.278813189Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T21:42:37.278813189Z
