id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JFGAX5W2W2ZYPYXX7WP2KGCS,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:49:18.722419223Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:49:18.722419223Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:49:18.722419223Z,01JFG9M8GNKYE3CG9Y38GDZJ5G,2024-12-19T20:49:18.722419223Z
01JFGBVX8NY9NK0HPJ53T58M6W,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T21:06:05.717316314Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T21:06:05.717316314Z,01JFGA1PKNX0GFZEKMCQM4H943,2024-12-19T21:06:05.717316314Z,01JFGA6DG35N8YTV23D71AK2Q3,2024-12-19T21:06:05.717316314Z
01JFGBD8F3ZFZ550Y9KPXEHRCG,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T20:58:05.667773257Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T20:58:05.667773257Z,01JFGA0NWRWKSJ3RKMWVYF5FSB,2024-12-19T20:58:05.667773257Z,01JFGA4GTAARPK4955H6Y22YVF,2024-12-19T20:58:05.667773257Z
01JFGBK2T0PW26XMS4FPV4SEK0,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T21:01:16.480180846Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T21:01:16.480180846Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T21:01:16.480180846Z,01JFGA6DF6NSK9QZ953ZR3ESJ8,2024-12-19T21:01:16.480180846Z
01JFGC8D5BJN9TAEK7ETJ2NCF3,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T21:12:55.211608599Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T21:12:55.211608599Z,01JFGAQBHR0HECY779RTQ2C4C3,2024-12-19T21:12:55.211608599Z,01JFGAXKY7A6CYYNKQSM3XGZVS,2024-12-19T21:12:55.211608599Z
01JFGC8KSQ6Z82B00NPMY82TD8,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T21:13:02.007423956Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T21:13:02.007423956Z,01JFG9ZV5JCSCD633QXFWF0TNM,2024-12-19T21:13:02.007423956Z,01JFGA4GTNAZ5V1BKQYYKZAPXQ,2024-12-19T21:13:02.007423956Z
01JFGCJD9C50BEJCBBCX4Z8T80,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:18:23.020960948Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:18:23.020960948Z,01JFGB2B59CTSJXJMRCQWE3459,2024-12-19T21:18:23.020960948Z,01JFGB9AYVFYXB1034SR546SK1,2024-12-19T21:18:23.020960948Z
01JFGCSMZQM966HN1VZZ9QBWJ3,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:22:20.279571656Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:22:20.279571656Z,01JFGA0RP6XQSZFPDJZDZNZHCM,2024-12-19T21:22:20.279571656Z,01JFGB9AQB3E1NCG05JD1BZJCB,2024-12-19T21:22:20.279571656Z
01JFGA5NJGE8BZR4Y96Z891T2D,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:36:28.368737272Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:36:28.368737272Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:36:28.368737272Z,01JFG9M8FY5KF8A0CVE1CHM593,2024-12-19T20:36:28.368737272Z
01JFGA9V7GZS5CZXFDRS337CMJ,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:38:45.232157834Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:38:45.232157834Z,01JFG9JKCBFHFPAFFP1RJW3H2X,2024-12-19T20:38:45.232157834Z,01JFG9M8G2CS1EHNJXF874HH93,2024-12-19T20:38:45.232157834Z
01JFGBZASRZNSKFSXVNE3CAW30,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T21:07:57.880119244Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T21:07:57.880119244Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T21:07:57.880119244Z,01JFGA6DGAXQ041P43SZR0DNXZ,2024-12-19T21:07:57.880119244Z
01JFGA1HHJ7MJQCW1CJ9HQ2A51,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:34:13.170530459Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:34:13.170530459Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:34:13.170530459Z,01JFG9M8FV3DB417XJCSQE8SSA,2024-12-19T20:34:13.170530459Z
01JFGB7WCK8FVWC9PPGNRHZSJ1,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:55:09.459219779Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:55:09.459219779Z,01JFGA5MVC6GPBAZSHJQHEDZ3W,2024-12-19T20:55:09.459219779Z,01JFGAFG1FGJZ65KSMMQRAVTM1,2024-12-19T20:55:09.459219779Z
01JFGA771Q93ZSAJQ8ME4R5AKW,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:37:19.031357486Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:37:19.031357486Z,01JFGA1PKNX0GFZEKMCQM4H943,2024-12-19T20:37:19.031357486Z,01JFGA6DANNN71RJ92K30652TT,2024-12-19T20:37:19.031357486Z
01JFGAGXH0KE6B7DBJW8QPXEJ8,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:42:36.960294583Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:42:36.960294583Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T20:42:36.960294583Z,01JFGA6DBKBN6PMQ6RWRS09SZ5,2024-12-19T20:42:36.960294583Z
01JFGAYW0F5RM1DJYMPWJ2DQST,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:50:14.159256247Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:50:14.159256247Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:50:14.159256247Z,01JFG9M8HRAQTAAG5C8FFYPPAK,2024-12-19T20:50:14.159256247Z
01JFGBGH6CG7JMFYKRG004BZA1,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T20:59:52.908633979Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T20:59:52.908633979Z,01JFGASY33Y3P6D9J4GPN0M6Q0,2024-12-19T20:59:52.908633979Z,01JFGAXKNDECSETSB1KNENP86B,2024-12-19T20:59:52.908633979Z
01JFGB79F9PVP2EGRRZCARWHNH,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:54:50.089381492Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:54:50.089381492Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T20:54:50.089381492Z,01JFGA6DE2HYB9SHACF9N1AG1Y,2024-12-19T20:54:50.089381492Z
01JFGBX82KQ7PPPJCJGVE5PQHF,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T21:06:49.555385882Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T21:06:49.555385882Z,01JFG9ZV5JCSCD633QXFWF0TNM,2024-12-19T21:06:49.555385882Z,01JFGA4GT8ACDVMRYH10MS1PFQ,2024-12-19T21:06:49.555385882Z
01JFGB520XMMB5S1H20T3V3CY8,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T20:53:36.925691964Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T20:53:36.925691964Z,01JFGA15QX4KN1PS5F13JKQ9JZ,2024-12-19T20:53:36.925691964Z,01JFGA8FEXD3HT4A6KP651HX5N,2024-12-19T20:53:36.925691964Z
01JFGBA5CJ5TN6SY3G2P8AK7WC,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T20:56:24.210315308Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T20:56:24.210315308Z,01JFGA15QX4KN1PS5F13JKQ9JZ,2024-12-19T20:56:24.210315308Z,01JFGA8FFGCW6TGTQCJ8B06VP8,2024-12-19T20:56:24.210315308Z
01JFGBE0P06EGFS79EJ1JSH20R,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:58:30.464948132Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:58:30.464948132Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T20:58:30.464948132Z,01JFGA6DGGYH7CE298JHGB6BNH,2024-12-19T20:58:30.464948132Z
01JFGBFN1CTC7B31D8PJC98C3Z,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T20:59:24.076348197Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T20:59:24.076348197Z,01JFGASY33Y3P6D9J4GPN0M6Q0,2024-12-19T20:59:24.076348197Z,01JFGAXKN38SS6Z0EZTS2GYSE9,2024-12-19T20:59:24.076348197Z
01JFGASNHNTTN97Q2X79B5GG1B,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:47:23.701442464Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:47:23.701442464Z,01JFGAC3DMMYRBG1A56E5SQ95T,2024-12-19T20:47:23.701442464Z,01JFGAFFY1YBF373Z4ZFKAB0QA,2024-12-19T20:47:23.701442464Z
01JFGAZK10R74YBP1TK4SV6KHJ,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T20:50:37.728475629Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T20:50:37.728475629Z,01JFGAQBHR0HECY779RTQ2C4C3,2024-12-19T20:50:37.728475629Z,01JFGAXKKZYMRVDFPHM53Z55Z4,2024-12-19T20:50:37.728475629Z
01JFGBKWBV5471EJAV3C2MPGTG,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T21:01:42.651306761Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T21:01:42.651306761Z,01JFG9ZV5JCSCD633QXFWF0TNM,2024-12-19T21:01:42.651306761Z,01JFGA4GRY7MWSJQBWG0Q6X6YN,2024-12-19T21:01:42.651306761Z
01JFGCGF8MCBZPGQBV0ASS3VWT,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:17:19.508352108Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:17:19.508352108Z,01JFGA0RP6XQSZFPDJZDZNZHCM,2024-12-19T21:17:19.508352108Z,01JFGB9AXJWCPVM4PSVC74WHCN,2024-12-19T21:17:19.508352108Z
01JFGD60DFBJ6ESQBB5D8R5FV4,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:29:05.199407056Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:29:05.199407056Z,01JFGA0RP6XQSZFPDJZDZNZHCM,2024-12-19T21:29:05.199407056Z,01JFGB9AW81ZDG9Z4SNW185JA3,2024-12-19T21:29:05.199407056Z
