roundID,gameID,phase,trialNum,repNum,targetNum,numTrials,numTrialsPerBlock,setId,target,targetLabel,tangramURLs,displayLabels,response,correct,selection,director,matcher,selectionMadeAt,clickBlockedAt,block
01M1HYQFP07J6QCFFFTXGQHZAN,01M1HWV3JN33V1Q2D4HRBVP5XY,training,0,0,1,48,12,4,/tangrams/202_86.png,A4,"[""/tangrams/218_86.png"",""/tangrams/188_318.png"",""/tangrams/202_86.png"",""/tangrams/202_181.png""]","[""B4"",""C1"",""A4"",""A2""]",/tangrams/202_86.png,TRUE,/tangrams/202_86.png,01M1HYFAAV5FXPH07FBCM98RQ0,01M1HY7KBEGEP5QDNV7DG3XGY8,1788383764262,1788383736011,1
01M1HXWTVB1S23RKXE03K1MY4F,01M1HWT5H10J1B7ETFSS293CEM,training,24,2,1,48,12,4,/tangrams/188_86.png,C4,"[""/tangrams/188_86.png"",""/tangrams/146_181.png"",""/tangrams/218_318.png"",""/tangrams/202_173.png""]","[""C4"",""D2"",""B1"",""A3""]",/tangrams/188_86.png,TRUE,/tangrams/188_86.png,01M1HXNZBDT500AK3A720AX19C,01M1HXNTHKRE8MAZ1E2BSTP477,1788383656034,NA,3
01M1HY8FVG3M8BQQJT1XX7H5E4,01M1HWT5H4GHTCQDJQ5DVR9SAT,training,30,2,7,48,12,4,/tangrams/218_318.png,B1,"[""/tangrams/202_181.png"",""/tangrams/188_318.png"",""/tangrams/218_86.png"",""/tangrams/218_318.png""]","[""A2"",""C1"",""B4"",""B1""]",/tangrams/218_318.png,TRUE,/tangrams/218_318.png,01M1HXNQWCSWF23KQCTV8Z3JJN,01M1HXNM1C2M4C8S95F7E0F85A,1788384121453,NA,3
01M1HY8FX2GNZJ4NWM8F0777H5,01M1HWT5H4GHTCQDJQ5DVR9SAT,training,25,2,2,48,12,4,/tangrams/202_181.png,A2,"[""/tangrams/218_173.png"",""/tangrams/146_181.png"",""/tangrams/202_181.png"",""/tangrams/202_86.png""]","[""B3"",""D2"",""A2"",""A4""]",/tangrams/202_181.png,TRUE,/tangrams/202_181.png,01M1HXNM1C2M4C8S95F7E0F85A,01M1HXNQWCSWF23KQCTV8Z3JJN,1788384027798,NA,3
01M1HYQFQDTG28PPXJXP1Q66X9,01M1HWV3JN33V1Q2D4HRBVP5XY,training,25,2,2,48,12,4,/tangrams/218_318.png,B1,"[""/tangrams/218_318.png"",""/tangrams/202_181.png"",""/tangrams/146_318.png"",""/tangrams/218_173.png""]","[""B1"",""A2"",""D1"",""B3""]",/tangrams/218_318.png,TRUE,/tangrams/218_318.png,01M1HY7KBEGEP5QDNV7DG3XGY8,01M1HYFAAV5FXPH07FBCM98RQ0,1788384883220,NA,3
01M1HY8FR4MH6J4GY7XMP6RV6G,01M1HWT5H4GHTCQDJQ5DVR9SAT,training,37,3,2,48,12,4,/tangrams/218_173.png,B3,"[""/tangrams/202_173.png"",""/tangrams/218_318.png"",""/tangrams/188_86.png"",""/tangrams/218_173.png""]","[""A3"",""B1"",""C4"",""B3""]",/tangrams/218_173.png,TRUE,/tangrams/218_173.png,01M1HXNM1C2M4C8S95F7E0F85A,01M1HXNQWCSWF23KQCTV8Z3JJN,1788384261962,NA,4
01M1HY402RVTTZXR2YJ7WGV2YM,01M1HWT5H7Y7V7S8W79J2JRMVN,training,19,1,8,48,12,5,/tangrams/391_126.png,F8,"[""/tangrams/391_126.png"",""/tangrams/14_38.png"",""/tangrams/154_127.png"",""/tangrams/231_230.png""]","[""F8"",""B2"",""A1"",""F7""]",NA,NA,NA,NA,NA,NA,NA,2
01M1HY8FQYKS8A0V3YC0TSTGVB,01M1HWT5H4GHTCQDJQ5DVR9SAT,training,47,3,12,48,12,4,/tangrams/202_86.png,A4,"[""/tangrams/146_318.png"",""/tangrams/202_86.png"",""/tangrams/218_86.png"",""/tangrams/202_181.png""]","[""D1"",""A4"",""B4"",""A2""]",/tangrams/202_86.png,TRUE,/tangrams/202_86.png,01M1HXNM1C2M4C8S95F7E0F85A,01M1HXNQWCSWF23KQCTV8Z3JJN,1788384476814,NA,4
01M1HY8FYH506THDJB6G0WYQDQ,01M1HWT5H4GHTCQDJQ5DVR9SAT,training,21,1,10,48,12,4,/tangrams/188_318.png,C1,"[""/tangrams/218_173.png"",""/tangrams/188_86.png"",""/tangrams/188_318.png"",""/tangrams/146_318.png""]","[""B3"",""C4"",""C1"",""D1""]",/tangrams/188_318.png,TRUE,/tangrams/188_318.png,01M1HXNM1C2M4C8S95F7E0F85A,01M1HXNQWCSWF23KQCTV8Z3JJN,1788383951925,NA,2
01M1HY400RZEBZXJBQS5FWX2VV,01M1HWT5H7Y7V7S8W79J2JRMVN,training,3,0,4,48,12,5,/tangrams/386_283.png,F2,"[""/tangrams/321_445.png"",""/tangrams/154_127.png"",""/tangrams/386_283.png"",""/tangrams/231_230.png""]","[""F1"",""A1"",""F2"",""F7""]",NA,FALSE,NA,01M1HXP546ADSZQ251R6TN29A3,01M1HXQ1ZTYTJN1YS8XN4GW548,NA,NA,1
