rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"9433","[object Object]","1","01JH9JJYG10CTCQ3DJ2W6YKS5K","tangrams/269_421.png","180","tangrams/62_458.png,tangrams/370_375.png,tangrams/269_421.png,tangrams/42_121.png","right side chimney pointy bottom, triangle bottom","survey-html-form","9435","0.0-0.0","top_bottom","top_bottom"
"5875","[object Object]","2","01JH9JJYCGVF08W4S4DY96H9AD","tangrams/269_375.png","180","tangrams/370_458.png,tangrams/62_421.png,tangrams/269_375.png,tangrams/42_121.png","pointed bottom slanted chimney","survey-html-form","15312","0.0-1.0","top_bottom","top_bottom"
"3418","[object Object]","3","01JH9JJYECQTT1SKAHFZ79A3MT","tangrams/42_458.png","180","tangrams/42_458.png,tangrams/370_421.png,tangrams/269_121.png,tangrams/62_375.png","plug bottom kicking legs out the top","survey-html-form","18731","0.0-2.0","top_bottom","top_bottom"
"5122","[object Object]","4","01JH9JJYE04NNHEBFX9S130X1V","tangrams/370_121.png","180","tangrams/42_421.png,tangrams/269_458.png,tangrams/370_121.png,tangrams/62_375.png","gremlin head","survey-html-form","23854","0.0-3.0","bottom","bottom"
"5844","[object Object]","5","01JH9JJYE400YT38NZNZZQDSW8","tangrams/370_375.png","180","tangrams/269_458.png,tangrams/370_375.png,tangrams/62_121.png,tangrams/42_421.png","slanted roof pointed bottom","survey-html-form","29701","0.0-4.0","top_bottom","top_bottom"
"3313","[object Object]","6","01JH9JJYENMMZ70FD9216W4ZYX","tangrams/42_421.png","180","tangrams/269_458.png,tangrams/42_421.png,tangrams/370_375.png,tangrams/62_121.png","plug bottom right side chimney","survey-html-form","33016","0.0-5.0","top_bottom","top_bottom"
"2911","[object Object]","7","01JH9JJYF9A7WSM915CWBZ9Q2R","tangrams/62_121.png","180","tangrams/62_121.png,tangrams/269_458.png,tangrams/370_421.png,tangrams/42_375.png","gremlin head kicking legs at the bottom","survey-html-form","35929","0.0-6.0","top_bottom","top_bottom"
"4918","[object Object]","8","01JH9JJYES8ZD9Z9TG9R7FBFNE","tangrams/62_458.png","180","tangrams/42_421.png,tangrams/370_375.png,tangrams/62_458.png,tangrams/269_121.png","kicking legs top and bottom","survey-html-form","40849","0.0-7.0","top_bottom","top_bottom"
"2817","[object Object]","9","01JH9JJYEVMFAJT1XZ5GQ8J0J2","tangrams/269_458.png","180","tangrams/42_421.png,tangrams/62_121.png,tangrams/370_375.png,tangrams/269_458.png","pointed bottom kicking legs","survey-html-form","43667","0.0-8.0","top_bottom","top_bottom"
"2679","[object Object]","10","01JH9JJYFDJWW3KQ51XDH055PV","tangrams/42_375.png","180","tangrams/269_121.png,tangrams/370_421.png,tangrams/42_375.png,tangrams/62_458.png","slanted chimney plug at the bottom","survey-html-form","46348","0.0-9.0","top_bottom","top_bottom"
"2566","[object Object]","11","01JH9JJYE3MZ277ZGQCVGT3YHV","tangrams/62_421.png","180","tangrams/42_121.png,tangrams/370_458.png,tangrams/269_375.png,tangrams/62_421.png","right side chimney kicking legs","survey-html-form","48917","0.0-10.0","top_bottom","top_bottom"
"2395","[object Object]","12","01JH9JJYDZP7VDMY3B7KG51KA6","tangrams/42_121.png","180","tangrams/370_458.png,tangrams/269_375.png,tangrams/62_421.png,tangrams/42_121.png","gremlin head","survey-html-form","51314","0.0-11.0","bottom","bottom"
"3115","[object Object]","13","01JH9JJYFGC1VDFMF8Q2AXEA00","tangrams/269_121.png","180","tangrams/370_421.png,tangrams/62_458.png,tangrams/269_121.png,tangrams/42_375.png","gremlin head triangle bottom","survey-html-form","54429","0.0-12.0","top_bottom","top_bottom"
