rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"2580","[object Object]","20","01JHGHN1HABQ7FH6A9H1TM74F0","tangrams/23_88.png","90","tangrams/23_88.png,tangrams/38_81.png,tangrams/277_137.png,tangrams/450_41.png","flat","survey-html-form","95225","0.0-19.0","top","top"
"4014","[object Object]","21","01JHGHN1FZE7GCHDTAVJK4RMHK","tangrams/277_137.png","90","tangrams/38_41.png,tangrams/277_137.png,tangrams/450_81.png,tangrams/23_88.png","pointed","survey-html-form","99241","0.0-20.0","top","top"
"2899","[object Object]","22","01JHGHN1J80XTCSHFZ5BKAZ7Q7","tangrams/277_41.png","90","tangrams/38_88.png,tangrams/23_137.png,tangrams/450_81.png,tangrams/277_41.png","pointed","survey-html-form","102141","0.0-21.0","top","top"
"2764","[object Object]","23","01JHGHN1F2SNGGFDYPPAF3F3H7","tangrams/450_137.png","90","tangrams/23_88.png,tangrams/277_81.png,tangrams/450_137.png,tangrams/38_41.png","diamond","survey-html-form","104908","0.0-22.0","top","top"
"2265","[object Object]","24","01JHGHN1E1TD0RE7J4E2ZTY9Q2","tangrams/277_81.png","90","tangrams/23_137.png,tangrams/38_41.png,tangrams/450_88.png,tangrams/277_81.png","pointed","survey-html-form","107175","0.0-23.0","top","top"
"1714","[object Object]","25","01JHGHN1HX0M59AGJE6E71ZG6A","tangrams/38_88.png","90","tangrams/23_137.png,tangrams/277_81.png,tangrams/38_88.png,tangrams/450_41.png","e","survey-html-form","108891","0.0-24.0","top","top"
"2032","[object Object]","26","01JHGHN1GQTH1ZA8B1JNJ1XPX4","tangrams/23_41.png","90","tangrams/23_41.png,tangrams/450_137.png,tangrams/277_81.png,tangrams/38_88.png","flat","survey-html-form","110925","0.0-25.0","top","top"
"1714","[object Object]","27","01JHGHN1FJEV7B9MPA6J8FJRS6","tangrams/277_88.png","90","tangrams/277_88.png,tangrams/23_41.png,tangrams/450_137.png,tangrams/38_81.png","pointed","survey-html-form","112640","0.0-26.0","top","top"
"2263","[object Object]","28","01JHGHN1HG3XV250KAQYXR1PAV","tangrams/23_81.png","90","tangrams/450_41.png,tangrams/277_88.png,tangrams/38_137.png,tangrams/23_81.png","flat","survey-html-form","114906","0.0-27.0","top","top"
"1833","[object Object]","29","01JHGHN1J2KAVTQWRQ9D7FDTG9","tangrams/450_41.png","90","tangrams/450_41.png,tangrams/38_81.png,tangrams/277_88.png,tangrams/23_137.png","diamonds","survey-html-form","116741","0.0-28.0","top","top"
"2231","[object Object]","30","01JHGHN1GA8NQNNTS22PDH3F84","tangrams/450_88.png","90","tangrams/23_41.png,tangrams/450_88.png,tangrams/277_81.png,tangrams/38_137.png","diamond","survey-html-form","118974","0.0-29.0","top","top"
"1731","[object Object]","31","01JHGHN1CWA221X3VHJB1FHVJ7","tangrams/38_81.png","90","tangrams/450_137.png,tangrams/277_41.png,tangrams/38_81.png,tangrams/23_88.png","e","survey-html-form","120706","0.0-30.0","top","top"
"1850","[object Object]","32","01JHGHN1HS1C62STGJ5EFT6A5V","tangrams/450_81.png","90","tangrams/23_88.png,tangrams/450_81.png,tangrams/277_137.png,tangrams/38_41.png","diamond","survey-html-form","122557","0.0-31.0","top","top"
"6583","[object Object]","33","01JHXSRCXCSNVVS38NNY9XCAAZ","tangrams/340_235.png","180","tangrams/340_424.png,tangrams/165_424.png,tangrams/165_235.png,tangrams/340_235.png","Chimn top half bottom","survey-html-form","129142","0.0-32.0","top_bottom","top_bottom"
"2963","[object Object]","34","01JHXSRCWTMZTQYXMKX62QZS5W","tangrams/178_424.png","180","tangrams/165_424.png,tangrams/178_235.png,tangrams/178_424.png,tangrams/165_235.png","hole in middle, no chimney top","survey-html-form","132107","0.0-33.0","top_bottom","top_bottom"
"2482","[object Object]","35","01JHXSRCY06JZ13K8ZKM67C1H1","tangrams/307_235.png","180","tangrams/307_42.png,tangrams/165_235.png,tangrams/307_235.png,tangrams/165_42.png","one chimney top, three chimney bottom","survey-html-form","134592","0.0-34.0","top_bottom","top_bottom"
"5280","[object Object]","36","01JHXSRCXNPQM7E2N2BSQ2KKH4","tangrams/165_291.png","180","tangrams/165_291.png,tangrams/340_291.png,tangrams/340_235.png,tangrams/165_235.png","full, triangle top","survey-html-form","139873","0.0-35.0","top_bottom","top_bottom"
"2482","[object Object]","37","01JHXSRCWP5TG37TYS0FJAEE62","tangrams/340_424.png","180","tangrams/178_291.png,tangrams/178_424.png,tangrams/340_291.png,tangrams/340_424.png","Half bottom, No triangle top","survey-html-form","142357","0.0-36.0","top_bottom","top_bottom"
"2447","[object Object]","38","01JHXSRCWYFX50ZJPAJB9DDSXV","tangrams/178_235.png","180","tangrams/307_235.png,tangrams/307_42.png,tangrams/178_235.png,tangrams/178_42.png","hole in middle, one chimney top","survey-html-form","144807","0.0-37.0","top_bottom","top_bottom"
"2231","[object Object]","39","01JHXSRCN4NYFN56V09QB4XYQM","tangrams/340_42.png","180","tangrams/178_42.png,tangrams/178_424.png,tangrams/340_424.png,tangrams/340_42.png","2 chin top half bottom","survey-html-form","147041","0.0-38.0","top_bottom","top_bottom"
"2047","[object Object]","40","01JHXSRCXTN437BX70NSWQQW24","tangrams/307_42.png","180","tangrams/307_235.png,tangrams/307_42.png,tangrams/165_42.png,tangrams/165_235.png","2 top 3chim bottom","survey-html-form","149090","0.0-39.0","top_bottom","top_bottom"
"6796","[object Object]","41","01JHXSRCYAF3YMFQHHH3EHN5Y5","tangrams/178_42.png","180","tangrams/340_42.png,tangrams/178_42.png,tangrams/340_291.png,tangrams/178_291.png","chimney top, hole in middle, shit im dumb read wrong","survey-html-form","155889","0.0-40.0","top_bottom","top_bottom"
"2683","[object Object]","42","01JHXSRCY52H2C7RZXAT1X0C0H","tangrams/165_235.png","180","tangrams/165_235.png,tangrams/165_291.png,tangrams/340_291.png,tangrams/340_235.png","Flat bottom chimney top 1 chimn","survey-html-form","158573","0.0-41.0","top_bottom","top_bottom"
"2048","[object Object]","43","01JHXSRCYFX32RR9HPE718MM2W","tangrams/165_42.png","180","tangrams/307_424.png,tangrams/165_42.png,tangrams/307_42.png,tangrams/165_424.png","2 chin top flat blttom","survey-html-form","160624","0.0-42.0","top_bottom","top_bottom"
"1997","[object Object]","44","01JHXSRCNA0GAAF8DM1A6BH777","tangrams/165_424.png","180","tangrams/165_424.png,tangrams/340_42.png,tangrams/165_42.png,tangrams/340_424.png","full, no chimney","survey-html-form","162623","0.0-43.0","top_bottom","top_bottom"
"2332","[object Object]","45","01JHXSRCX34HM5ADW1H231H21C","tangrams/340_291.png","180","tangrams/340_424.png,tangrams/340_291.png,tangrams/165_424.png,tangrams/165_291.png","Triangle top half bottom","survey-html-form","164957","0.0-44.0","top_bottom","top_bottom"
"1881","[object Object]","46","01JHXSRCYMAWXM51CZJ3EPFR3G","tangrams/307_424.png","180","tangrams/307_424.png,tangrams/307_42.png,tangrams/340_42.png,tangrams/340_424.png","no chimney top, three chimney bottom","survey-html-form","166840","0.0-45.0","top_bottom","top_bottom"
"2164","[object Object]","47","01JHXSRCWD51V1BYJQQ8FM70HN","tangrams/178_291.png","180","tangrams/178_291.png,tangrams/178_42.png,tangrams/165_291.png,tangrams/165_42.png","hole in middle, triangle top","survey-html-form","169007","0.0-46.0","top_bottom","top_bottom"
"1798","[object Object]","48","01JHXSRCXH62V5BX9TT4V4EJ3V","tangrams/307_291.png","180","tangrams/307_291.png,tangrams/307_42.png,tangrams/178_42.png,tangrams/178_291.png","Triangle top 3 chimn bottom","survey-html-form","170807","0.0-47.0","top_bottom","top_bottom"
