rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"10668","[object Object]","1","01JHRSCZEC53E0CPQ25WSSKE4W","tangrams/140_278.png","90","tangrams/162_360.png,tangrams/140_278.png,tangrams/17_417.png,tangrams/463_131.png","light switch","survey-html-form","10671","0.0-0.0","top","top"
"5826","[object Object]","2","01JHRSCZHAEGPXS4J6GSDJSKEA","tangrams/162_131.png","90","tangrams/140_278.png,tangrams/463_360.png,tangrams/17_417.png,tangrams/162_131.png","hat left batman points rop right, top","survey-html-form","16501","0.0-1.0","top_bottom","top_bottom"
"3183","[object Object]","3","01JHRSD09NABFJ26DN9KQXA40H","tangrams/17_278.png","90","tangrams/140_131.png,tangrams/463_360.png,tangrams/17_278.png,tangrams/162_417.png","C right","survey-html-form","19685","0.0-2.0","top","top"
"10532","[object Object]","4","01JHRSD0PG6GGGV68TPMCC0DWM","tangrams/162_360.png","90","tangrams/17_278.png,tangrams/162_360.png,tangrams/463_417.png,tangrams/140_131.png","oblong box pointy ends, right hook","survey-html-form","30219","0.0-3.0","top_bottom","top_bottom"
"3313","[object Object]","5","01JHRSCZT7A42FAZYXHYB5C8CB","tangrams/162_417.png","90","tangrams/140_278.png,tangrams/463_360.png,tangrams/17_131.png,tangrams/162_417.png","diamond left","survey-html-form","33535","0.0-4.0","bottom","bottom"
"4748","[object Object]","6","01JHRSCZM6CRT2MRYZACMJARFD","tangrams/463_278.png","90","tangrams/140_360.png,tangrams/162_131.png,tangrams/463_278.png,tangrams/17_417.png","z bottom","survey-html-form","38285","0.0-5.0","top","top"
"11547","[object Object]","7","01JHRSD003C7ZQ3JRPX00MRS7E","tangrams/140_360.png","90","tangrams/140_360.png,tangrams/17_417.png,tangrams/463_131.png,tangrams/162_278.png","hands in air hook bottom","survey-html-form","49834","0.0-6.0","top_bottom","top_bottom"
"2582","[object Object]","8","01JHRSD0SNR0MGDCT3GEWK45A4","tangrams/17_360.png","90","tangrams/162_131.png,tangrams/140_417.png,tangrams/17_360.png,tangrams/463_278.png","C right","survey-html-form","52418","0.0-7.0","top","top"
"2264","[object Object]","9","01JHRSCZQ5ZCWQ1PJR996ZZ2ZM","tangrams/140_131.png","90","tangrams/463_417.png,tangrams/17_360.png,tangrams/140_131.png,tangrams/162_278.png","light switch","survey-html-form","54685","0.0-8.0","top","top"
"2028","[object Object]","10","01JHRSD0CXZMCTFCE9JTBGY3JH","tangrams/463_417.png","90","tangrams/162_360.png,tangrams/17_131.png,tangrams/140_278.png,tangrams/463_417.png","z bottom","survey-html-form","56717","0.0-9.0","top","top"
