roundID,gameID,trialNum,block,selectionMadeAt,correct,stage_started,stage_ended,playerID,renderedAt
01M14TP6PPWS9GYF26K68PA1FA,01M14SGHT1R1T89RW3KEBWKX4S,23,2,1787943931402,FALSE,2026-08-28T19:04:49Z,2026-08-28T19:05:32Z,01M14T36DFG88TQ0ZWSNKRAPJ2,1787943889306
01M14TP6PPWS9GYF26K68PA1FA,01M14SGHT1R1T89RW3KEBWKX4S,23,2,1787943931402,FALSE,2026-08-28T19:04:49Z,2026-08-28T19:05:32Z,01M14TDEA04KFX2ZPQMKS3Y9DB,1787943888243
01M14TP6VAMKQGEQ7V5234YNVH,01M14SGHT1R1T89RW3KEBWKX4S,33,3,1787944410944,FALSE,2026-08-28T19:12:33Z,2026-08-28T19:13:31Z,01M14T36DFG88TQ0ZWSNKRAPJ2,1787944353487
01M14TP6VAMKQGEQ7V5234YNVH,01M14SGHT1R1T89RW3KEBWKX4S,33,3,1787944410944,FALSE,2026-08-28T19:12:33Z,2026-08-28T19:13:31Z,01M14TDEA04KFX2ZPQMKS3Y9DB,1787944352419
01M14TWRRCTJ8VRTBNE0HG0GA5,01M14SGHSZFM9JBEJ22KKAENMP,37,4,1787945262604,TRUE,2026-08-28T19:27:11Z,2026-08-28T19:27:42Z,01M14TNNG989SSWD0DKW0RVGNH,1787945231949
01M14TWRRCTJ8VRTBNE0HG0GA5,01M14SGHSZFM9JBEJ22KKAENMP,37,4,1787945262604,TRUE,2026-08-28T19:27:11Z,2026-08-28T19:27:42Z,01M14TB49R9EXHJJTJ0T86KJ84,1787945231573
01M14TWRRZSCSYZR8Q46EYQJ0A,01M14SGHSZFM9JBEJ22KKAENMP,47,4,1787945532505,TRUE,2026-08-28T19:31:56Z,2026-08-28T19:32:12Z,01M14TNNG989SSWD0DKW0RVGNH,1787945516824
01M14TWRRZSCSYZR8Q46EYQJ0A,01M14SGHSZFM9JBEJ22KKAENMP,47,4,1787945532505,TRUE,2026-08-28T19:31:56Z,2026-08-28T19:32:12Z,01M14TB49R9EXHJJTJ0T86KJ84,1787945516528
01M14TP6PG2GDJ8JPVFV386YEG,01M14SGHT1R1T89RW3KEBWKX4S,27,3,1787944114567,TRUE,2026-08-28T19:07:57Z,2026-08-28T19:08:35Z,01M14T36DFG88TQ0ZWSNKRAPJ2,1787944077527
01M14TP6PG2GDJ8JPVFV386YEG,01M14SGHT1R1T89RW3KEBWKX4S,27,3,1787944114567,TRUE,2026-08-28T19:07:57Z,2026-08-28T19:08:35Z,01M14TDEA04KFX2ZPQMKS3Y9DB,1787944076465
01M14TSZ2099Z863EXQ5CZKME3,01M14SGHT011RS3K43GJ2H3XM3,11,1,1787943776416,TRUE,2026-08-28T19:02:40Z,2026-08-28T19:02:56Z,01M14TNZR32DDYDVE7ADVHXW77,1787943760362
01M14TSZ2099Z863EXQ5CZKME3,01M14SGHT011RS3K43GJ2H3XM3,11,1,1787943776416,TRUE,2026-08-28T19:02:40Z,2026-08-28T19:02:56Z,01M14TK5TJHPMJ8EVNSFSWK56R,1787943759997
01M14TSZ6Q9XTRBZ7ATNKEVTPE,01M14SGHT011RS3K43GJ2H3XM3,32,3,1787944160398,TRUE,2026-08-28T19:09:10Z,2026-08-28T19:09:20Z,01M14TK5TJHPMJ8EVNSFSWK56R,1787944150591
01M14TSZ6Q9XTRBZ7ATNKEVTPE,01M14SGHT011RS3K43GJ2H3XM3,32,3,1787944160398,TRUE,2026-08-28T19:09:10Z,2026-08-28T19:09:20Z,01M14TNZR32DDYDVE7ADVHXW77,1787944150923
