gameID,batchID,contextStructure,contextSize,status,setId,setIndex,setReplicate,setSlotInReplicate,compSetId,rotation,numPretestItems,numPosttestItems,describeSecondsPerItem,stimulusSchemaVersion,trainingLabels,endedInactive,trainingRoundsCompleted,trainingRoundsExpected,endedReason
01M14SH63NQSVYSNTG6ZT6Y2JK,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8M4YD3271PWAXK4V1Z7,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SJNRQSEPQK0M7NEVA6034,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGHSVEXT2F3K0T37KCNAS,01M14SGHRYTG3YT5D9DHENESS0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8B9TP9NR9VCM3HPFA18,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8BCVADDVQAEP6TY278Q,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGHT011RS3K43GJ2H3XM3,01M14SGHRYTG3YT5D9DHENESS0,comp-between,4,ended,2,0,0,0,2,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M14SJNRR56XEM55N5WQTPFZB,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGSB4GDE2NB6Q5NP6DPH6,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH63VJC4SHYHJR73FQEJF,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH63W09RF2JMQFCTPXR5D,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8BAWN8YSZ91FZQX36AE,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8MBM7P0C2W28H3S9YTH,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGHSZFM9JBEJ22KKAENMP,01M14SGHRYTG3YT5D9DHENESS0,comp-within,4,ended,2,0,0,0,2,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M14SGHT011RS3K43G45Y26KM,01M14SGHRYTG3YT5D9DHENESS0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGSB2Z1FHGDV8JN97ZS4W,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SJNRR56XEM55N6ABGD2XV,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH63X5FP4AY0V7275D7DN,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8BAWN8YSZ91FEVM0ZQ2,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8MBM7P0C2W28713B8H3,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGHT1R1T89RW3KEBWKX4S,01M14SGHRYTG3YT5D9DHENESS0,noncomp,4,ended,2,0,0,0,2,180,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
