id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,serverStartedAt,serverStartedAtLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01M0VCJ2VMRV0M3S4PDQ9AJM2G,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.468933606Z,30,2026-08-25T02:39:00.468933606Z,true,2026-08-25T02:41:35.562530281Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.468933606Z,0,2026-08-25T02:39:00.468933606Z,true,2026-08-25T02:41:05.548974754Z,selection,2026-08-25T02:39:00.468933606Z,01M0VCJ2QD2PZPT37ESE95MG4R,2026-08-25T02:39:00.468933606Z,1787625665552,2026-08-25T02:41:05.553853221Z,true,2026-08-25T02:41:05.536677081Z,true,2026-08-25T02:41:05.557700087Z,01M0VCJ2VCD32MPWN6A2DDFK0X,2026-08-25T02:39:00.468933606Z
01M0VCJ2YRDHHZ6ABT0CJVWFAS,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.568293292Z,1,2026-08-25T02:39:00.568293292Z,false,2026-08-25T02:39:00.568293292Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.568293292Z,1,2026-08-25T02:39:00.568293292Z,,,feedback,2026-08-25T02:39:00.568293292Z,01M0VCJ2Q36MXMG9RABWVZMFX1,2026-08-25T02:39:00.568293292Z,,,false,2026-08-25T02:39:00.568293292Z,,,01M0VCJ2YG6PKY4AA75W8S1GHZ,2026-08-25T02:39:00.568293292Z
01M0VCJ2T7CTNGYQE57YRMJ3BY,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.423743062Z,1,2026-08-25T02:39:00.423743062Z,true,2026-08-25T02:40:32.896466255Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.423743062Z,1,2026-08-25T02:39:00.423743062Z,true,2026-08-25T02:40:31.87745165Z,feedback,2026-08-25T02:39:00.423743062Z,01M0VCJ2PAN9KQDZ9A6S6HTZDK,2026-08-25T02:39:00.423743062Z,1787625631884,2026-08-25T02:40:31.888763713Z,true,2026-08-25T02:40:31.866435462Z,true,2026-08-25T02:40:31.898034523Z,01M0VCJ2T2MGN30FEQFVDGBBAE,2026-08-25T02:39:00.423743062Z
01M0VCJ2V4CYF8FV326P9TX6R8,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.45239303Z,30,2026-08-25T02:39:00.45239303Z,true,2026-08-25T02:41:04.442800648Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.45239303Z,0,2026-08-25T02:39:00.45239303Z,true,2026-08-25T02:40:50.434834689Z,selection,2026-08-25T02:39:00.45239303Z,01M0VCJ2QFT0P7C2N2A35WA31P,2026-08-25T02:39:00.45239303Z,1787625650436,2026-08-25T02:40:50.438108444Z,true,2026-08-25T02:40:50.420722649Z,true,2026-08-25T02:40:50.444620988Z,01M0VCJ2TY45AZBWHXTV6ERJRT,2026-08-25T02:39:00.45239303Z
01M0VCJ2WJA83K88PYJ33N6QJE,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.498416616Z,30,2026-08-25T02:39:00.498416616Z,true,2026-08-25T02:42:37.835826983Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.498416616Z,0,2026-08-25T02:39:00.498416616Z,true,2026-08-25T02:42:07.814632358Z,selection,2026-08-25T02:39:00.498416616Z,01M0VCJ2Q7D84NY74SV9H15KVG,2026-08-25T02:39:00.498416616Z,1787625727819,2026-08-25T02:42:07.821169454Z,true,2026-08-25T02:42:07.79790263Z,true,2026-08-25T02:42:07.827696763Z,01M0VCJ2WDMM3Z1BA98014Y03G,2026-08-25T02:39:00.498416616Z
01M0VCJ2V4CYF8FV327CTJV4AT,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.452821662Z,1,2026-08-25T02:39:00.452821662Z,true,2026-08-25T02:41:05.47638869Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.452821662Z,1,2026-08-25T02:39:00.452821662Z,true,2026-08-25T02:41:04.465086456Z,feedback,2026-08-25T02:39:00.452821662Z,01M0VCJ2QFT0P7C2N2A35WA31P,2026-08-25T02:39:00.452821662Z,1787625664468,2026-08-25T02:41:04.469711694Z,true,2026-08-25T02:41:04.450512524Z,true,2026-08-25T02:41:04.478237417Z,01M0VCJ2V0GYJ6RYXCEV0MBVM4,2026-08-25T02:39:00.452821662Z
01M0VCJ2W3P0NGESM5BBRKQ6B3,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.483072996Z,1,2026-08-25T02:39:00.483072996Z,true,2026-08-25T02:42:07.744049547Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.483072996Z,1,2026-08-25T02:39:00.483072996Z,true,2026-08-25T02:42:06.726798987Z,feedback,2026-08-25T02:39:00.483072996Z,01M0VCJ2Q9PWW3HDGC9VTH3EC6,2026-08-25T02:39:00.483072996Z,1787625726730,2026-08-25T02:42:06.732800747Z,true,2026-08-25T02:42:06.71245063Z,true,2026-08-25T02:42:06.742781874Z,01M0VCJ2VZREVXGAHYGDTN5GGT,2026-08-25T02:39:00.483072996Z
01M0VCJ2XMSBP3PR4Y9KFP7V9M,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.532284127Z,1,2026-08-25T02:39:00.532284127Z,true,2026-08-25T02:43:41.15965135Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.532284127Z,1,2026-08-25T02:39:00.532284127Z,true,2026-08-25T02:43:40.140801999Z,feedback,2026-08-25T02:39:00.532284127Z,01M0VCJ2Q5QCJQ2AE7R71RDW9N,2026-08-25T02:39:00.532284127Z,1787625820142,2026-08-25T02:43:40.144882904Z,true,2026-08-25T02:43:40.117203673Z,true,2026-08-25T02:43:40.155384856Z,01M0VCJ2XHCKH3FHEC7SEP1YBN,2026-08-25T02:39:00.532284127Z
01M0VCJ2T7CTNGYQE576MWBF61,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.423384936Z,30,2026-08-25T02:39:00.423384936Z,true,2026-08-25T02:40:31.856463085Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.423384936Z,0,2026-08-25T02:39:00.423384936Z,true,2026-08-25T02:40:01.835066456Z,selection,2026-08-25T02:39:00.423384936Z,01M0VCJ2PAN9KQDZ9A6S6HTZDK,2026-08-25T02:39:00.423384936Z,1787625601838,2026-08-25T02:40:01.840198935Z,true,2026-08-25T02:40:01.795551284Z,true,2026-08-25T02:40:01.853194248Z,01M0VCJ2SZS8S18VE8X3F7NZRH,2026-08-25T02:39:00.423384936Z
01M0VCJ2W2MK6MNZ5Q6VMRF0JV,01M0VCG4Y0J8Y1GSZHGVHG3219,2026-08-25T02:39:00.482589017Z,30,2026-08-25T02:39:00.482589017Z,true,2026-08-25T02:42:06.693515088Z,01M0VCG4YJ3SSHK6866WMH2XYH,2026-08-25T02:39:00.482589017Z,0,2026-08-25T02:39:00.482589017Z,true,2026-08-25T02:41:36.678470407Z,selection,2026-08-25T02:39:00.482589017Z,01M0VCJ2Q9PWW3HDGC9VTH3EC6,2026-08-25T02:39:00.482589017Z,1787625696680,2026-08-25T02:41:36.68250208Z,true,2026-08-25T02:41:36.656934512Z,true,2026-08-25T02:41:36.687673431Z,01M0VCJ2VWTGTFKR27MQC50VY5,2026-08-25T02:39:00.482589017Z
