id,exp2SetTally,exp2SetTallyLastChangedAt,experimentOpen,experimentOpenLastChangedAt
01M0VCFTM2FK9HE21MR2SJEJ3Y,"{""comp-within"":{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0}}",2026-08-25T02:43:41.200693982Z,false,2026-08-25T02:39:00.194555322Z
