id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JFGBHPKXT0YC09JV9DW19082,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T21:00:31.229809249Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T21:00:31.229809249Z,01JFGA15QX4KN1PS5F13JKQ9JZ,2024-12-19T21:00:31.229809249Z,01JFGA8FH61DNX75Q48S1MKS2C,2024-12-19T21:00:31.229809249Z,01JFGA8GHZXHXFQD0X3RK1VXMV,2024-12-19T21:00:31.229809249Z,true,2024-12-19T21:01:17.525505619Z
01JFGBS6EVY12AX97WKN5PTB2X,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T21:04:36.827728914Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T21:04:36.827728914Z,01JFGA0NWRWKSJ3RKMWVYF5FSB,2024-12-19T21:04:36.827728914Z,01JFGA4GSYR7V4XJ256G2E7TYY,2024-12-19T21:04:36.827728914Z,01JFGA4HKDTY1P0MCZGMZS9N8N,2024-12-19T21:04:36.827728914Z,true,2024-12-19T21:04:59.502617914Z
01JFGBXF76A5QQ92KMZB94PWGQ,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T21:06:56.870951916Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T21:06:56.870951916Z,01JFGASY33Y3P6D9J4GPN0M6Q0,2024-12-19T21:06:56.870951916Z,01JFGAXKRKBMW3ZK6H57AZ440N,2024-12-19T21:06:56.870951916Z,01JFGAXN8YPJ8RYKJ85W4QFEK4,2024-12-19T21:06:56.870951916Z,true,2024-12-19T21:07:04.581398977Z
01JFGBY6JATB6H8XECK5XV7PE4,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T21:07:20.778731231Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T21:07:20.778731231Z,01JFGAQBHR0HECY779RTQ2C4C3,2024-12-19T21:07:20.778731231Z,01JFGAXKSB083GF0HWTMZENR0Y,2024-12-19T21:07:20.778731231Z,01JFGAXNBJGYF9FX81Y9N4BPZY,2024-12-19T21:07:20.778731231Z,true,2024-12-19T21:07:31.550478845Z
01JFGBDZFZZ4YSE1NZ710E5CAK,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:58:29.247832289Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:58:29.247832289Z,01JFGA5MVC6GPBAZSHJQHEDZ3W,2024-12-19T20:58:29.247832289Z,01JFGAFG3D4WHR3697D2RW9KNV,2024-12-19T20:58:29.247832289Z,01JFGAFHKCFFMQVK8SKP7V43KB,2024-12-19T20:58:29.247832289Z,true,2024-12-19T20:58:42.921855218Z
01JFGBM03W2HWW5N25JCVMTWQD,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T21:01:46.492143124Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T21:01:46.492143124Z,01JFG9Y2GE3VEMM3XYBMT1D85D,2024-12-19T21:01:46.492143124Z,01JFGA8FE90RBZY2MRC0GFS2DB,2024-12-19T21:01:46.492143124Z,01JFGA8GMGZM5QYH79KP21QCP5,2024-12-19T21:01:46.492143124Z,,
01JFGAK18XWANCYX0GGHA0GQE4,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:43:46.333795643Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:43:46.333795643Z,01JFG9JKCBFHFPAFFP1RJW3H2X,2024-12-19T20:43:46.333795643Z,01JFG9M8GHV25S7R4SHHN5KK7B,2024-12-19T20:43:46.333795643Z,01JFG9M99DT1KDFEMME8VZ1CDD,2024-12-19T20:43:46.333795643Z,true,2024-12-19T20:44:05.02733521Z
01JFGCRSYWVEHN7VZJ0JC7ZNTM,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:21:52.604715229Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:21:52.604715229Z,01JFGB2B59CTSJXJMRCQWE3459,2024-12-19T21:21:52.604715229Z,01JFGB9ATG23W9W9930QWDPRGQ,2024-12-19T21:21:52.604715229Z,01JFGB9DDZZQEFGW2JDT8WFYJJ,2024-12-19T21:21:52.604715229Z,,
01JFGAR44W2ER93MHXDH0EWJZ7,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:46:33.119976007Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:46:33.119976007Z,01JFGA5MVC6GPBAZSHJQHEDZ3W,2024-12-19T20:46:33.119976007Z,01JFGAFFXRYK968KDJDB8FHBAS,2024-12-19T20:46:33.119976007Z,01JFGAFGJ7F8NFWRKJ5GKHX2GK,2024-12-19T20:46:33.119976007Z,,
01JFGATGKCST55FWZGXXA77D4H,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:47:51.404965793Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:47:51.404965793Z,01JFGAC3DMMYRBG1A56E5SQ95T,2024-12-19T20:47:51.404965793Z,01JFGAFFY6TSXDWGN14ZWP50MV,2024-12-19T20:47:51.404965793Z,01JFGAFGN0YCXYN28WX0QY6H1R,2024-12-19T20:47:51.404965793Z,true,2024-12-19T20:48:00.878446613Z
01JFGAVGYBYT4PRE2CRDCK7RSN,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T20:48:24.523393039Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T20:48:24.523393039Z,01JFG9Y2GE3VEMM3XYBMT1D85D,2024-12-19T20:48:24.523393039Z,01JFGA8FDZWJH263QBAP67PCS9,2024-12-19T20:48:24.523393039Z,01JFGA8FYDF78BKZEHZ7XXWA5B,2024-12-19T20:48:24.523393039Z,true,2024-12-19T20:49:21.76705792Z
01JFGAMSQGJM1FH0N8TCG6NN7J,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:44:44.144788011Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:44:44.144788011Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:44:44.144788011Z,01JFG9M8GMXDZ38DDTX6DTKYBC,2024-12-19T20:44:44.144788011Z,01JFG9M9AF4PK6EQDWQHTXXYDD,2024-12-19T20:44:44.144788011Z,,
01JFGCSHRSNQSKB7G9ZVWBS8X1,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:22:16.985040923Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:22:16.985040923Z,01JFGA0RP6XQSZFPDJZDZNZHCM,2024-12-19T21:22:16.985040923Z,01JFGB9ARWMHA63K5SEWE08A85,2024-12-19T21:22:16.985040923Z,01JFGB9DFK9ZRJRCN1S6FNMKY9,2024-12-19T21:22:16.985040923Z,,
01JFGCN42H9X61GSBTPZK6NK5R,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:19:51.889485801Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:19:51.889485801Z,01JFGB2B59CTSJXJMRCQWE3459,2024-12-19T21:19:51.889485801Z,01JFGB9ANZ4XWA24S7ASP3Z91J,2024-12-19T21:19:51.889485801Z,01JFGB9D7SSK5V6X9DBC5GT2V3,2024-12-19T21:19:51.889485801Z,,
01JFGCADX2K6HV22NCX1FAYEP4,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T21:14:01.506728578Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T21:14:01.506728578Z,01JFGB2B59CTSJXJMRCQWE3459,2024-12-19T21:14:01.506728578Z,01JFGB9AK5BK114P57Z4PSWZKS,2024-12-19T21:14:01.506728578Z,01JFGB9CH2XGJRT3DA22CSAEHV,2024-12-19T21:14:01.506728578Z,,
01JFGAMJZBEJHA4FB3H0RQHWAH,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:44:37.2275987Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:44:37.2275987Z,01JFG9JKCBFHFPAFFP1RJW3H2X,2024-12-19T20:44:37.2275987Z,01JFG9M8GMXDZ38DDTX6DTKYBC,2024-12-19T20:44:37.2275987Z,01JFG9M9AE7SPPD0A4X763JBAJ,2024-12-19T20:44:37.2275987Z,true,2024-12-19T20:44:44.067025882Z
