id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01JFGA4GNRAYS5MB50RGG8WZND,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T20:35:50.584474632Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T20:35:50.584474632Z,01JFG9ZV5JCSCD633QXFWF0TNM,2024-12-19T20:35:50.584474632Z
01JFGB9A7FA7FVVWG0J9B40060,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T20:55:56.399620121Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T20:55:56.399620121Z,01JFGA0RP6XQSZFPDJZDZNZHCM,2024-12-19T20:55:56.399620121Z
01JFGA6D5QH91SVTZQ33BB4DEH,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:36:52.535405021Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:36:52.535405021Z,01JFGA15AQNS2PES3EQRRP5408,2024-12-19T20:36:52.535405021Z
01JFGA6D5S45D11YBFRQX0N2RT,01JFG8ZHTASWYYHKW5R8B6JS82,2024-12-19T20:36:52.537493411Z,01JFG8ZHV16RJMZXAMJCSCC8YH,2024-12-19T20:36:52.537493411Z,01JFGA1PKNX0GFZEKMCQM4H943,2024-12-19T20:36:52.537493411Z
01JFGA8F84DWV033B3FSR4WQYY,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T20:38:00.19649701Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T20:38:00.19649701Z,01JFG9Y2GE3VEMM3XYBMT1D85D,2024-12-19T20:38:00.19649701Z
01JFGA8F88NZV6997PMSR6MDMM,01JFG9ZJ8XKYY7A2PH26Y8HW5Q,2024-12-19T20:38:00.200390337Z,01JFG9ZJ9GEX6MPZ0HAKGHGQ29,2024-12-19T20:38:00.200390337Z,01JFGA15QX4KN1PS5F13JKQ9JZ,2024-12-19T20:38:00.200390337Z
01JFGAXKFHD02J2V1369QESKM0,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T20:49:32.657185721Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T20:49:32.657185721Z,01JFGAQBHR0HECY779RTQ2C4C3,2024-12-19T20:49:32.657185721Z
01JFGAXKFQMA4RM4H28BGZXQR4,01JFG8Z9B8TE7ZVBBENQDAJDQK,2024-12-19T20:49:32.663882933Z,01JFG8Z9BQREF412YKSXPEAKSA,2024-12-19T20:49:32.663882933Z,01JFGASY33Y3P6D9J4GPN0M6Q0,2024-12-19T20:49:32.663882933Z
01JFG9M8B5Q8Y6E352X6TC5M4X,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:26:57.765536405Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:26:57.765536405Z,01JFG9JKCBFHFPAFFP1RJW3H2X,2024-12-19T20:26:57.765536405Z
01JFGA4GNSBN41JF6MTR774VBZ,01JFG8YYEMC3P14CH23MXYXJ1N,2024-12-19T20:35:50.585691594Z,01JFG8YYF8H0QD8W9TRHSGW7CC,2024-12-19T20:35:50.585691594Z,01JFGA0NWRWKSJ3RKMWVYF5FSB,2024-12-19T20:35:50.585691594Z
01JFGAFFQAQWT60BS26K70YZM1,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:41:50.058989443Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:41:50.058989443Z,01JFGAC3DMMYRBG1A56E5SQ95T,2024-12-19T20:41:50.058989443Z
01JFG9M8B5Q8Y6E352X1R3JEZ4,01JFG8YPEF275M0SF9PNSPV272,2024-12-19T20:26:57.765305259Z,01JFG8YPFB4QWAE1J5AKFP27SX,2024-12-19T20:26:57.765305259Z,01JFG9DEE4WBNK3M0D0JDNFZ74,2024-12-19T20:26:57.765305259Z
01JFGAFFQ7SQN778DJAHW692ZB,01JFG8Z7DX9XXJDKG3QSY7GHWR,2024-12-19T20:41:50.055102319Z,01JFG8Z7EFJZW02VJSC7JSSAXB,2024-12-19T20:41:50.055102319Z,01JFGA5MVC6GPBAZSHJQHEDZ3W,2024-12-19T20:41:50.055102319Z
01JFGB9A7Z07VC2CSYEH7NJ3ZJ,01JFGA58CRKR49V2KH4XS2WDYB,2024-12-19T20:55:56.415063287Z,01JFGA58DFG208NE3ZXZFARAF8,2024-12-19T20:55:56.415063287Z,01JFGB2B59CTSJXJMRCQWE3459,2024-12-19T20:55:56.415063287Z
