id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01J1G2JCR4REJ9MT32V364WVFV,01J1G1WHSGH86TY9ERYRE7DDTW,2024-06-28T18:43:51.172976274Z,3,2024-06-28T18:43:51.172976274Z,true,2024-06-28T19:11:07.626821108Z,,,01J1G1WHT9T93BKEMYX1GA4C93,2024-06-28T18:43:51.172976274Z,1,2024-06-28T18:43:51.172976274Z,true,2024-06-28T19:11:04.580791129Z,feedback,2024-06-28T18:43:51.172976274Z,01J1G2JBT056DNT2FTGBGS3WVE,2024-06-28T18:43:51.172976274Z,true,2024-06-28T19:11:04.523186876Z,true,2024-06-28T19:11:04.620246769Z,,,01J1G2JCR1DJ526EZBHC6N54YJ,2024-06-28T18:43:51.172976274Z
01J1G2YYCN6T2JH78R1NPBAM2R,01J1G2BFN0V4NRGA0RRRMWK4VC,2024-06-28T18:50:42.453747332Z,3,2024-06-28T18:50:42.453747332Z,true,2024-06-28T19:04:47.622915666Z,,,01J1G2BFP2D4J7V9H0V3XJEAHQ,2024-06-28T18:50:42.453747332Z,1,2024-06-28T18:50:42.453747332Z,true,2024-06-28T19:04:44.589056261Z,feedback,2024-06-28T18:50:42.453747332Z,01J1G2YX6V3GC93X3E7N41ZMJ4,2024-06-28T18:50:42.453747332Z,true,2024-06-28T19:04:44.546294075Z,true,2024-06-28T19:04:44.620635273Z,,,01J1G2YYCFWWRJV0XHSVW2AXJN,2024-06-28T18:50:42.453747332Z
01J1G3CNG5H6WZ9GZM3R4D6K5A,01J1G2BFN0V4NRGA0RRRMWK4VC,2024-06-28T18:58:12.101999653Z,3,2024-06-28T18:58:12.101999653Z,true,2024-06-28T19:05:51.738411277Z,,,01J1G2BFNZX85J152SRG2XMJ7M,2024-06-28T18:58:12.101999653Z,1,2024-06-28T18:58:12.101999653Z,true,2024-06-28T19:05:48.691334339Z,feedback,2024-06-28T18:58:12.101999653Z,01J1G3CN10Z0E0Q55578VPV10J,2024-06-28T18:58:12.101999653Z,true,2024-06-28T19:05:48.628296307Z,true,2024-06-28T19:05:48.732252156Z,,,01J1G3CNFXBQZ4AJNAJ097J096,2024-06-28T18:58:12.101999653Z
01J1G3EEC41N7HQABSCTXDSV25,01J1G2YKKY64N5QWXBZ4KNKWBC,2024-06-28T18:59:10.340931433Z,3,2024-06-28T18:59:10.340931433Z,true,2024-06-28T19:02:33.672214141Z,,,01J1G2YKN01DFX61RSJD6JCCFB,2024-06-28T18:59:10.340931433Z,1,2024-06-28T18:59:10.340931433Z,true,2024-06-28T19:02:30.635207224Z,feedback,2024-06-28T18:59:10.340931433Z,01J1G3EDSV55MP7J414T5G7CF7,2024-06-28T18:59:10.340931433Z,true,2024-06-28T19:02:30.591813201Z,true,2024-06-28T19:02:30.66546647Z,,,01J1G3EEBS7KKT5328C4940H00,2024-06-28T18:59:10.340931433Z
01J1G3EFZTSR6QDK4186YZK9E9,01J1G2YKKY64N5QWXBZ4KNKWBC,2024-06-28T18:59:11.994512082Z,60,2024-06-28T18:59:11.994512082Z,true,2024-06-28T19:23:11.850608676Z,,,01J1G2YKN01DFX61RSJD6JCCFB,2024-06-28T18:59:11.994512082Z,0,2024-06-28T18:59:11.994512082Z,true,2024-06-28T19:22:39.345700461Z,selection,2024-06-28T18:59:11.994512082Z,01J1G3EE4R1XANK372DR78J1W1,2024-06-28T18:59:11.994512082Z,true,2024-06-28T19:22:39.269189921Z,true,2024-06-28T19:22:39.398833173Z,,,01J1G3EFZKFARJSY13EFJB49AZ,2024-06-28T18:59:11.994512082Z
01J1G2JCCC8VF30RX5DQA8FT1Y,01J1G1WHSGH86TY9ERYRE7DDTW,2024-06-28T18:43:50.796418787Z,3,2024-06-28T18:43:50.796418787Z,true,2024-06-28T19:01:56.583603941Z,,,01J1G1WHT9T93BKEMYX1GA4C93,2024-06-28T18:43:50.796418787Z,1,2024-06-28T18:43:50.796418787Z,true,2024-06-28T19:01:53.542169347Z,feedback,2024-06-28T18:43:50.796418787Z,01J1G2JBS85476NGFA2R7SZFVF,2024-06-28T18:43:50.796418787Z,true,2024-06-28T19:01:53.489785974Z,true,2024-06-28T19:01:53.578541835Z,,,01J1G2JCC7PN7QWPNZJ5QSPZPE,2024-06-28T18:43:50.796418787Z
01J1G2KC54KHFEYBPHNXNVTC0M,01J1G2BFN0V4NRGA0RRRMWK4VC,2024-06-28T18:44:23.332780971Z,3,2024-06-28T18:44:23.332780971Z,true,2024-06-28T18:56:21.489841942Z,,,01J1G2BFP1PWCGVSRMBF7V50Z5,2024-06-28T18:44:23.332780971Z,1,2024-06-28T18:44:23.332780971Z,true,2024-06-28T18:56:18.456246743Z,feedback,2024-06-28T18:44:23.332780971Z,01J1G2KBP0SDWDP62TWBC6MK89,2024-06-28T18:44:23.332780971Z,true,2024-06-28T18:56:18.428858449Z,true,2024-06-28T18:56:18.480302789Z,,,01J1G2KC51JKRRKPT7GV7AGWFC,2024-06-28T18:44:23.332780971Z
01J1G2KCK78PJVWT429H8STMEY,01J1G2BFN0V4NRGA0RRRMWK4VC,2024-06-28T18:44:23.783226191Z,3,2024-06-28T18:44:23.783226191Z,true,2024-06-28T19:06:36.475412563Z,,,01J1G2BFP1PWCGVSRMBF7V50Z5,2024-06-28T18:44:23.783226191Z,1,2024-06-28T18:44:23.783226191Z,true,2024-06-28T19:06:33.442158785Z,feedback,2024-06-28T18:44:23.783226191Z,01J1G2KBNC4TD7FTA63ZQ4GW83,2024-06-28T18:44:23.783226191Z,true,2024-06-28T19:06:33.39711585Z,true,2024-06-28T19:06:33.470616667Z,,,01J1G2KCK0F83ZGZS0ECVAQJV2,2024-06-28T18:44:23.783226191Z
01J1G2W2JHTKFF8XM0WVK43C33,01J1G1WHSGH86TY9ERYRE7DDTW,2024-06-28T18:49:08.43320913Z,60,2024-06-28T18:49:08.43320913Z,true,2024-06-28T18:53:54.303569009Z,,,01J1G1WHTAFKTGHBG3KKSCJSTE,2024-06-28T18:49:08.43320913Z,0,2024-06-28T18:49:08.43320913Z,true,2024-06-28T18:53:37.606499043Z,selection,2024-06-28T18:49:08.43320913Z,01J1G2W29XS1D5B0MQVXMZ7XYN,2024-06-28T18:49:08.43320913Z,true,2024-06-28T18:53:37.558359378Z,true,2024-06-28T18:53:37.625900581Z,,,01J1G2W2JA2YF8RFQ9478DMTDB,2024-06-28T18:49:08.43320913Z
01J1G2KCXF65VD7W54PMEQXZ5Z,01J1G2BFN0V4NRGA0RRRMWK4VC,2024-06-28T18:44:24.111253952Z,60,2024-06-28T18:44:24.111253952Z,true,2024-06-28T19:13:04.43962161Z,,,01J1G2BFP1PWCGVSRMBF7V50Z5,2024-06-28T18:44:24.111253952Z,0,2024-06-28T18:44:24.111253952Z,true,2024-06-28T19:12:45.897849866Z,selection,2024-06-28T18:44:24.111253952Z,01J1G2KBQ8TDTEEPC802PT7PVV,2024-06-28T18:44:24.111253952Z,true,2024-06-28T19:12:45.84099234Z,true,2024-06-28T19:12:45.938304098Z,,,01J1G2KCX70J0RJBVKVTZ18REZ,2024-06-28T18:44:24.111253952Z
