id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JH1HD864F1DEDRJ7RMDX9PDK,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:25:44.004741503Z,3,2025-01-07T23:25:44.004741503Z,true,2025-01-07T23:43:15.389401657Z,01JH1G90GH3ZQX32Q109C1JCDD,2025-01-07T23:25:44.004741503Z,1,2025-01-07T23:25:44.004741503Z,true,2025-01-07T23:43:12.358112397Z,feedback,2025-01-07T23:25:44.004741503Z,01JH1HD6XPQM9VACAYNMHAAZ0K,2025-01-07T23:25:44.004741503Z,true,2025-01-07T23:43:12.306376502Z,true,2025-01-07T23:43:12.384704823Z,01JH1HD85VP98NNAVRQBDF7989,2025-01-07T23:25:44.004741503Z
01JH1FTZB4RARJW1A04D2KFVE1,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T22:58:16.548434559Z,60,2025-01-07T22:58:16.548434559Z,true,2025-01-07T23:08:19.070113978Z,01JH1F0VW7XB18ASJ0P081ZZVT,2025-01-07T22:58:16.548434559Z,0,2025-01-07T22:58:16.548434559Z,true,2025-01-07T23:07:47.900531097Z,selection,2025-01-07T22:58:16.548434559Z,01JH1FTZ3QDPD8JYZJZ53NY7ZN,2025-01-07T22:58:16.548434559Z,true,2025-01-07T23:07:47.88088132Z,true,2025-01-07T23:07:47.912321656Z,01JH1FTZAQTTHDFMP09PGK084S,2025-01-07T22:58:16.548434559Z
01JH1G5Q8DAS63RFK47R14QVT4,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T23:04:08.717733488Z,60,2025-01-07T23:04:08.717733488Z,true,2025-01-07T23:18:35.399474196Z,01JH1F0VW7XB18ASJ0NKJ196TK,2025-01-07T23:04:08.717733488Z,0,2025-01-07T23:04:08.717733488Z,true,2025-01-07T23:18:27.715648879Z,selection,2025-01-07T23:04:08.717733488Z,01JH1G5PRWZFTW6E0TW4ACYB4S,2025-01-07T23:04:08.717733488Z,true,2025-01-07T23:18:27.682376103Z,true,2025-01-07T23:18:27.744550194Z,01JH1G5Q8AG0S3PNK64ZFBEXNZ,2025-01-07T23:04:08.717733488Z
01JH1G7BVARVXYZQSBGDYK9Q9C,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:05:02.57082021Z,60,2025-01-07T23:05:02.57082021Z,true,2025-01-07T23:05:33.334882417Z,01JH1F2GX7DR1ZQG7AGSN3KRT7,2025-01-07T23:05:02.57082021Z,0,2025-01-07T23:05:02.57082021Z,true,2025-01-07T23:05:06.949205035Z,selection,2025-01-07T23:05:02.57082021Z,01JH1G7BQ1F0ZRDNMKJ5XSVESE,2025-01-07T23:05:02.57082021Z,true,2025-01-07T23:05:06.937059975Z,true,2025-01-07T23:05:06.958143384Z,01JH1G7BQE2DSS3YDSTB4A0CBM,2025-01-07T23:05:02.57082021Z
01JH1GEM038A0C74QEK5YJR2RN,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:09:00.291179492Z,60,2025-01-07T23:09:00.291179492Z,true,2025-01-07T23:21:02.479953423Z,01JH1F2GX5K41HMV06X44CSAH5,2025-01-07T23:09:00.291179492Z,0,2025-01-07T23:09:00.291179492Z,true,2025-01-07T23:20:50.327309321Z,selection,2025-01-07T23:09:00.291179492Z,01JH1GEKEMZZE2Y2AS1A39D2WZ,2025-01-07T23:09:00.291179492Z,true,2025-01-07T23:20:50.299984489Z,true,2025-01-07T23:20:50.349704703Z,01JH1GEKZZYMAP4Q6CB23H757K,2025-01-07T23:09:00.291179492Z
01JH1GFCFH4GYMDD9B79WGQBND,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:09:25.361190151Z,3,2025-01-07T23:09:25.361190151Z,true,2025-01-07T23:26:30.121891201Z,01JH1F2GX6BEVR4BAV8462G3EX,2025-01-07T23:09:25.361190151Z,1,2025-01-07T23:09:25.361190151Z,true,2025-01-07T23:26:27.093418037Z,feedback,2025-01-07T23:09:25.361190151Z,01JH1GFBY1AEFEZXRRMS5CNK18,2025-01-07T23:09:25.361190151Z,true,2025-01-07T23:26:27.050405136Z,true,2025-01-07T23:26:27.118979618Z,01JH1GFCFCCKAP44FNPE8FGZBJ,2025-01-07T23:09:25.361190151Z
01JH1GW209NVK15VNGJTQWMCZ2,01JH1FPYRY2N1PAAP7WYQBA41J,2025-01-07T23:16:20.617596756Z,60,2025-01-07T23:16:20.617596756Z,true,2025-01-07T23:37:43.82105548Z,01JH1FPYSD6AFHHMZW70VZN68N,2025-01-07T23:16:20.617596756Z,0,2025-01-07T23:16:20.617596756Z,true,2025-01-07T23:36:52.218126499Z,selection,2025-01-07T23:16:20.617596756Z,01JH1GW0Z5C2QE5QA3QH6EDKFQ,2025-01-07T23:16:20.617596756Z,true,2025-01-07T23:36:52.172457782Z,true,2025-01-07T23:36:52.244422485Z,01JH1GW204V3NJTRXSWQAKM0NT,2025-01-07T23:16:20.617596756Z
01JH1FWZX30RPJP80EX8R4N692,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T22:59:22.659028886Z,3,2025-01-07T22:59:22.659028886Z,false,2025-01-07T22:59:22.659028886Z,01JH1F0VW6JT3H4WKEJFKRQGWC,2025-01-07T22:59:22.659028886Z,1,2025-01-07T22:59:22.659028886Z,,,feedback,2025-01-07T22:59:22.659028886Z,01JH1FWZ909CSC0NWKATCBW23P,2025-01-07T22:59:22.659028886Z,false,2025-01-07T22:59:22.659028886Z,,,01JH1FWZX04JMEGKRSTKT673AT,2025-01-07T22:59:22.659028886Z
01JH1G5PVDNGEVE24WS6SPKZ34,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T23:04:08.301773046Z,60,2025-01-07T23:04:08.301773046Z,true,2025-01-07T23:06:27.021673816Z,01JH1F0VW7XB18ASJ0NKJ196TK,2025-01-07T23:04:08.301773046Z,0,2025-01-07T23:04:08.301773046Z,true,2025-01-07T23:05:55.639389094Z,selection,2025-01-07T23:04:08.301773046Z,01JH1G5PQASR9WG44CWB362YKG,2025-01-07T23:04:08.301773046Z,true,2025-01-07T23:05:55.623775521Z,true,2025-01-07T23:05:55.64843279Z,01JH1G5PVAQC83HX2564JKZR00,2025-01-07T23:04:08.301773046Z
01JH1G7CJ4Z5E8S00KN5ZB599E,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:05:03.300889258Z,3,2025-01-07T23:05:03.300889258Z,true,2025-01-07T23:25:58.796972752Z,01JH1F2GX7DR1ZQG7AGSN3KRT7,2025-01-07T23:05:03.300889258Z,1,2025-01-07T23:05:03.300889258Z,true,2025-01-07T23:25:55.710023921Z,feedback,2025-01-07T23:05:03.300889258Z,01JH1G7BTTZSW953QRCJDJNJ4A,2025-01-07T23:05:03.300889258Z,true,2025-01-07T23:25:55.455943767Z,true,2025-01-07T23:25:55.751491234Z,01JH1G7CJ1GRFBTXFDTGYXQD6P,2025-01-07T23:05:03.300889258Z
01JH1GFCZWTECHRRMX8EVA4N53,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:09:25.884234505Z,3,2025-01-07T23:09:25.884234505Z,true,2025-01-07T23:37:00.148020737Z,01JH1F2GX6BEVR4BAV8462G3EX,2025-01-07T23:09:25.884234505Z,1,2025-01-07T23:09:25.884234505Z,true,2025-01-07T23:36:57.104388583Z,feedback,2025-01-07T23:09:25.884234505Z,01JH1GFBTK1S1K15MKT6HPWWRH,2025-01-07T23:09:25.884234505Z,true,2025-01-07T23:36:57.051829448Z,true,2025-01-07T23:36:57.143513334Z,01JH1GFCZRDXH99DVJM1W29TV3,2025-01-07T23:09:25.884234505Z
01JH1J2AXQ3K2Y43VMNHW0EK7P,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:37:14.93526515Z,3,2025-01-07T23:37:14.93526515Z,true,2025-01-08T00:16:01.38234273Z,01JH1G90GCS7MK45RCXBYEJBCN,2025-01-07T23:37:14.93526515Z,1,2025-01-07T23:37:14.93526515Z,true,2025-01-08T00:15:58.328451128Z,feedback,2025-01-07T23:37:14.93526515Z,01JH1J27NX2HJ8VC3M36NFH060,2025-01-07T23:37:14.93526515Z,true,2025-01-08T00:15:58.263438937Z,true,2025-01-08T00:15:58.377924514Z,01JH1J2AXAEY19AFPZAA8F0XYF,2025-01-07T23:37:14.93526515Z
01JH1G5PXB3PCH4JZYXRJWHM81,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T23:04:08.363346872Z,3,2025-01-07T23:04:08.363346872Z,true,2025-01-07T23:09:45.611402984Z,01JH1F0VW7XB18ASJ0NKJ196TK,2025-01-07T23:04:08.363346872Z,1,2025-01-07T23:04:08.363346872Z,true,2025-01-07T23:09:42.596639001Z,feedback,2025-01-07T23:04:08.363346872Z,01JH1G5PQ2JXVEZG79TSSXNGW9,2025-01-07T23:04:08.363346872Z,true,2025-01-07T23:09:42.578904034Z,true,2025-01-07T23:09:42.609015146Z,01JH1G5PX8WFZW3HK8RB77Z6CS,2025-01-07T23:04:08.363346872Z
01JH1G7CJFDX2YQJ3YSFJ7CG7Z,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:05:03.31202272Z,60,2025-01-07T23:05:03.31202272Z,true,2025-01-07T23:26:08.784345931Z,01JH1F2GX7DR1ZQG7AGSN3KRT7,2025-01-07T23:05:03.31202272Z,0,2025-01-07T23:05:03.31202272Z,true,2025-01-07T23:25:59.371468588Z,selection,2025-01-07T23:05:03.31202272Z,01JH1G7BTMB2ZMFDKEB0B7HXDE,2025-01-07T23:05:03.31202272Z,true,2025-01-07T23:25:59.247749537Z,true,2025-01-07T23:25:59.401056598Z,01JH1G7CJCJX91QF7WAFATB29H,2025-01-07T23:05:03.31202272Z
01JH1GFCSYFJ4BHXB64AJKPRZ3,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:09:25.694963388Z,3,2025-01-07T23:09:25.694963388Z,true,2025-01-07T23:33:50.427772956Z,01JH1F2GX6BEVR4BAV8462G3EX,2025-01-07T23:09:25.694963388Z,1,2025-01-07T23:09:25.694963388Z,true,2025-01-07T23:33:47.386319964Z,feedback,2025-01-07T23:09:25.694963388Z,01JH1GFBX2F6WNQ7820QAGS7WB,2025-01-07T23:09:25.694963388Z,true,2025-01-07T23:33:47.317272638Z,true,2025-01-07T23:33:47.423252691Z,01JH1GFCST526ZZZVP7C6XKRGR,2025-01-07T23:09:25.694963388Z
