id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JFTQWPXNX24QHPSFC77H8EF8,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:48:39.221156636Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:48:39.221156636Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:48:39.221156636Z,01JFTQH4BDEZD939V5DK174HZQ,2024-12-23T21:48:39.221156636Z,01JFTQH4G50KMYNXQ9GHT5W78F,2024-12-23T21:48:39.221156636Z,,
01JFTRBS4HDJQXVP0CAYV950YW,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:56:53.009155961Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:56:53.009155961Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T21:56:53.009155961Z,01JFTQHNKW2ASZGRG0CMFV90MP,2024-12-23T21:56:53.009155961Z,01JFTQHNYKB2Q6C2VK2B9QA4FG,2024-12-23T21:56:53.009155961Z,,
01JFTRGFEDXWCHMQ3BFEKXCW9P,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:59:26.925207505Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:59:26.925207505Z,01JFTQ7DE414MCRH72YDY9YWGX,2024-12-23T21:59:26.925207505Z,01JFTQH4BR81SYRTK3DEQ227SC,2024-12-23T21:59:26.925207505Z,01JFTQH4M836G4XTHEZY4C2J1A,2024-12-23T21:59:26.925207505Z,,
01JFTRN864VZGBNJPXFN0H9ZMA,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:02:03.332111472Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:02:03.332111472Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T22:02:03.332111472Z,01JFTQHNJSSDK4G2ZYT3HHC4H5,2024-12-23T22:02:03.332111472Z,01JFTQHP2MBP4D67ZDJB8RTKKN,2024-12-23T22:02:03.332111472Z,,
01JFTRR6EK0XT7WAWN7N0K88D2,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:03:39.85956579Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:03:39.85956579Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T22:03:39.85956579Z,01JFTQHNJR4J2NX1XPR7DZ2TNV,2024-12-23T22:03:39.85956579Z,01JFTQHP4F2RB8YN9CQK4Y1M87,2024-12-23T22:03:39.85956579Z,true,2024-12-23T22:04:14.171492107Z
01JFTQNFKSBMTQW07GMPNPEV2H,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:44:42.361226513Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:44:42.361226513Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T21:44:42.361226513Z,01JFTQHNHNQ8XD63W40GP9XXWH,2024-12-23T21:44:42.361226513Z,01JFTQHNPPVP3MDRFX5JJWGV8W,2024-12-23T21:44:42.361226513Z,,
01JFTQV7YXC4ST9EQT1AD7NH51,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:47:51.133785492Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:47:51.133785492Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:47:51.133785492Z,01JFTQH4BDEZD939V5DK174HZQ,2024-12-23T21:47:51.133785492Z,01JFTQH4G50KMYNXQ9G2YYV61A,2024-12-23T21:47:51.133785492Z,true,2024-12-23T21:48:39.195010013Z
01JFTQYC0WGRJRCR2QM814RC2T,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:49:33.596964195Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:49:33.596964195Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:49:33.596964195Z,01JFTQH4BBNVZXM6J2K5AMN4G3,2024-12-23T21:49:33.596964195Z,01JFTQH4GW3HCEDY4SMAR91DDP,2024-12-23T21:49:33.596964195Z,,
01JFTR5JFDTSA3N4RJ53GAVVBW,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:53:29.581896629Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:53:29.581896629Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T21:53:29.581896629Z,01JFTQHNJ1F5925X68Q9CGFSTT,2024-12-23T21:53:29.581896629Z,01JFTQHNWJ1NRP6PM1N57Y6Z3K,2024-12-23T21:53:29.581896629Z,true,2024-12-23T21:53:43.911935622Z
01JFTR752BR8VHWFNKCYMANWN9,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:54:21.387889634Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:54:21.387889634Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:54:21.387889634Z,01JFTQH4ATYQJ8QPGNGV414458,2024-12-23T21:54:21.387889634Z,01JFTQH4JZ1TMCXTXN8PE3TWJS,2024-12-23T21:54:21.387889634Z,true,2024-12-23T21:55:14.321275351Z
