gameID,reason,found
01M1PVPY02TEGASTZW7B0B44PE,complete data but completedStudy=NA: matcher 01M1PWAKPMFG2PF8ZD5WBT5ANA finished all 48 training rounds and all 20 posttest items but never cleared the final exit step (they reported a blank page); comp-within set 8 rot 0 -- the dyad is usable so the slot should not be re-recruited,2026-09-09
