id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01JFGHBZ9DYW5FRYA5AWA1WNJ8,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:14.957429077Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:14.957429077Z,01JFGH16HG62KY2MJ06QSVA7NF,2024-12-19T22:42:14.957429077Z
01JFGHBZ9M2TJ0YSZQKC6D4S4G,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:14.964773761Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:14.964773761Z,01JFGH9N89BJHQ0G9TGZVH9VKV,2024-12-19T22:42:14.964773761Z
01JFGGTRQZCNADP9X68F2N55DY,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:32:51.199695316Z,01JFGFWXS1CYQ8W171661NCV0C,2024-12-19T22:32:51.199695316Z,01JFGGM5WH54V3KZQZR41Y89CR,2024-12-19T22:32:51.199695316Z
01JFGH027CV40WKNTAD4VTFFHK,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:35:44.748506119Z,01JFGFWXS1CYQ8W1715TNGRP4P,2024-12-19T22:35:44.748506119Z,01JFGGST53E0CTAJ7TE9YSWSHV,2024-12-19T22:35:44.748506119Z
01JFGH3DG88FBPJECCB66CYHZT,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:37:34.600043578Z,01JFGFW0F27SHDS0SFHGM8CNDF,2024-12-19T22:37:34.600043578Z,01JFGGY0C9P7SK4FJY7CSYDBBZ,2024-12-19T22:37:34.600043578Z
01JFGH5BZGTB1E3D5RWMF9N40B,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:38:38.576251022Z,01JFGFW0F27SHDS0SFHRM30VA0,2024-12-19T22:38:38.576251022Z,01JFGGNR73D2HEFBKA28FAZ47Z,2024-12-19T22:38:38.576251022Z
01JFGGXTXV0S1G6624KJ3VM811,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:34:31.739530904Z,01JFGFWSJTPRE578HBRT5YXA5V,2024-12-19T22:34:31.739530904Z,01JFGGNTZBEG8JXGQ5FW5KHVBP,2024-12-19T22:34:31.739530904Z
01JFGGYG4NSCY5AAF9S6HGQQKH,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:34:53.461714717Z,01JFGFWXRZTHZS7PZ2FD30KPK9,2024-12-19T22:34:53.461714717Z,01JFGGQCJGD3CD3AE43QSY05MX,2024-12-19T22:34:53.461714717Z
01JFGH3DG5TGWFNT42FB2WSHZ2,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:37:34.597711444Z,01JFGFW0F27SHDS0SFHGM8CNDF,2024-12-19T22:37:34.597711444Z,01JFGGQK2BT0FZKWF7K16B1AFN,2024-12-19T22:37:34.597711444Z
01JFGH5QG2MS47FMFMBYYSX650,01JFGH1XHKWJTME2X41MTMC6AZ,2024-12-19T22:38:50.37005041Z,01JFGH1XJMMHNGS75E6HMA7M0G,2024-12-19T22:38:50.37005041Z,01JFGGZC3915SS7BASVTNGJQ8H,2024-12-19T22:38:50.37005041Z
01JFGGXTXWNZAFK3NYGB0HKGNS,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:34:31.740619858Z,01JFGFWSJTPRE578HBRT5YXA5V,2024-12-19T22:34:31.740619858Z,01JFGGPHKK3AVZJ78J4S5VYEDK,2024-12-19T22:34:31.740619858Z
01JFGGYG4QX42TH9SDR4RC8Z4Y,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:34:53.463529387Z,01JFGFWXRZTHZS7PZ2FD30KPK9,2024-12-19T22:34:53.463529387Z,01JFGGQKZZNP30T63KKY146324,2024-12-19T22:34:53.463529387Z
01JFGH5QFWTWSEJYVFTHAG7AE5,01JFGH1XHKWJTME2X41MTMC6AZ,2024-12-19T22:38:50.364767605Z,01JFGH1XJMMHNGS75E6HMA7M0G,2024-12-19T22:38:50.364767605Z,01JFGGRSN0JC24F4EJ70TPQ4HY,2024-12-19T22:38:50.364767605Z
01JFGGTRQZCNADP9X68PP51SMQ,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:32:51.200010994Z,01JFGFWXS1CYQ8W171661NCV0C,2024-12-19T22:32:51.200010994Z,01JFGGP47REW1HB8Q0ZPA3FHPJ,2024-12-19T22:32:51.200010994Z
01JFGH027B9RYJHGG5YZB6H1Y2,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:35:44.747170169Z,01JFGFWXS1CYQ8W1715TNGRP4P,2024-12-19T22:35:44.747170169Z,01JFGGQZZ2PCA1ZPXZN9MKMMDD,2024-12-19T22:35:44.747170169Z
01JFGH5BZNT0FEAH9Z1P63NW7D,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:38:38.581446872Z,01JFGFW0F27SHDS0SFHRM30VA0,2024-12-19T22:38:38.581446872Z,01JFGGQNTR2KRJH94PV4GMMG7E,2024-12-19T22:38:38.581446872Z
