roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JFGGTRWTHG87A7WQ92WM3X6W,TRUE,01JFGFWXS1CYQ8W171661NCV0C,27,65,1,/tangrams/52_281.png,/tangrams/52_281.png,12,27,"[""/tangrams/363_273.png"",""/tangrams/389_347.png"",""/tangrams/153_459.png"",""/tangrams/52_281.png""]"
01JFGGYG7HYHSEN3WTPG0B7NBA,NA,01JFGFWXRZTHZS7PZ2FD30KPK9,11,65,0,NA,/tangrams/59_109.png,12,11,"[""/tangrams/59_109.png"",""/tangrams/390_228.png"",""/tangrams/302_96.png"",""/tangrams/312_307.png""]"
01JFGH02BPNG9KAFJ4PEFCPV9Y,NA,01JFGFWXS1CYQ8W1715TNGRP4P,19,65,1,NA,/tangrams/167_49.png,4,19,"[""/tangrams/167_150.png"",""/tangrams/121_49.png"",""/tangrams/121_150.png"",""/tangrams/167_49.png""]"
01JFGH02BV77K4PG52S2J9EGVC,NA,01JFGFWXS1CYQ8W1715TNGRP4P,20,65,1,NA,/tangrams/136_309.png,5,20,"[""/tangrams/136_309.png"",""/tangrams/442_309.png"",""/tangrams/136_49.png"",""/tangrams/442_49.png""]"
01JFGH02D17GJ87YEEJRDGEVPP,NA,01JFGFWXS1CYQ8W1715TNGRP4P,59,65,3,NA,/tangrams/167_150.png,12,59,"[""/tangrams/442_150.png"",""/tangrams/167_150.png"",""/tangrams/442_309.png"",""/tangrams/167_309.png""]"
01JFGH5QRPMBAV7V9DXVHG7651,TRUE,01JFGH1XJMMHNGS75E6HMA7M0G,27,65,1,/tangrams/275_191.png,/tangrams/275_191.png,12,27,"[""/tangrams/226_242.png"",""/tangrams/2_59.png"",""/tangrams/275_191.png"",""/tangrams/238_248.png""]"
01JFGH5QTGXGD64N14CYMDB6P1,TRUE,01JFGH1XJMMHNGS75E6HMA7M0G,43,65,2,/tangrams/238_248.png,/tangrams/238_248.png,12,43,"[""/tangrams/43_344.png"",""/tangrams/275_191.png"",""/tangrams/238_248.png"",""/tangrams/324_337.png""]"
01JFGGTRX9AFZE89AYH9EY6VE4,TRUE,01JFGFWXS1CYQ8W171661NCV0C,50,65,3,/tangrams/312_19.png,/tangrams/312_19.png,3,50,"[""/tangrams/312_19.png"",""/tangrams/158_121.png"",""/tangrams/363_273.png"",""/tangrams/389_347.png""]"
01JFGGYG7C4AJTH1PFRGJ4EMMB,NA,01JFGFWXRZTHZS7PZ2FD30KPK9,23,65,1,NA,/tangrams/59_307.png,8,23,"[""/tangrams/302_96.png"",""/tangrams/390_109.png"",""/tangrams/59_307.png"",""/tangrams/312_228.png""]"
01JFGH5C6PMBXM1Y78K2WA8PKZ,TRUE,01JFGFW0F27SHDS0SFHRM30VA0,12,65,0,/tangrams/147_363.png,/tangrams/147_363.png,13,12,"[""/tangrams/469_42.png"",""/tangrams/147_363.png"",""/tangrams/38_327.png"",""/tangrams/357_156.png""]"
