gameID,batchID,contextStructure,contextSize,status,setId,setIndex,setReplicate,setSlotInReplicate,compSetId,rotation,numPretestItems,numPosttestItems,describeSecondsPerItem,stimulusSchemaVersion,trainingLabels,endedInactive,trainingRoundsCompleted,trainingRoundsExpected,endedReason
01M1PVPXF8XP3FTSCWE2SZ4KAJ,01M1PVPXEXKZ41YSQH323HQ6NG,comp-between,4,ended,7,2,0,1,7,270,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPXF92SZVFC9KB45KHNG3,01M1PVPXEXKZ41YSQH323HQ6NG,noncomp,4,ended,7,2,0,1,7,270,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPY0135RYKX6QNWJW9HQ7,01M1PVPXZMGP801DZ1Z399QWA5,noncomp,4,ended,8,3,0,0,8,0,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPSF9NDAT0BF7G6FNHKYQ,01M1PVPSEGY316082F69D4XNMP,comp-between,4,ended,5,0,0,0,5,90,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPSFBNZXW40G11YGR32M6,01M1PVPSEGY316082F69D4XNMP,comp-within,4,ended,5,0,0,0,5,90,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPTMT2TF5TMW6DY08RG1A,01M1PVPTMBRYJMWFMQRA42XQPY,comp-between,4,ended,5,0,0,1,5,90,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPTMX8QBBEQ1CAWS8Y65C,01M1PVPTMBRYJMWFMQRA42XQPY,comp-within,4,ended,5,0,0,1,5,90,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPTMYJEMSH2D4PPK54AQC,01M1PVPTMBRYJMWFMQRA42XQPY,noncomp,4,ended,5,0,0,1,5,90,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPWEGF3RQQ2BZJMHJW5WT,01M1PVPWE2PXM55KVBKFZVFAAF,comp-within,4,ended,6,1,0,1,6,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPY02TEGASTZW7B0B44PE,01M1PVPXZMGP801DZ1Z399QWA5,comp-within,4,ended,8,3,0,0,8,0,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPSFBNZXW40G11G9DGVKY,01M1PVPSEGY316082F69D4XNMP,noncomp,4,ended,5,0,0,0,5,90,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
