roundID,gameID,phase,trialNum,repNum,targetNum,numTrials,numTrialsPerBlock,setId,target,targetLabel,tangramURLs,displayLabels,response,correct,selection,director,matcher,selectionMadeAt,clickBlockedAt,block
01M0VCJ2Q2JR0PS080M5MGXHT0,01M0VCG4YJ3SSHK6866WMH2XYH,training,11,0,12,12,12,0,/tangrams/366_244.png,B1,"[""/tangrams/366_244.png"",""/tangrams/366_405.png"",""/tangrams/279_339.png"",""/tangrams/422_244.png""]","[""B1"",""B3"",""D2"",""C1""]",NA,NA,NA,NA,NA,NA,NA,1
01M0VCJ2Q36MXMG9RABWVZMFX1,01M0VCG4YJ3SSHK6866WMH2XYH,training,10,0,11,12,12,0,/tangrams/138_339.png,A2,"[""/tangrams/138_66.png"",""/tangrams/138_339.png"",""/tangrams/366_405.png"",""/tangrams/422_339.png""]","[""A4"",""A2"",""B3"",""C2""]",NA,NA,NA,NA,NA,NA,NA,1
01M0VCJ2PBK4AC74S3BSY74ANJ,01M0VCG4YJ3SSHK6866WMH2XYH,training,0,0,1,12,12,0,/tangrams/422_66.png,C4,"[""/tangrams/422_244.png"",""/tangrams/279_405.png"",""/tangrams/422_66.png"",""/tangrams/366_66.png""]","[""C1"",""D3"",""C4"",""B4""]",NA,FALSE,NA,01M0VCHMX1KP6K8WD30254ZST2,01M0VCG9G1HPRDKK775CBP8VAV,NA,NA,1
01M0VCJ2Q9PWW3HDGC9VTH3EC6,01M0VCG4YJ3SSHK6866WMH2XYH,training,5,0,6,12,12,0,/tangrams/366_66.png,B4,"[""/tangrams/366_66.png"",""/tangrams/279_244.png"",""/tangrams/138_66.png"",""/tangrams/366_405.png""]","[""B4"",""D1"",""A4"",""B3""]",NA,FALSE,NA,01M0VCG9G1HPRDKK775CBP8VAV,01M0VCHMX1KP6K8WD30254ZST2,NA,NA,1
01M0VCJ2Q5QCJQ2AE7R71RDW9N,01M0VCG4YJ3SSHK6866WMH2XYH,training,8,0,9,12,12,0,/tangrams/422_244.png,C1,"[""/tangrams/422_66.png"",""/tangrams/366_244.png"",""/tangrams/279_405.png"",""/tangrams/422_244.png""]","[""C4"",""B1"",""D3"",""C1""]",NA,FALSE,NA,01M0VCHMX1KP6K8WD30254ZST2,01M0VCG9G1HPRDKK775CBP8VAV,NA,NA,1
01M0VCJ2Q7D84NY74SV9H15KVG,01M0VCG4YJ3SSHK6866WMH2XYH,training,6,0,7,12,12,0,/tangrams/422_339.png,C2,"[""/tangrams/279_339.png"",""/tangrams/422_66.png"",""/tangrams/422_339.png"",""/tangrams/366_405.png""]","[""D2"",""C4"",""C2"",""B3""]",NA,FALSE,NA,01M0VCHMX1KP6K8WD30254ZST2,01M0VCG9G1HPRDKK775CBP8VAV,NA,NA,1
01M0VCJ2QHWWRPRN6AZB2TSKPJ,01M0VCG4YJ3SSHK6866WMH2XYH,training,2,0,3,12,12,0,/tangrams/279_405.png,D3,"[""/tangrams/279_405.png"",""/tangrams/366_405.png"",""/tangrams/138_339.png"",""/tangrams/279_244.png""]","[""D3"",""B3"",""A2"",""D1""]",/tangrams/366_405.png,FALSE,/tangrams/366_405.png,01M0VCHMX1KP6K8WD30254ZST2,01M0VCG9G1HPRDKK775CBP8VAV,1787625649176,NA,1
01M0VCJ2PAN9KQDZ9A6S6HTZDK,01M0VCG4YJ3SSHK6866WMH2XYH,training,1,0,2,12,12,0,/tangrams/138_66.png,A4,"[""/tangrams/138_66.png"",""/tangrams/138_339.png"",""/tangrams/422_66.png"",""/tangrams/279_405.png""]","[""A4"",""A2"",""C4"",""D3""]",NA,FALSE,NA,01M0VCG9G1HPRDKK775CBP8VAV,01M0VCHMX1KP6K8WD30254ZST2,NA,1787625610078,1
01M0VCJ2Q4TJ1VEM26JA7W0XK1,01M0VCG4YJ3SSHK6866WMH2XYH,training,9,0,10,12,12,0,/tangrams/279_244.png,D1,"[""/tangrams/279_405.png"",""/tangrams/366_66.png"",""/tangrams/279_244.png"",""/tangrams/422_244.png""]","[""D3"",""B4"",""D1"",""C1""]",NA,NA,NA,NA,NA,NA,NA,1
01M0VCJ2Q6YEZJJ05A4FJBWMB8,01M0VCG4YJ3SSHK6866WMH2XYH,training,7,0,8,12,12,0,/tangrams/279_339.png,D2,"[""/tangrams/138_66.png"",""/tangrams/279_339.png"",""/tangrams/279_244.png"",""/tangrams/422_339.png""]","[""A4"",""D2"",""D1"",""C2""]",NA,FALSE,NA,01M0VCG9G1HPRDKK775CBP8VAV,01M0VCHMX1KP6K8WD30254ZST2,NA,NA,1
01M0VCJ2QD2PZPT37ESE95MG4R,01M0VCG4YJ3SSHK6866WMH2XYH,training,4,0,5,12,12,0,/tangrams/138_405.png,A3,"[""/tangrams/138_405.png"",""/tangrams/366_405.png"",""/tangrams/138_66.png"",""/tangrams/422_244.png""]","[""A3"",""B3"",""A4"",""C1""]",NA,FALSE,NA,01M0VCHMX1KP6K8WD30254ZST2,01M0VCG9G1HPRDKK775CBP8VAV,NA,NA,1
01M0VCJ2QFT0P7C2N2A35WA31P,01M0VCG4YJ3SSHK6866WMH2XYH,training,3,0,4,12,12,0,/tangrams/366_405.png,B3,"[""/tangrams/366_66.png"",""/tangrams/366_405.png"",""/tangrams/279_339.png"",""/tangrams/138_405.png""]","[""B4"",""B3"",""D2"",""A3""]",/tangrams/366_405.png,TRUE,/tangrams/366_405.png,01M0VCG9G1HPRDKK775CBP8VAV,01M0VCHMX1KP6K8WD30254ZST2,1787625664297,NA,1
