roundID,gameID,trialNum,block,selectionMadeAt,correct,stage_started,stage_ended,playerID,renderedAt
01M0VCJ2Q2JR0PS080M5MGXHT0,01M0VCG4YJ3SSHK6866WMH2XYH,11,1,NA,NA,NA,2026-08-25T02:39:00Z,NA,NA
01M0VCJ2Q36MXMG9RABWVZMFX1,01M0VCG4YJ3SSHK6866WMH2XYH,10,1,NA,NA,NA,2026-08-25T02:39:00Z,NA,NA
01M0VCJ2PBK4AC74S3BSY74ANJ,01M0VCG4YJ3SSHK6866WMH2XYH,0,1,NA,FALSE,2026-08-25T02:39:30Z,2026-08-25T02:40:00Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625570545
01M0VCJ2PBK4AC74S3BSY74ANJ,01M0VCG4YJ3SSHK6866WMH2XYH,0,1,NA,FALSE,2026-08-25T02:39:30Z,2026-08-25T02:40:00Z,01M0VCHMX1KP6K8WD30254ZST2,1787625570544
01M0VCJ2Q9PWW3HDGC9VTH3EC6,01M0VCG4YJ3SSHK6866WMH2XYH,5,1,NA,FALSE,2026-08-25T02:41:36Z,2026-08-25T02:42:06Z,01M0VCHMX1KP6K8WD30254ZST2,1787625696623
01M0VCJ2Q9PWW3HDGC9VTH3EC6,01M0VCG4YJ3SSHK6866WMH2XYH,5,1,NA,FALSE,2026-08-25T02:41:36Z,2026-08-25T02:42:06Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625696613
01M0VCJ2Q5QCJQ2AE7R71RDW9N,01M0VCG4YJ3SSHK6866WMH2XYH,8,1,NA,FALSE,2026-08-25T02:43:10Z,2026-08-25T02:43:40Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625790132
01M0VCJ2Q5QCJQ2AE7R71RDW9N,01M0VCG4YJ3SSHK6866WMH2XYH,8,1,NA,FALSE,2026-08-25T02:43:10Z,2026-08-25T02:43:40Z,01M0VCHMX1KP6K8WD30254ZST2,1787625790141
01M0VCJ2Q7D84NY74SV9H15KVG,01M0VCG4YJ3SSHK6866WMH2XYH,6,1,NA,FALSE,2026-08-25T02:42:07Z,2026-08-25T02:42:37Z,01M0VCHMX1KP6K8WD30254ZST2,1787625727768
01M0VCJ2Q7D84NY74SV9H15KVG,01M0VCG4YJ3SSHK6866WMH2XYH,6,1,NA,FALSE,2026-08-25T02:42:07Z,2026-08-25T02:42:37Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625727757
01M0VCJ2QHWWRPRN6AZB2TSKPJ,01M0VCG4YJ3SSHK6866WMH2XYH,2,1,1787625649176,FALSE,2026-08-25T02:40:32Z,2026-08-25T02:40:49Z,01M0VCHMX1KP6K8WD30254ZST2,1787625632922
01M0VCJ2QHWWRPRN6AZB2TSKPJ,01M0VCG4YJ3SSHK6866WMH2XYH,2,1,1787625649176,FALSE,2026-08-25T02:40:32Z,2026-08-25T02:40:49Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625632905
01M0VCJ2PAN9KQDZ9A6S6HTZDK,01M0VCG4YJ3SSHK6866WMH2XYH,1,1,NA,FALSE,2026-08-25T02:40:01Z,2026-08-25T02:40:31Z,01M0VCHMX1KP6K8WD30254ZST2,1787625601771
01M0VCJ2PAN9KQDZ9A6S6HTZDK,01M0VCG4YJ3SSHK6866WMH2XYH,1,1,NA,FALSE,2026-08-25T02:40:01Z,2026-08-25T02:40:31Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625601775
01M0VCJ2Q4TJ1VEM26JA7W0XK1,01M0VCG4YJ3SSHK6866WMH2XYH,9,1,NA,NA,NA,2026-08-25T02:39:00Z,NA,NA
01M0VCJ2Q6YEZJJ05A4FJBWMB8,01M0VCG4YJ3SSHK6866WMH2XYH,7,1,NA,FALSE,2026-08-25T02:42:38Z,2026-08-25T02:43:08Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625758910
01M0VCJ2Q6YEZJJ05A4FJBWMB8,01M0VCG4YJ3SSHK6866WMH2XYH,7,1,NA,FALSE,2026-08-25T02:42:38Z,2026-08-25T02:43:08Z,01M0VCHMX1KP6K8WD30254ZST2,1787625758910
01M0VCJ2QD2PZPT37ESE95MG4R,01M0VCG4YJ3SSHK6866WMH2XYH,4,1,NA,FALSE,2026-08-25T02:41:05Z,2026-08-25T02:41:35Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625665598
01M0VCJ2QD2PZPT37ESE95MG4R,01M0VCG4YJ3SSHK6866WMH2XYH,4,1,NA,FALSE,2026-08-25T02:41:05Z,2026-08-25T02:41:35Z,01M0VCHMX1KP6K8WD30254ZST2,1787625665602
01M0VCJ2QFT0P7C2N2A35WA31P,01M0VCG4YJ3SSHK6866WMH2XYH,3,1,1787625664297,TRUE,2026-08-25T02:40:50Z,2026-08-25T02:41:04Z,01M0VCG9G1HPRDKK775CBP8VAV,1787625650371
01M0VCJ2QFT0P7C2N2A35WA31P,01M0VCG4YJ3SSHK6866WMH2XYH,3,1,1787625664297,TRUE,2026-08-25T02:40:50Z,2026-08-25T02:41:04Z,01M0VCHMX1KP6K8WD30254ZST2,1787625650384
