roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JFE3K6GK37SP9KTM6Q67BZVP,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,56,65,3,/tangrams/14_301.png,/tangrams/14_301.png,9,56,"[""/tangrams/289_438.png"",""/tangrams/87_328.png"",""/tangrams/226_187.png"",""/tangrams/14_301.png""]"
01JFE3K6HBJ3ZEE6EPY8AF12Z8,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,4,65,0,/tangrams/87_438.png,/tangrams/87_438.png,5,4,"[""/tangrams/14_187.png"",""/tangrams/87_438.png"",""/tangrams/226_328.png"",""/tangrams/289_301.png""]"
01JFE3P1Q0KB12KWPH2WBY31KT,NA,01JFE2F3G88EFKXAZ79VCSWHZ9,60,65,3,NA,/tangrams/126_358.png,13,60,"[""/tangrams/272_355.png"",""/tangrams/126_358.png"",""/tangrams/126_355.png"",""/tangrams/272_358.png""]"
01JFE43STARKKX6BC9V6YWXS3E,TRUE,01JFE2F62GTGJW6PH1EHSDRF1P,39,65,2,/tangrams/103_207.png,/tangrams/103_207.png,8,39,"[""/tangrams/30_397.png"",""/tangrams/117_6.png"",""/tangrams/103_207.png"",""/tangrams/360_153.png""]"
01JFE3JRXNJKDMED0VMABS39VR,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,60,65,3,/tangrams/57_362.png,/tangrams/57_362.png,13,60,"[""/tangrams/357_156.png"",""/tangrams/57_362.png"",""/tangrams/54_306.png"",""/tangrams/174_330.png""]"
01JFE3JRX4KZ0BD6RASAEW3WNN,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,29,65,1,/tangrams/469_42.png,/tangrams/469_42.png,14,29,"[""/tangrams/357_156.png"",""/tangrams/57_362.png"",""/tangrams/469_42.png"",""/tangrams/73_88.png""]"
01JFE3K6HR8WG1DC6KDJQADWST,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,23,65,1,/tangrams/14_301.png,/tangrams/14_301.png,8,23,"[""/tangrams/14_301.png"",""/tangrams/87_438.png"",""/tangrams/289_187.png"",""/tangrams/226_328.png""]"
01JFE3P1NWEDPYN7ASYWV4HVHS,FALSE,01JFE2F3G88EFKXAZ79VCSWHZ9,20,65,1,NA,/tangrams/126_355.png,5,20,"[""/tangrams/126_359.png"",""/tangrams/33_355.png"",""/tangrams/33_359.png"",""/tangrams/126_355.png""]"
01JFE3VHKQNWJHFRYQRY0CQRW8,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,61,65,3,/tangrams/361_257.png,/tangrams/361_257.png,14,61,"[""/tangrams/461_358.png"",""/tangrams/361_257.png"",""/tangrams/326_181.png"",""/tangrams/348_256.png""]"
01JFE43SKN7HWCTCNM6428CMT3,FALSE,01JFE2F62GTGJW6PH1EHSDRF1P,4,65,0,/tangrams/360_6.png,/tangrams/30_207.png,5,4,"[""/tangrams/30_207.png"",""/tangrams/117_397.png"",""/tangrams/103_153.png"",""/tangrams/360_6.png""]"
01JFE3JRWEBT60NS9XSHSZ7JKG,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,51,65,3,/tangrams/90_308.png,/tangrams/90_308.png,4,51,"[""/tangrams/425_320.png"",""/tangrams/38_327.png"",""/tangrams/90_308.png"",""/tangrams/54_306.png""]"
01JFE3QSK6N0BFAS9ZC9YV88FY,TRUE,01JFE2F4ZPX2JA4S2YP9QSTGK7,6,65,0,/tangrams/378_20.png,/tangrams/378_20.png,7,6,"[""/tangrams/120_389.png"",""/tangrams/314_249.png"",""/tangrams/87_187.png"",""/tangrams/378_20.png""]"
01JFE3JRX0SX8HE7EJPMNVADVC,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,15,65,0,/tangrams/157_10.png,/tangrams/157_10.png,16,15,"[""/tangrams/283_294.png"",""/tangrams/157_10.png"",""/tangrams/326_319.png"",""/tangrams/73_88.png""]"
01JFE3K6GNVTCZGPWMG3BRZBSG,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,42,65,2,/tangrams/14_187.png,/tangrams/14_187.png,11,42,"[""/tangrams/87_328.png"",""/tangrams/226_438.png"",""/tangrams/14_187.png"",""/tangrams/289_301.png""]"
01JFE3K6JG2YTG147NGJGDRE3S,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,31,65,1,/tangrams/226_328.png,/tangrams/226_328.png,16,31,"[""/tangrams/87_187.png"",""/tangrams/14_438.png"",""/tangrams/289_301.png"",""/tangrams/226_328.png""]"
01JFE3P1NP4F4M93Y7G18M6CBG,FALSE,01JFE2F3G88EFKXAZ79VCSWHZ9,4,65,0,NA,/tangrams/272_358.png,5,4,"[""/tangrams/33_358.png"",""/tangrams/272_358.png"",""/tangrams/33_359.png"",""/tangrams/272_359.png""]"
01JFE3VHEDXHBMCDA4HC2CKY5S,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,2,65,0,/tangrams/461_257.png,/tangrams/461_257.png,3,2,"[""/tangrams/348_358.png"",""/tangrams/361_181.png"",""/tangrams/326_256.png"",""/tangrams/461_257.png""]"
01JFE3VHGEX47GDFBXZQ61K1H1,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,30,65,1,/tangrams/326_256.png,/tangrams/326_256.png,15,30,"[""/tangrams/461_358.png"",""/tangrams/348_181.png"",""/tangrams/326_256.png"",""/tangrams/361_257.png""]"
01JFE3VHJY42VW5CSB03SNR5DC,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,51,65,3,/tangrams/361_181.png,/tangrams/361_181.png,4,51,"[""/tangrams/348_256.png"",""/tangrams/461_257.png"",""/tangrams/326_358.png"",""/tangrams/361_181.png""]"
01JFE3JRWTJS475S01FKB457ER,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,3,65,0,/tangrams/469_42.png,/tangrams/469_42.png,4,3,"[""/tangrams/469_42.png"",""/tangrams/326_319.png"",""/tangrams/54_306.png"",""/tangrams/73_88.png""]"
01JFE3VHEYKYYEP2R13J72M30J,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,9,65,0,/tangrams/361_358.png,/tangrams/361_358.png,10,9,"[""/tangrams/348_257.png"",""/tangrams/461_181.png"",""/tangrams/326_256.png"",""/tangrams/361_358.png""]"
01JFE3VHF0D2ZSS83X8VVFE2K7,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,10,65,0,/tangrams/361_256.png,/tangrams/361_256.png,11,10,"[""/tangrams/326_358.png"",""/tangrams/361_256.png"",""/tangrams/461_257.png"",""/tangrams/348_181.png""]"
01JFE3VHFQS9V18XMWZJXA2PEH,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,18,65,1,/tangrams/361_256.png,/tangrams/361_256.png,3,18,"[""/tangrams/461_257.png"",""/tangrams/326_358.png"",""/tangrams/361_256.png"",""/tangrams/348_181.png""]"
01JFE43SK770P1S24FXM15M8AP,TRUE,01JFE2F62GTGJW6PH1EHSDRF1P,3,65,0,/tangrams/103_207.png,/tangrams/103_207.png,4,3,"[""/tangrams/30_397.png"",""/tangrams/360_6.png"",""/tangrams/117_153.png"",""/tangrams/103_207.png""]"
01JFE3K6F45VEE0JFYBXDJ3V3Q,FALSE,01JFE2F3G88EFKXAZ79H1Z0JEZ,0,65,0,/tangrams/14_328.png,/tangrams/226_301.png,1,0,"[""/tangrams/14_328.png"",""/tangrams/87_187.png"",""/tangrams/226_301.png"",""/tangrams/289_438.png""]"
01JFE3QSJXDP8N8MARDFVJN27G,TRUE,01JFE2F4ZPX2JA4S2YP9QSTGK7,9,65,0,/tangrams/23_46.png,/tangrams/23_46.png,10,9,"[""/tangrams/260_171.png"",""/tangrams/414_8.png"",""/tangrams/23_46.png"",""/tangrams/180_447.png""]"
01JFE3K6GFW9T19A5C2ARGJH5N,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,1,65,0,/tangrams/87_328.png,/tangrams/87_328.png,2,1,"[""/tangrams/289_301.png"",""/tangrams/87_328.png"",""/tangrams/226_438.png"",""/tangrams/14_187.png""]"
01JFE3P1QNVRBD65KQ35NJ46R4,NA,01JFE2F3G88EFKXAZ79VCSWHZ9,62,65,3,NA,/tangrams/328_358.png,15,62,"[""/tangrams/126_359.png"",""/tangrams/126_358.png"",""/tangrams/328_358.png"",""/tangrams/328_359.png""]"
01JFE3VHF9DQT2CB88V2KAZ48J,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,5,65,0,/tangrams/461_181.png,/tangrams/461_181.png,6,5,"[""/tangrams/326_358.png"",""/tangrams/361_257.png"",""/tangrams/348_256.png"",""/tangrams/461_181.png""]"
01JFE3JRXE5CGM57MBSYPYBK05,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,46,65,2,/tangrams/93_52.png,/tangrams/93_52.png,15,46,"[""/tangrams/73_88.png"",""/tangrams/93_52.png"",""/tangrams/326_319.png"",""/tangrams/283_294.png""]"
01JFE3JRX57B7GVT6BNHHM21Y0,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,30,65,1,/tangrams/425_320.png,/tangrams/425_320.png,15,30,"[""/tangrams/157_10.png"",""/tangrams/425_320.png"",""/tangrams/147_363.png"",""/tangrams/57_362.png""]"
01JFE3K6FGPXCBTVCW24DJDBW0,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,3,65,0,/tangrams/14_328.png,/tangrams/14_328.png,4,3,"[""/tangrams/14_328.png"",""/tangrams/87_301.png"",""/tangrams/226_187.png"",""/tangrams/289_438.png""]"
01JFE3P1NT1Y7A2PQVVEYTW0DZ,FALSE,01JFE2F3G88EFKXAZ79VCSWHZ9,18,65,1,NA,/tangrams/126_358.png,3,18,"[""/tangrams/33_358.png"",""/tangrams/126_358.png"",""/tangrams/126_379.png"",""/tangrams/33_379.png""]"
01JFE3P1P1RN35V6QJ73B8ZTRE,FALSE,01JFE2F3G88EFKXAZ79VCSWHZ9,24,65,1,NA,/tangrams/328_379.png,9,24,"[""/tangrams/328_379.png"",""/tangrams/328_355.png"",""/tangrams/33_379.png"",""/tangrams/33_355.png""]"
01JFE3VHGRVZ621PGEQ2R55Y0T,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,37,65,2,/tangrams/326_181.png,/tangrams/326_181.png,6,37,"[""/tangrams/326_181.png"",""/tangrams/461_358.png"",""/tangrams/361_256.png"",""/tangrams/348_257.png""]"
01JFE3JRWWSDP8XW8717JSC115,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,12,65,0,/tangrams/326_319.png,/tangrams/326_319.png,13,12,"[""/tangrams/73_88.png"",""/tangrams/283_294.png"",""/tangrams/326_319.png"",""/tangrams/57_362.png""]"
01JFE3JRXD14TK2FVN9DRYP8E9,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,44,65,2,/tangrams/73_88.png,/tangrams/73_88.png,13,44,"[""/tangrams/93_52.png"",""/tangrams/147_363.png"",""/tangrams/73_88.png"",""/tangrams/283_294.png""]"
01JFE3K6GJ67XWT5HH4NRXP79X,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,43,65,2,/tangrams/289_301.png,/tangrams/289_301.png,12,43,"[""/tangrams/14_187.png"",""/tangrams/289_301.png"",""/tangrams/87_328.png"",""/tangrams/226_438.png""]"
01JFE3VHFZR8J6Y19WARDK40XB,TRUE,01JFE2F4ZKGQVWRPETSR6SJYE1,21,65,1,/tangrams/461_257.png,/tangrams/461_257.png,6,21,"[""/tangrams/326_358.png"",""/tangrams/461_257.png"",""/tangrams/361_181.png"",""/tangrams/348_256.png""]"
01JFE3JRX9YXE39E5VRF99Q7J5,TRUE,01JFE2F3GA5Q3S2M2VD0KJEAF0,36,65,2,/tangrams/326_319.png,/tangrams/326_319.png,5,36,"[""/tangrams/283_294.png"",""/tangrams/357_156.png"",""/tangrams/326_319.png"",""/tangrams/54_306.png""]"
01JFE3K6GVR018HT85MCMNXDS7,TRUE,01JFE2F3G88EFKXAZ79H1Z0JEZ,54,65,3,/tangrams/226_438.png,/tangrams/226_438.png,7,54,"[""/tangrams/87_301.png"",""/tangrams/226_438.png"",""/tangrams/14_187.png"",""/tangrams/289_328.png""]"
01JFE3P1PQ02TE2TBAS5H1WHHJ,FALSE,01JFE2F3G88EFKXAZ79VCSWHZ9,26,65,1,NA,/tangrams/272_359.png,11,26,"[""/tangrams/272_355.png"",""/tangrams/328_359.png"",""/tangrams/328_355.png"",""/tangrams/272_359.png""]"
01JFE3QSJFEEB0RFWFVN6ZAFV9,TRUE,01JFE2F4ZPX2JA4S2YP9QSTGK7,0,65,0,/tangrams/59_452.png,/tangrams/59_452.png,1,0,"[""/tangrams/378_20.png"",""/tangrams/197_128.png"",""/tangrams/120_389.png"",""/tangrams/59_452.png""]"
