,mean_similarity,min_similarity,max_similarity,median_similarity,set_id,set_type
0,0.32014229893684387,-0.05488373339176178,0.6334546208381653,0.3383442759513855,0,noncomp
1,0.2850485146045685,0.0032415110617876053,0.5641219615936279,0.29111558198928833,1,noncomp
2,0.2693546414375305,0.04321466386318207,0.6145631074905396,0.2689058482646942,2,noncomp
3,0.2591943144798279,-0.019307274371385574,0.6706990599632263,0.2509276866912842,3,noncomp
4,0.21279682219028473,-0.052312057465314865,0.6030263900756836,0.19620299339294434,4,noncomp
5,0.26820480823516846,-0.08052141219377518,0.6055552363395691,0.27297544479370117,5,noncomp
6,0.22641690075397491,-0.051279470324516296,0.572795569896698,0.2221064567565918,6,noncomp
7,0.28015145659446716,0.047688767313957214,0.6166057586669922,0.2848880887031555,7,noncomp
8,0.21986418962478638,-0.04659847915172577,0.5967890620231628,0.21509458124637604,8,noncomp
9,0.20899301767349243,-0.0668194591999054,0.5508949756622314,0.21425291895866394,9,noncomp
10,0.2397497445344925,-0.061116963624954224,0.5916534662246704,0.23736265301704407,10,noncomp
11,0.31004250049591064,-0.00012134574353694916,0.6319156885147095,0.3132752478122711,11,noncomp
12,0.27142536640167236,-0.06790447235107422,0.5665706396102905,0.2677364647388458,12,noncomp
13,0.2560652494430542,-0.024080004543066025,0.6123089790344238,0.22259211540222168,13,noncomp
14,0.2556697130203247,-0.08111824095249176,0.6570058465003967,0.2517089545726776,14,noncomp
15,0.263534277677536,-0.003556552343070507,0.4961499571800232,0.258532851934433,15,noncomp
16,0.2694958746433258,-0.024352071806788445,0.6020057201385498,0.2617979943752289,16,noncomp
17,0.28333523869514465,0.03846381977200508,0.7014275789260864,0.28409531712532043,17,noncomp
18,0.26092711091041565,-0.028873827308416367,0.5710694193840027,0.24340741336345673,18,noncomp
19,0.3079530596733093,0.03866199031472206,0.6042211651802063,0.29472455382347107,19,noncomp
20,0.24170880019664764,-0.04771215096116066,0.5928844809532166,0.23465496301651,20,noncomp
21,0.22224803268909454,-0.05942364037036896,0.6625820398330688,0.20903584361076355,21,noncomp
22,0.2744389772415161,-0.05873022973537445,0.5745803117752075,0.27653220295906067,22,noncomp
23,0.24043609201908112,0.003134398953989148,0.5448952913284302,0.23802430927753448,23,noncomp
24,0.24815696477890015,-0.05390441045165062,0.5668022632598877,0.25102826952934265,24,noncomp
25,0.2766415476799011,0.07188175618648529,0.5720455646514893,0.28193867206573486,25,noncomp
26,0.2561362087726593,-0.016875673085451126,0.6655435562133789,0.23484531044960022,26,noncomp
27,0.30764591693878174,0.023647230118513107,0.6441957950592041,0.3009258806705475,27,noncomp
28,0.2602632939815521,-0.004194381646811962,0.5715073347091675,0.25794097781181335,28,noncomp
29,0.2681514024734497,0.033554673194885254,0.6505995988845825,0.2649465799331665,29,noncomp
30,0.25553470849990845,-0.06567967683076859,0.6560652256011963,0.24615246057510376,30,noncomp
31,0.2547634541988373,-0.022439582273364067,0.6475253105163574,0.24319808185100555,31,noncomp
32,0.2626861035823822,0.025066237896680832,0.653910219669342,0.2538556456565857,32,noncomp
33,0.2089790403842926,-0.015566809102892876,0.5544324517250061,0.18582120537757874,33,noncomp
34,0.2643870413303375,-0.006681743543595076,0.5204597115516663,0.2624943256378174,34,noncomp
35,0.25141075253486633,0.003864954924210906,0.5065246224403381,0.2480381429195404,35,noncomp
36,0.2491052895784378,-0.034120142459869385,0.5091614723205566,0.2583138048648834,36,noncomp
37,0.29206371307373047,0.014087183400988579,0.6494988203048706,0.293001264333725,37,noncomp
38,0.2462073117494583,0.0020581246353685856,0.525443971157074,0.2529531419277191,38,noncomp
39,0.2462756633758545,-0.020446762442588806,0.5322856903076172,0.24258257448673248,39,noncomp
40,0.2510446310043335,0.0295284241437912,0.5034230947494507,0.24967248737812042,40,noncomp
41,0.20316579937934875,-0.016143260523676872,0.5849432945251465,0.18319439888000488,41,noncomp
42,0.32871827483177185,0.013915187679231167,0.7300753593444824,0.3162647485733032,42,noncomp
43,0.29443100094795227,0.012498901225626469,0.7654263377189636,0.2880513072013855,43,noncomp
44,0.2466370314359665,0.0058549148961901665,0.5769972801208496,0.2454739212989807,44,noncomp
45,0.24759851396083832,-0.03651547431945801,0.6055550575256348,0.24273785948753357,45,noncomp
46,0.27464061975479126,-0.0038820747286081314,0.6217522621154785,0.25986286997795105,46,noncomp
47,0.23919299244880676,-0.05190398544073105,0.5982455015182495,0.23519042134284973,47,noncomp
48,0.25165146589279175,-0.05031701549887657,0.5975950956344604,0.25038260221481323,48,noncomp
49,0.283101886510849,-0.0487394705414772,0.5304423570632935,0.2799559235572815,49,noncomp
50,0.24407583475112915,0.022355778142809868,0.568124532699585,0.24095815420150757,50,noncomp
51,0.2998107075691223,0.012484563514590263,0.7318835258483887,0.2931322455406189,51,noncomp
52,0.2833995819091797,0.0510578453540802,0.6170101165771484,0.2740682065486908,52,noncomp
53,0.2641252875328064,-0.011536208912730217,0.5566827058792114,0.25830429792404175,53,noncomp
54,0.3036905527114868,0.06630703806877136,0.6684952974319458,0.3023800551891327,54,noncomp
55,0.2321348488330841,-0.09410546720027924,0.5428367853164673,0.21286949515342712,55,noncomp
56,0.23872999846935272,-0.0431264229118824,0.5253404378890991,0.2414747178554535,56,noncomp
57,0.2802315354347229,-0.02692417800426483,0.6097189784049988,0.28092917799949646,57,noncomp
58,0.2796715497970581,-0.030108051374554634,0.6454938650131226,0.29160648584365845,58,noncomp
59,0.24977737665176392,-0.10378999263048172,0.5674834251403809,0.2448003590106964,59,noncomp
60,0.2963518798351288,0.010443400591611862,0.5505527853965759,0.3052745759487152,60,noncomp
61,0.25433939695358276,-0.08198291808366776,0.6277270317077637,0.23093676567077637,61,noncomp
