id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JFE42X5P5SQJWSD1MXN0PNR1,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:11:37.526106105Z,01JFE2F3G88EFKXAZ79H1Z0JEZ,2024-12-19T00:11:37.526106105Z,01JFE39M62S9ZGB32JTRVGFVA6,2024-12-19T00:11:37.526106105Z,01JFE3K6HYY0JVJGMAPN69YG06,2024-12-19T00:11:37.526106105Z,01JFE3K71TV1884JVPP2HJRW1E,2024-12-19T00:11:37.526106105Z,,
01JFE56HQREZ47W2A262YP05BE,01JFE2F6201T265AQ8QKTC3PAM,2024-12-19T00:31:05.464790246Z,01JFE2F62GTGJW6PH1EHSDRF1P,2024-12-19T00:31:05.464790246Z,01JFE3R3FXHKGEJ1VBRPDEXJQ4,2024-12-19T00:31:05.464790246Z,01JFE43SXNAPES70ADG2QT3B9N,2024-12-19T00:31:05.464790246Z,01JFE43WBHVTGSTC88QEJ0BY9M,2024-12-19T00:31:05.464790246Z,true,2024-12-19T00:31:12.41072406Z
01JFE3R6HA3BV4X2H2YERVZA9V,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:05:46.667003634Z,01JFE2F3G88EFKXAZ79VCSWHZ9,2024-12-19T00:05:46.667003634Z,01JFE3C777EKW74B4WG3R493EE,2024-12-19T00:05:46.667003634Z,01JFE3P1KHK8YBSNS9Q3WFN3M4,2024-12-19T00:05:46.667003634Z,01JFE3P1S519MF1AG43PRZPM2R,2024-12-19T00:05:46.667003634Z,,
01JFE45C3XVDX6RND7TZD0J34X,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:12:58.365051689Z,01JFE2F3GA5Q3S2M2VD0KJEAF0,2024-12-19T00:12:58.365051689Z,01JFE3F9A7MC48ZJQXD4G22DQY,2024-12-19T00:12:58.365051689Z,01JFE3JRWYB7C7ZD8T69NJVH38,2024-12-19T00:12:58.365051689Z,01JFE3JSA0EM57MCT1MAVH46P2,2024-12-19T00:12:58.365051689Z,true,2024-12-19T00:13:06.443929236Z
01JFE58NT3XFGV7013H4RWEVTE,01JFE2F4Z1V3R2QPM6H32SYRG1,2024-12-19T00:32:15.171926225Z,01JFE2F4ZKGQVWRPETSR6SJYE1,2024-12-19T00:32:15.171926225Z,01JFE3JG0DE7BWPK8YPFDRKY8Q,2024-12-19T00:32:15.171926225Z,01JFE3VHKG5H4CFFQ78AHRW5N1,2024-12-19T00:32:15.171926225Z,01JFE3VKBCV2STG2F4X9F0FVSM,2024-12-19T00:32:15.171926225Z,,
01JFE59CKNP63GWVF0ZM7XEW1S,01JFE2F6201T265AQ8QKTC3PAM,2024-12-19T00:32:38.517523994Z,01JFE2F62GTGJW6PH1EHSDRF1P,2024-12-19T00:32:38.517523994Z,01JFE3R3FXHKGEJ1VBRPDEXJQ4,2024-12-19T00:32:38.517523994Z,01JFE43SY0BMXFREHBT2SRX66H,2024-12-19T00:32:38.517523994Z,01JFE43WPG5S6WZJCPYCTQMG4E,2024-12-19T00:32:38.517523994Z,true,2024-12-19T00:32:53.239585363Z
01JFE3R3JWPC2059EKR4B07WJR,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:05:43.644624394Z,01JFE2F3G88EFKXAZ79H1Z0JEZ,2024-12-19T00:05:43.644624394Z,01JFE39M62S9ZGB32JTRVGFVA6,2024-12-19T00:05:43.644624394Z,01JFE3K6HBJ3ZEE6EPY8AF12Z8,2024-12-19T00:05:43.644624394Z,01JFE3K6P59B6CPW6KFJTYT72Y,2024-12-19T00:05:43.644624394Z,,
01JFE3VY4H7HNM2VKES41PY4BQ,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:07:49.137633442Z,01JFE2F3GA5Q3S2M2VD0KJEAF0,2024-12-19T00:07:49.137633442Z,01JFE3CCBQ47YDA3T67EP5FJFP,2024-12-19T00:07:49.137633442Z,01JFE3JRWEBT60NS9XTC4W1ZWF,2024-12-19T00:07:49.137633442Z,01JFE3JS3BDQGD6AMJ8S14JQ8F,2024-12-19T00:07:49.137633442Z,true,2024-12-19T00:08:16.194893928Z
01JFE3XZVJCF8K03AK07AWFR3R,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:08:56.43457251Z,01JFE2F3G88EFKXAZ79VCSWHZ9,2024-12-19T00:08:56.43457251Z,01JFE3C777EKW74B4WG3R493EE,2024-12-19T00:08:56.43457251Z,01JFE3P1NRJCZV0V37QSEYTJ9X,2024-12-19T00:08:56.43457251Z,01JFE3P1VMN877WCE05GG7AE53,2024-12-19T00:08:56.43457251Z,,
01JFE446YDTA4RNM4CYX0PEG31,01JFE2F3F5HJQFAZ9GTKYACR7B,2024-12-19T00:12:20.301519968Z,01JFE2F3GA5Q3S2M2VD0KJEAF0,2024-12-19T00:12:20.301519968Z,01JFE3F9A7MC48ZJQXD4G22DQY,2024-12-19T00:12:20.301519968Z,01JFE3JRWXAFKWEAA3RAZX1ZB7,2024-12-19T00:12:20.301519968Z,01JFE3JS8RW6JVARW7N2Y1R4G9,2024-12-19T00:12:20.301519968Z,true,2024-12-19T00:12:35.619890419Z
