roundID,gameID,trialNum,block,selectionMadeAt,correct,stage_started,stage_ended,playerID,renderedAt
01M0XEYNWTZT82J1K53F3HJ7CH,01M0XEBHFAZN8J8K9QJ4PMADCV,13,2,1787697052720,TRUE,2026-08-25T22:29:55Z,2026-08-25T22:30:55Z,01M0XES5Y1NQT19B2QBEJ1SE2V,1787696992642
01M0XEYNWTZT82J1K53F3HJ7CH,01M0XEBHFAZN8J8K9QJ4PMADCV,13,2,1787697052720,TRUE,2026-08-25T22:29:55Z,2026-08-25T22:30:55Z,01M0XEREB3GCTAQVXHQ8WY91H4,1787696996253
01M0XFQX013E4F044HJKS952NR,01M0XEP3TXK5Z02SVJR2VASG8P,22,2,1787697151691,TRUE,2026-08-25T22:32:02Z,2026-08-25T22:32:32Z,01M0XFGKS364T502MY6BASRSP2,1787697122643
01M0XFQX013E4F044HJKS952NR,01M0XEP3TXK5Z02SVJR2VASG8P,22,2,1787697151691,TRUE,2026-08-25T22:32:02Z,2026-08-25T22:32:32Z,01M0XEX8ATRQ9G1A1T9FCE8VQM,1787697121766
01M0XEXFQXV1J847S8027TZW45,01M0XEBFZ0825AFF4R333DJ4HK,40,4,1787697022586,TRUE,2026-08-25T22:30:07Z,2026-08-25T22:30:22Z,01M0XER0XX29HJPEX4FRYGSWYD,1787697007039
01M0XEXFQXV1J847S8027TZW45,01M0XEBFZ0825AFF4R333DJ4HK,40,4,1787697022586,TRUE,2026-08-25T22:30:07Z,2026-08-25T22:30:22Z,01M0XEQXMFVE0GRKM8DY7Y5DHN,1787697007205
01M0XF75C9RVXWSCCXZWXM2Z8Q,01M0XEBJH4G5D0NKPXZ6BYKGS7,40,4,1787697265472,TRUE,2026-08-25T22:33:54Z,2026-08-25T22:34:25Z,01M0XERQ8TV5N8Y3NVYKQG5TNE,1787697233516
01M0XF75C9RVXWSCCXZWXM2Z8Q,01M0XEBJH4G5D0NKPXZ6BYKGS7,40,4,1787697265472,TRUE,2026-08-25T22:33:54Z,2026-08-25T22:34:25Z,01M0XER6FPF3N9GKNC8JSYE9M7,1787697234826
01M0XEYNY1TAXERJDH8BHYEHHG,01M0XEBHFAZN8J8K9QJ4PMADCV,37,4,1787698132549,TRUE,2026-08-25T22:48:34Z,2026-08-25T22:48:55Z,01M0XEREB3GCTAQVXHQ8WY91H4,1787698115230
01M0XEYNY1TAXERJDH8BHYEHHG,01M0XEBHFAZN8J8K9QJ4PMADCV,37,4,1787698132549,TRUE,2026-08-25T22:48:34Z,2026-08-25T22:48:55Z,01M0XES5Y1NQT19B2QBEJ1SE2V,1787698112390
01M0XF02YH0PNGKNPHKAE8S9SC,01M0XEBFYZ40VDCCZ70PM6EWHK,17,2,1787696052951,TRUE,2026-08-25T22:13:51Z,2026-08-25T22:14:13Z,01M0XERQP1ZQ8ZKRV6F98VE778,1787696031258
