roundID,gameID,phase,trialNum,repNum,targetNum,numTrials,numTrialsPerBlock,setId,target,targetLabel,tangramURLs,displayLabels,response,correct,selection,director,matcher,selectionMadeAt,clickBlockedAt,block
01M20YD60Y1HMSHTYN5JBH5N7H,01M20WZK57NAX0A8X7B3WNHQN9,training,30,2,7,48,12,8,/tangrams/447_295.png,F7,"[""/tangrams/368_436.png"",""/tangrams/447_295.png"",""/tangrams/265_235.png"",""/tangrams/277_238.png""]","[""A1"",""F7"",""C3"",""F8""]",/tangrams/447_295.png,TRUE,/tangrams/447_295.png,01M20Y7KTG16QCRZCK67K4YDTR,01M20XW9BF9HJ5QA1N7YCTN8ZM,1788887043998,NA,3
01M20YSTP17CHW2HDGMSZ7RNXE,01M20X0YW80CVJTXB8KR0PJ9Z8,training,12,1,1,48,12,8,/tangrams/192_436.png,D1,"[""/tangrams/192_436.png"",""/tangrams/353_235.png"",""/tangrams/368_444.png"",""/tangrams/265_219.png""]","[""D1"",""B3"",""A4"",""C2""]",NA,NA,NA,NA,NA,NA,NA,2
01M215GG36GZCGBD687R54GYD9,01M20X14TPRK3E5KMRXWZZW19Q,training,19,1,8,48,12,9,/tangrams/49_469.png,D4,"[""/tangrams/455_435.png"",""/tangrams/47_268.png"",""/tangrams/364_46.png"",""/tangrams/49_469.png""]","[""F4"",""F6"",""F1"",""D4""]",/tangrams/47_268.png,FALSE,/tangrams/47_268.png,01M214B7NK5TMY7WTYY3DVP911,01M214C4QNBNJ9JQSE7YJ5TDCV,1788894799489,NA,2
01M215Z27GJVMGMQWEZ46XXKTK,01M20X14TTKZWGB70XGMAFRR2H,training,2,0,3,48,12,8,/tangrams/353_444.png,B4,"[""/tangrams/353_436.png"",""/tangrams/368_444.png"",""/tangrams/192_235.png"",""/tangrams/353_444.png""]","[""B1"",""A4"",""D3"",""B4""]",NA,FALSE,NA,01M215FK0ZT4PGXXVV13WRHJPB,01M215F66CRM1GV0R6SDQ69WCM,NA,NA,1
01M214K25WQ7RF53J9Q3F609WH,01M20X11N5A2NXXZZPJ1AXFSW6,training,21,1,10,48,12,9,/tangrams/39_129.png,C3,"[""/tangrams/364_46.png"",""/tangrams/6_423.png"",""/tangrams/49_469.png"",""/tangrams/39_129.png""]","[""F1"",""F3"",""D4"",""C3""]",/tangrams/39_129.png,TRUE,/tangrams/39_129.png,01M214DGSKEJ8ZAHQ4WC2E0G7N,01M214ERNYBYY3EBY90CCRQDQJ,1788893277623,NA,2
01M214NB819KK3218NCSZWPR3X,01M20X13PJV655EHMJRF5XR4PG,training,33,2,10,48,12,10,/tangrams/315_224.png,F6,"[""/tangrams/405_327.png"",""/tangrams/18_463.png"",""/tangrams/315_224.png"",""/tangrams/426_419.png""]","[""F1"",""A1"",""F6"",""F8""]",NA,NA,NA,NA,NA,NA,NA,3
01M214QKE2KFTQG4QDKVMGWDE9,01M20X0YW742ZY2EX5FCQ61EFA,training,0,0,1,48,12,8,/tangrams/192_219.png,D2,"[""/tangrams/368_219.png"",""/tangrams/192_235.png"",""/tangrams/353_436.png"",""/tangrams/192_219.png""]","[""A2"",""D3"",""B1"",""D2""]",NA,NA,NA,NA,NA,NA,NA,1
01M215348GMT64BWM4375K8V78,01M20X13PNQ3DCXFM6ND825C25,training,3,0,4,48,12,9,/tangrams/39_469.png,C4,"[""/tangrams/39_469.png"",""/tangrams/144_469.png"",""/tangrams/39_34.png"",""/tangrams/49_181.png""]","[""C4"",""B4"",""C2"",""D1""]",/tangrams/39_469.png,TRUE,/tangrams/39_469.png,01M214JN3YRRY4RAVQ10A1MK5E,01M214P0SMCPMD4G6CRK6QKHYR,1788893655717,NA,1
01M215HJ5B6JHSY0DW3YFTK8SW,01M20X148Y8KBRQFNJT9HAMJT5,training,23,1,12,48,12,10,/tangrams/62_364.png,C2,"[""/tangrams/62_107.png"",""/tangrams/382_364.png"",""/tangrams/62_364.png"",""/tangrams/411_112.png""]","[""C4"",""D2"",""C2"",""B3""]",/tangrams/62_364.png,TRUE,/tangrams/62_364.png,01M214DZ3N8JPJ1Z6KSP8PYNZQ,01M214PMGV2W0E0MG6FCTN05EB,1788895928930,NA,2
01M20XZDABVCQNXB0BZFCK6AG6,01M20WZK596SFHM9YDB6TD7NK1,training,11,0,12,48,12,6,/tangrams/81_264.png,B1,"[""/tangrams/445_264.png"",""/tangrams/81_153.png"",""/tangrams/4_437.png"",""/tangrams/81_264.png""]","[""D1"",""B4"",""C2"",""B1""]",/tangrams/81_264.png,TRUE,/tangrams/81_264.png,01M20X6CEXP7W9NTPEWK7QNX8Z,01M20XSN3R16DSBXVRQKQSS665,1788886431516,NA,1
01M20YKRZSNNTYN7SVK650E64T,01M20WZK5AY7SPG9YB2GY60XCH,training,3,0,4,48,12,8,/tangrams/368_235.png,A3,"[""/tangrams/368_235.png"",""/tangrams/353_436.png"",""/tangrams/265_444.png"",""/tangrams/192_219.png""]","[""A3"",""B1"",""C4"",""D2""]",NA,FALSE,NA,01M20YD36D9GBWB9F2CSWYDDZG,01M20YEZPY4YD17Q43C82WMQ6Y,NA,NA,1
01M215B0Y8TF6X05M1B527CR6W,01M20X13PPQ56SF2D1TXYZ1GT1,training,17,1,6,48,12,8,/tangrams/368_444.png,A4,"[""/tangrams/265_219.png"",""/tangrams/368_444.png"",""/tangrams/192_436.png"",""/tangrams/353_235.png""]","[""C2"",""A4"",""D1"",""B3""]",/tangrams/368_444.png,TRUE,/tangrams/368_444.png,01M21549E1T7PGG1H0FCWWP74Z,01M2155RV91S7EYVKS22CN3J6W,1788894787613,NA,2
01M215BM38NZMVBE47RMDND84B,01M20X148Y8KBRQFNJTS9AKRW4,training,10,0,11,48,12,9,/tangrams/49_129.png,D3,"[""/tangrams/39_181.png"",""/tangrams/130_34.png"",""/tangrams/144_469.png"",""/tangrams/49_129.png""]","[""C1"",""A2"",""B4"",""D3""]",/tangrams/49_129.png,TRUE,/tangrams/49_129.png,01M2154JXMHS9BTWF8FWDE7774,01M21546HN9E95PWNR6ZWTAMM2,1788894391149,NA,1
01M215BM8ZC1V9T3T1KEB9BKN8,01M20X148Y8KBRQFNJTS9AKRW4,training,43,3,8,48,12,9,/tangrams/144_469.png,B4,"[""/tangrams/144_469.png"",""/tangrams/49_129.png"",""/tangrams/130_34.png"",""/tangrams/39_181.png""]","[""B4"",""D3"",""A2"",""C1""]",/tangrams/144_469.png,TRUE,/tangrams/144_469.png,01M21546HN9E95PWNR6ZWTAMM2,01M2154JXMHS9BTWF8FWDE7774,1788895416493,NA,4
01M215GGK7GWDRSGRKZWFW1SB9,01M20X14TPRK3E5KMRXWZZW19Q,training,44,3,9,48,12,9,/tangrams/89_182.png,F5,"[""/tangrams/436_72.png"",""/tangrams/144_34.png"",""/tangrams/89_182.png"",""/tangrams/47_268.png""]","[""F7"",""B2"",""F5"",""F6""]",/tangrams/89_182.png,TRUE,/tangrams/89_182.png,01M214C4QNBNJ9JQSE7YJ5TDCV,01M214B7NK5TMY7WTYY3DVP911,1788895559435,NA,4
01M215HHRV1WD7HW4N340FG8SE,01M20X148Y8KBRQFNJT9HAMJT5,training,29,2,6,48,12,10,/tangrams/62_107.png,C4,"[""/tangrams/62_463.png"",""/tangrams/382_112.png"",""/tangrams/18_107.png"",""/tangrams/62_107.png""]","[""C1"",""D3"",""A4"",""C4""]",/tangrams/62_107.png,TRUE,/tangrams/62_107.png,01M214DZ3N8JPJ1Z6KSP8PYNZQ,01M214PMGV2W0E0MG6FCTN05EB,1788896214030,NA,3
01M215HJ86MFJ028DRVWEW6ZVM,01M20X148Y8KBRQFNJT9HAMJT5,training,20,1,9,48,12,10,/tangrams/382_112.png,D3,"[""/tangrams/411_112.png"",""/tangrams/18_364.png"",""/tangrams/382_112.png"",""/tangrams/382_463.png""]","[""B3"",""A2"",""D3"",""D1""]",/tangrams/382_112.png,TRUE,/tangrams/382_112.png,01M214PMGV2W0E0MG6FCTN05EB,01M214DZ3N8JPJ1Z6KSP8PYNZQ,1788895828272,NA,2
