id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01J1QS8AFRSQJ179DY4SNCTZ9X,01J1QNEE1411JQHNJP627GJF23,2024-07-01T18:34:59.448950144Z,01J1QNEE1QGJVSMNPAJZ8D88KJ,2024-07-01T18:34:59.448950144Z,01J1QR2HT24AKE7JX92ZR1W6VW,2024-07-01T18:34:59.448950144Z,01J1QR66VS21RSM6TFXKZY78QJ,2024-07-01T18:34:59.448950144Z,01J1QR6A7P7BD1X7R2V970PRHA,2024-07-01T18:34:59.448950144Z,,
01J1QQ43TBG75Q01096J40ZPPT,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:57:44.395505311Z,01J1QNE12S0A8AFYPZ0YNZWKYZ,2024-07-01T17:57:44.395505311Z,01J1QPGXQ7X7C7JMSD79W3YNFN,2024-07-01T17:57:44.395505311Z,01J1QPKY50A87WT4HKDK9PTEDF,2024-07-01T17:57:44.395505311Z,01J1QPKYJZ1J5AM71WD1HH534F,2024-07-01T17:57:44.395505311Z,true,2024-07-01T17:57:57.62249174Z
01J1QQNX8GMVHBVAJYNQ39SNTB,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T18:07:27.504187204Z,01J1QNE12S0A8AFYPZ0YNZWKYZ,2024-07-01T18:07:27.504187204Z,01J1QP7XZ1XMFRVJA0S6QFSRVV,2024-07-01T18:07:27.504187204Z,01J1QPKY7RPHC2J84CHW24G9RX,2024-07-01T18:07:27.504187204Z,01J1QPKZ3P1Q12ZHQKQ2GYJVWS,2024-07-01T18:07:27.504187204Z,true,2024-07-01T18:07:38.314494119Z
01J1QQYP3DNMTKRYRSXGDGYN19,01J1QNE398RS8YBXTYNPZB97GK,2024-07-01T18:12:15.085914164Z,01J1QNE39Q81W3DCXXJZ95X0QX,2024-07-01T18:12:15.085914164Z,01J1QPP5FHS8AKK5B38G9MADE5,2024-07-01T18:12:15.085914164Z,01J1QQ0DWJ4HGRQQZZ4APQW7KQ,2024-07-01T18:12:15.085914164Z,01J1QQ0ERGWJB2DXY8XZ0WCDWA,2024-07-01T18:12:15.085914164Z,true,2024-07-01T18:12:28.621709898Z
01J1QRBCZD424ZA39Q8MGE1J27,01J1QNE398RS8YBXTYNPZB97GK,2024-07-01T18:19:11.725907911Z,01J1QNE39PJ7B8A0REVHZR1A7K,2024-07-01T18:19:11.725907911Z,01J1QPG26V5ZV71W11JWX04KZ5,2024-07-01T18:19:11.725907911Z,01J1QPT6C40RHHMGSXHKD684GE,2024-07-01T18:19:11.725907911Z,01J1QPT7E1BVRPFE9B22D15Z9Y,2024-07-01T18:19:11.725907911Z,true,2024-07-01T18:19:24.391749559Z
01J1QRWA62NYZJ4C34GVR43C0E,01J1QNE6K879FS2YCCFD4581M2,2024-07-01T18:28:25.922292461Z,01J1QNE6KPS5SV4KX4GKK5GM7S,2024-07-01T18:28:25.922292461Z,01J1QQ1BM5RG1ZHZBXSMZZ8JT3,2024-07-01T18:28:25.922292461Z,01J1QQD4J8P0DCGP5S3AH6YXGH,2024-07-01T18:28:25.922292461Z,01J1QQD6PJQW87TEX9KZNAGGHV,2024-07-01T18:28:25.922292461Z,,
01J1QRZ5JR9VHCN8BQ5SKSMXH1,01J1QNEE1411JQHNJP627GJF23,2024-07-01T18:29:59.512507041Z,01J1QNEE1QGJVSMNPAJZ8D88KJ,2024-07-01T18:29:59.512507041Z,01J1QR2HT24AKE7JX92ZR1W6VW,2024-07-01T18:29:59.512507041Z,01J1QR66FNGQKR4C4Q02N616YX,2024-07-01T18:29:59.512507041Z,01J1QR68WG2K7M2ASS6Z279BS9,2024-07-01T18:29:59.512507041Z,,
01J1QS3ATXD0S18E2DX4YMJ1WF,01J1QNEE1411JQHNJP627GJF23,2024-07-01T18:32:15.965831403Z,01J1QNEE1QGJVSMNPAJZ8D88KJ,2024-07-01T18:32:15.965831403Z,01J1QR2HT24AKE7JX92ZR1W6VW,2024-07-01T18:32:15.965831403Z,01J1QR66KE3SVMNAAJC0YJV80R,2024-07-01T18:32:15.965831403Z,01J1QR69GE2CFYTZRTEXNXW6EQ,2024-07-01T18:32:15.965831403Z,true,2024-07-01T18:32:23.353685256Z
01J1QTDK3XRZT1GV8JWR05FJNB,01J1QNEE1411JQHNJP627GJF23,2024-07-01T18:55:20.701215938Z,01J1QNEE1P53GVS68GZ19GDF41,2024-07-01T18:55:20.701215938Z,01J1QS2KRRWD8J83308W83QRTG,2024-07-01T18:55:20.701215938Z,01J1QSH3HGYKM0NTJDA7NNQXB7,2024-07-01T18:55:20.701215938Z,01J1QSH7JT0S7TR8QQS8QEPXD9,2024-07-01T18:55:20.701215938Z,,
01J1QPXV5NK16Y8PMMBNJAHF03,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:54:18.933734129Z,01J1QNE12VV9T74DS9BE310JQ7,2024-07-01T17:54:18.933734129Z,01J1QP70Q80X396GT32EZF7VE8,2024-07-01T17:54:18.933734129Z,01J1QPEP0TB17WQ2YFKHSJQ325,2024-07-01T17:54:18.933734129Z,01J1QPEP7YWVAA14PZZ4299A4D,2024-07-01T17:54:18.933734129Z,,
01J1QPY0ATHSV59W54VTQEAW5J,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:54:24.21856934Z,01J1QNE12RAT2HV30CJ14B10MV,2024-07-01T17:54:24.21856934Z,01J1QPAS1AJNDX5MJTBT0JZSV4,2024-07-01T17:54:24.21856934Z,01J1QPCNHF1E3A9M143Y02Z7GM,2024-07-01T17:54:24.21856934Z,01J1QPCP0RK3V0T357DQZMBS78,2024-07-01T17:54:24.21856934Z,true,2024-07-01T17:54:30.844687031Z
01J1QQZETQAMKESDXN3EG1XJ2A,01J1QNE398RS8YBXTYNPZB97GK,2024-07-01T18:12:40.407850828Z,01J1QNE39PJ7B8A0REVHZR1A7K,2024-07-01T18:12:40.407850828Z,01J1QPMY2ZFVFB9RHCKG4TKJ89,2024-07-01T18:12:40.407850828Z,01J1QPT69H1J33HX21HYYDGEDX,2024-07-01T18:12:40.407850828Z,01J1QPT73ZMMPDE4NR8VCK1E1A,2024-07-01T18:12:40.407850828Z,true,2024-07-01T18:12:59.678385814Z
01J1QTDTR552FT1MX8JQMRBZM1,01J1QNEE1411JQHNJP627GJF23,2024-07-01T18:55:28.517980763Z,01J1QNEE1NSP9W3MM8ZJCN4WGY,2024-07-01T18:55:28.517980763Z,01J1QR98XPXSB0MS7PX3JV694M,2024-07-01T18:55:28.517980763Z,01J1QRJ4KJR38GHATX4RRDC8S8,2024-07-01T18:55:28.517980763Z,01J1QRJ94D3CTTHV5MNPH3Y753,2024-07-01T18:55:28.517980763Z,,
01J1QQF76TADF6FF92F40RSY4D,01J1QNE398RS8YBXTYNPZB97GK,2024-07-01T18:03:48.314767Z,01J1QNE39Q81W3DCXXJZ95X0QX,2024-07-01T18:03:48.314767Z,01J1QPP5FHS8AKK5B38G9MADE5,2024-07-01T18:03:48.314767Z,01J1QQ0DSQ0A1G086A8RBZ0CAN,2024-07-01T18:03:48.314767Z,01J1QQ0E8XRPBR8AJBB418PPJE,2024-07-01T18:03:48.314767Z,true,2024-07-01T18:04:26.530424177Z
01J1QRK1QFDJ3TKG821M74TB5Y,01J1QNE398RS8YBXTYNPZB97GK,2024-07-01T18:23:22.3520317Z,01J1QNE39PJ7B8A0REVHZR1A7K,2024-07-01T18:23:22.3520317Z,01J1QPG26V5ZV71W11JWX04KZ5,2024-07-01T18:23:22.3520317Z,01J1QPT6CTK36HREAGFCG6SQ0M,2024-07-01T18:23:22.3520317Z,01J1QPT7MGKKSHDGT7EDDC9WC0,2024-07-01T18:23:22.3520317Z,,
01J1QPEM7MHD8YAJAR9H7TXZ69,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:46:00.308408507Z,01J1QNE12RAT2HV30CJ14B10MV,2024-07-01T17:46:00.308408507Z,01J1QPAS1AJNDX5MJTBT0JZSV4,2024-07-01T17:46:00.308408507Z,01J1QPCNH52CY1WB9GQMP2XTCV,2024-07-01T17:46:00.308408507Z,01J1QPCNMKS748D20KYWY7YKQN,2024-07-01T17:46:00.308408507Z,,
01J1QQ2DPFWA8K9AD61ZYAQD1B,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:56:48.975184716Z,01J1QNE12S0A8AFYPZ0YNZWKYZ,2024-07-01T17:56:48.975184716Z,01J1QP7XZ1XMFRVJA0S6QFSRVV,2024-07-01T17:56:48.975184716Z,01J1QPKY6C94YZFQGNTB17T6WV,2024-07-01T17:56:48.975184716Z,01J1QPKYHC5EMFGY4AMG2NCY8T,2024-07-01T17:56:48.975184716Z,true,2024-07-01T17:57:01.111371859Z
01J1QQ6DEWY0ZFDVQ06VPGKFD0,01J1QNE11Z45RGCN8KT7NWPAJ4,2024-07-01T17:58:59.80501826Z,01J1QNE12RAT2HV30CJ14B10MV,2024-07-01T17:58:59.80501826Z,01J1QPAS1AJNDX5MJTBT0JZSV4,2024-07-01T17:58:59.80501826Z,01J1QPCNHW0YQ24BVJ0EYXMWHR,2024-07-01T17:58:59.80501826Z,01J1QPCPAM6GPYAHRDNSV3B8HD,2024-07-01T17:58:59.80501826Z,true,2024-07-01T17:59:04.69381579Z
01J1QQM2JAX6MV79CTQ6V5KA92,01J1QNE6K879FS2YCCFD4581M2,2024-07-01T18:06:27.402958341Z,01J1QNE6KPS5SV4KX4GKK5GM7S,2024-07-01T18:06:27.402958341Z,01J1QQ1484JXPJV4A4KFQMVC0S,2024-07-01T18:06:27.402958341Z,01J1QQD48AE9FJ9A9KH46WHNB5,2024-07-01T18:06:27.402958341Z,01J1QQD4T67C09G4QH0MVVJV6K,2024-07-01T18:06:27.402958341Z,true,2024-07-01T18:07:03.401656559Z
