id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JGMQNYSY0DS1TS2WHBRAGDJP,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:05:13.15014745Z,3,2025-01-03T00:05:13.15014745Z,false,2025-01-03T00:05:13.15014745Z,01JGMPEGCCTMJ7086RP1QDWA0E,2025-01-03T00:05:13.15014745Z,1,2025-01-03T00:05:13.15014745Z,,,feedback,2025-01-03T00:05:13.15014745Z,01JGMQNXXN6T416QRW3QBYZC9G,2025-01-03T00:05:13.15014745Z,false,2025-01-03T00:05:13.15014745Z,,,01JGMQNYSPPQ57Y46WJWX5BH9P,2025-01-03T00:05:13.15014745Z
01JGMQNFZ14VTJWTZRFX650CSW,01JGMPEKW1V97KK4X1VQTESBEP,2025-01-03T00:04:57.953571244Z,60,2025-01-03T00:04:57.953571244Z,true,2025-01-03T00:23:04.136254418Z,01JGMPEKWGHHVPTB7Y1WE4VE72,2025-01-03T00:04:57.953571244Z,0,2025-01-03T00:04:57.953571244Z,true,2025-01-03T00:22:53.894781596Z,selection,2025-01-03T00:04:57.953571244Z,01JGMQNFDQWT2CH8PSYDEY3DKW,2025-01-03T00:04:57.953571244Z,true,2025-01-03T00:22:53.856533871Z,true,2025-01-03T00:22:53.923422573Z,01JGMQNFYWKJPTZQA03Z26TC40,2025-01-03T00:04:57.953571244Z
01JGMQNYW6F1W0NPK06XBP96WH,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:05:13.222760545Z,3,2025-01-03T00:05:13.222760545Z,false,2025-01-03T00:05:13.222760545Z,01JGMPEGCCTMJ7086RP1QDWA0E,2025-01-03T00:05:13.222760545Z,1,2025-01-03T00:05:13.222760545Z,,,feedback,2025-01-03T00:05:13.222760545Z,01JGMQNXZRTA6MY79PYY653342,2025-01-03T00:05:13.222760545Z,false,2025-01-03T00:05:13.222760545Z,,,01JGMQNYW0TCCQYHGRW1Y15P7K,2025-01-03T00:05:13.222760545Z
01JGMQW3FSNCET3B4A6SAY6QKK,01JGMPEKW1V97KK4X1VQTESBEP,2025-01-03T00:08:34.553539247Z,60,2025-01-03T00:08:34.553539247Z,false,2025-01-03T00:08:34.553539247Z,01JGMPEKWGHHVPTB7Y2D6260DM,2025-01-03T00:08:34.553539247Z,0,2025-01-03T00:08:34.553539247Z,,,selection,2025-01-03T00:08:34.553539247Z,01JGMQW2ZN4N40J1CQ50PNZDH2,2025-01-03T00:08:34.553539247Z,false,2025-01-03T00:08:34.553539247Z,,,01JGMQW3FKRGTQSR7BEX9K6T4S,2025-01-03T00:08:34.553539247Z
01JGMRXHBYSXB9XS4S40FYRYSY,01JGMPDZ376T9XHA8WCVV40Y2J,2025-01-03T00:26:50.110432502Z,60,2025-01-03T00:26:50.110432502Z,false,2025-01-03T00:26:50.110432502Z,01JGMPDZ43FFD9JRQ4AJG1MR0F,2025-01-03T00:26:50.110432502Z,0,2025-01-03T00:26:50.110432502Z,,,selection,2025-01-03T00:26:50.110432502Z,01JGMRXDP23EDNMBVDD4KGS5D7,2025-01-03T00:26:50.110432502Z,false,2025-01-03T00:26:50.110432502Z,,,01JGMRXHBG31K7C75V662FRCFJ,2025-01-03T00:26:50.110432502Z
01JGMQWK64WG7T811XQ93JGEQ2,01JGMPE57MXBQ4QHPBXP8PZ1NK,2025-01-03T00:08:50.628062478Z,60,2025-01-03T00:08:50.628062478Z,true,2025-01-03T00:10:32.529266874Z,01JGMPE587BR7N7WSVT2WDGBYZ,2025-01-03T00:08:50.628062478Z,0,2025-01-03T00:08:50.628062478Z,true,2025-01-03T00:09:52.55458801Z,selection,2025-01-03T00:08:50.628062478Z,01JGMQWK058KBAF4GT5WTG0HBH,2025-01-03T00:08:50.628062478Z,true,2025-01-03T00:09:52.53386775Z,true,2025-01-03T00:09:52.572534815Z,01JGMQWK5ZTQ35837NDK5432XE,2025-01-03T00:08:50.628062478Z
01JGMR2HVBYSFR6W96MGHN0KR1,01JGMPDZ376T9XHA8WCVV40Y2J,2025-01-03T00:12:05.867974257Z,60,2025-01-03T00:12:05.867974257Z,true,2025-01-03T00:25:14.847218212Z,01JGMPDZ43FFD9JRQ4A4DMTRA1,2025-01-03T00:12:05.867974257Z,0,2025-01-03T00:12:05.867974257Z,true,2025-01-03T00:24:38.808493736Z,selection,2025-01-03T00:12:05.867974257Z,01JGMR2H4CKCKW46GC2K7SXM4Z,2025-01-03T00:12:05.867974257Z,true,2025-01-03T00:24:38.743715597Z,true,2025-01-03T00:24:38.836343756Z,01JGMR2HV4BTA9126EA6TDS44R,2025-01-03T00:12:05.867974257Z
01JGMR6241N444P0DEKCY51K4N,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:14:00.834070666Z,3,2025-01-03T00:14:00.834070666Z,true,2025-01-03T00:39:42.501758563Z,01JGMPEGCD0EX4TXSSNR8YRX74,2025-01-03T00:14:00.834070666Z,1,2025-01-03T00:14:00.834070666Z,true,2025-01-03T00:39:39.441212759Z,feedback,2025-01-03T00:14:00.834070666Z,01JGMR600SSKQC26P0YSEK4XB7,2025-01-03T00:14:00.834070666Z,true,2025-01-03T00:39:39.374217986Z,true,2025-01-03T00:39:39.496288438Z,01JGMR623RK7XD7Z53KEF1R0XG,2025-01-03T00:14:00.834070666Z
01JGMR79YNQTNCJ9HSFDXSAD8C,01JGMPE57MXBQ4QHPBXP8PZ1NK,2025-01-03T00:14:41.621716313Z,3,2025-01-03T00:14:41.621716313Z,true,2025-01-03T00:39:41.526367097Z,01JGMPE5881R3V1FHKJHHTTK7K,2025-01-03T00:14:41.621716313Z,1,2025-01-03T00:14:41.621716313Z,true,2025-01-03T00:39:38.386391173Z,feedback,2025-01-03T00:14:41.621716313Z,01JGMR78HE296DM7F0906D6YGE,2025-01-03T00:14:41.621716313Z,true,2025-01-03T00:39:38.297394752Z,true,2025-01-03T00:39:38.434237143Z,01JGMR79Y99X3DN4BCVHFEG7X7,2025-01-03T00:14:41.621716313Z
01JGMRMPHPQH7XHFG3KPN38D1K,01JGMPDZ376T9XHA8WCVV40Y2J,2025-01-03T00:22:00.502851134Z,3,2025-01-03T00:22:00.502851134Z,true,2025-01-03T00:51:08.701481579Z,01JGMPDZ42BSHFVYVY6M672P0G,2025-01-03T00:22:00.502851134Z,1,2025-01-03T00:22:00.502851134Z,true,2025-01-03T00:51:05.633346866Z,feedback,2025-01-03T00:22:00.502851134Z,01JGMRMMBPS5TQAQVD4CMNC7P0,2025-01-03T00:22:00.502851134Z,true,2025-01-03T00:51:05.538964672Z,true,2025-01-03T00:51:05.695937041Z,01JGMRMPH7MRBJC44G41FDZC6M,2025-01-03T00:22:00.502851134Z
01JGMQNY7CE3C5XQV2N3FG9WE1,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:05:12.556840031Z,60,2025-01-03T00:05:12.556840031Z,false,2025-01-03T00:05:12.556840031Z,01JGMPEGCCTMJ7086RP1QDWA0E,2025-01-03T00:05:12.556840031Z,0,2025-01-03T00:05:12.556840031Z,,,selection,2025-01-03T00:05:12.556840031Z,01JGMQNXY7WE1FVR1F1N2XW5MP,2025-01-03T00:05:12.556840031Z,false,2025-01-03T00:05:12.556840031Z,,,01JGMQNY76CYJQSQ5EVG9EW788,2025-01-03T00:05:12.556840031Z
01JGMQNYEG5A1MKTXHN6VVTS6H,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:05:12.784286591Z,3,2025-01-03T00:05:12.784286591Z,false,2025-01-03T00:05:12.784286591Z,01JGMPEGCCTMJ7086RP1QDWA0E,2025-01-03T00:05:12.784286591Z,1,2025-01-03T00:05:12.784286591Z,,,feedback,2025-01-03T00:05:12.784286591Z,01JGMQNXY4F4FHB8Z8Q8XC1RW4,2025-01-03T00:05:12.784286591Z,false,2025-01-03T00:05:12.784286591Z,,,01JGMQNYEBPGJ5VEQD0XZW5TW6,2025-01-03T00:05:12.784286591Z
01JGMR61EFFRME7ZVCHR9TTW3F,01JGMPEGBWA2MPEFNSAW965NKY,2025-01-03T00:14:00.143595359Z,3,2025-01-03T00:14:00.143595359Z,true,2025-01-03T00:33:33.133036565Z,01JGMPEGCD0EX4TXSSNR8YRX74,2025-01-03T00:14:00.143595359Z,1,2025-01-03T00:14:00.143595359Z,true,2025-01-03T00:33:30.013696401Z,feedback,2025-01-03T00:14:00.143595359Z,01JGMR5ZQ9MM88V1M782J9WA94,2025-01-03T00:14:00.143595359Z,true,2025-01-03T00:33:29.929788249Z,true,2025-01-03T00:33:30.064146764Z,01JGMR61E1MMD3GKHYFAGJE01P,2025-01-03T00:14:00.143595359Z
01JGMR793HDF1KV7Y2XQ0HJ1Y4,01JGMPE57MXBQ4QHPBXP8PZ1NK,2025-01-03T00:14:40.753608558Z,60,2025-01-03T00:14:40.753608558Z,true,2025-01-03T00:26:09.5997023Z,01JGMPE5881R3V1FHKJHHTTK7K,2025-01-03T00:14:40.753608558Z,0,2025-01-03T00:14:40.753608558Z,true,2025-01-03T00:25:50.156978686Z,selection,2025-01-03T00:14:40.753608558Z,01JGMR78BDP7Z1GWDHV4W4ZYRN,2025-01-03T00:14:40.753608558Z,true,2025-01-03T00:25:50.113794097Z,true,2025-01-03T00:25:50.190897907Z,01JGMR793BDE02DD4ZSMRPR4X5,2025-01-03T00:14:40.753608558Z
