id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JFGH3NGFXBVT2CWAS24BZRP8,,,01JFGH3NFTCTZEYR0FRWCBHNPH,2024-12-19T22:37:42.799228894Z,,,,,,,false,2024-12-19T22:37:42.799228894Z,batch ended,2024-12-19T23:23:57.694255531Z,01JFGH3NHJ5CNE916YFH7SJJB8,2024-12-19T22:37:42.837467695Z,,,,,,,,,,,,,,,false,2024-12-19T22:37:42.799228894Z,,,terminated,2024-12-19T23:23:57.694255531Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:37:42.799228894Z,full-comp-within,2024-12-19T22:37:42.799228894Z
01JFGHZ4291GHPXR3P9RE5E3SZ,,,01JFGHZ40JD90CMBR300SGMY8S,2024-12-19T22:52:42.44150457Z,,,,,,,false,2024-12-19T22:52:42.44150457Z,batch ended,2024-12-19T23:24:00.798516034Z,01JFGHZ490TK4NFD3VCQD8RWXX,2024-12-19T22:52:42.662109203Z,,,,,,,,,,,,,,,false,2024-12-19T22:52:42.44150457Z,,,terminated,2024-12-19T23:24:00.798516034Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:52:42.44150457Z,full-comp-between,2024-12-19T22:52:42.44150457Z
01JFGH1XJJRYBQNBNM5JF45TX7,,,01JFGH1XHKWJTME2X41MTMC6AZ,2024-12-19T22:36:45.522877396Z,,,,,,,false,2024-12-19T22:36:45.522877396Z,batch ended,2024-12-19T23:23:47.507456298Z,01JFGH1XN5D3XPFNEJT1261WYG,2024-12-19T22:36:45.610694208Z,,,,,,,,,,,,,,,false,2024-12-19T22:36:45.522877396Z,,,terminated,2024-12-19T23:23:47.507456298Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:36:45.522877396Z,full-comp-within,2024-12-19T22:36:45.522877396Z
01JFGFW0F18H8H6HC435SQXTG5,,,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:16:03.297751153Z,,,,,,,false,2024-12-19T22:16:03.297751153Z,shared lobby timeout,2024-12-19T22:40:03.772998513Z,01JFGFW0GFNF6PCDBDV6X7ERVD,2024-12-19T22:16:03.348996183Z,,,01JFGGYT6FBFH06HFY2SYG5DSP,2024-12-19T22:35:03.767931481Z,,,,,,,,,,,false,2024-12-19T22:16:03.297751153Z,true,2024-12-19T22:39:46.663744901Z,failed,2024-12-19T22:40:03.772998513Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:16:03.297751153Z,full-comp-between,2024-12-19T22:16:03.297751153Z
01JFGFWSJRQGEX631QZMWR7T00,,,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:16:29.016190464Z,,,,,,,false,2024-12-19T22:16:29.016190464Z,shared lobby timeout,2024-12-19T22:38:47.052717275Z,01JFGFWSKGCXQDKJSD4MVN51ZX,2024-12-19T22:16:29.043374023Z,,,01JFGGW7X51MZ0T0FHRAMJ1YBE,2024-12-19T22:33:39.498509526Z,,,,,,,,,,,false,2024-12-19T22:16:29.016190464Z,,,failed,2024-12-19T22:38:47.052717275Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:16:29.016190464Z,full-comp-between,2024-12-19T22:16:29.016190464Z
01JFGH1XJGTBNAZ3QSD4BV4108,,,01JFGH1XHKWJTME2X41MTMC6AZ,2024-12-19T22:36:45.52020111Z,,,,,,,false,2024-12-19T22:36:45.52020111Z,batch ended,2024-12-19T23:23:47.507456298Z,01JFGH1XKRV4T24CTQEQFST5H0,2024-12-19T22:36:45.564931234Z,,,,,,,,,,,,,,,false,2024-12-19T22:36:45.52020111Z,,,terminated,2024-12-19T23:23:47.507456298Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:36:45.52020111Z,full-comp-between,2024-12-19T22:36:45.52020111Z
01JFGH3NGJ573NMXG7YJ9M5RQE,,,01JFGH3NFTCTZEYR0FRWCBHNPH,2024-12-19T22:37:42.802152576Z,,,,,,,false,2024-12-19T22:37:42.802152576Z,batch ended,2024-12-19T23:23:57.694255531Z,01JFGH3NJJD328F9AZ31S3S335,2024-12-19T22:37:42.871967652Z,,,,,,,,,,,,,,,false,2024-12-19T22:37:42.802152576Z,,,terminated,2024-12-19T23:23:57.694255531Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:37:42.802152576Z,full-comp-between,2024-12-19T22:37:42.802152576Z
01JFGFW0F27SHDS0SFHRM30VA0,2,2024-12-19T22:38:38.545693804Z,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:16:03.298708835Z,"[10,330,52,363,308,102,156,317,294,319,327,42,306,320,88,362]",2024-12-19T22:38:39.074778652Z,4,2024-12-19T22:38:38.600056375Z,noncomp,2024-12-19T22:38:38.600056375Z,true,2024-12-19T23:02:09.696246859Z,end of game,2024-12-19T23:02:09.762310112Z,01JFGFW0JNCBRV72VDTGGQTKZ7,2024-12-19T22:16:03.416648647Z,true,2024-12-19T22:38:39.074778652Z,01JFGGZM7XHFV2VZPSXG6BQQ35,2024-12-19T22:35:30.43816442Z,3,2024-12-19T22:38:38.600056375Z,90,2024-12-19T22:38:38.600056375Z,63,2024-12-19T22:38:39.074778652Z,1,2024-12-19T22:38:38.600056375Z,null,2024-12-19T23:02:09.696246859Z,true,2024-12-19T22:38:38.545693804Z,true,2024-12-19T22:36:17.631688815Z,ended,2024-12-19T23:02:09.762310112Z,"[[157,10],[174,330],[93,52],[147,363],[90,308],[268,102],[357,156],[244,317],[283,294],[326,319],[38,327],[469,42],[54,306],[425,320],[73,88],[57,362]]",2024-12-19T22:38:39.074778652Z,"[157,174,93,147,90,268,357,244,283,326,38,469,54,425,73,57]",2024-12-19T22:38:39.074778652Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:16:03.298708835Z,full-noncomp,2024-12-19T22:16:03.298708835Z
01JFGFWXS1CYQ8W171661NCV0C,2,2024-12-19T22:32:51.19251378Z,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:16:33.313836428Z,"[281,162,459,401,282,121,354,268,224,61,311,307,19,290,347,273]",2024-12-19T22:32:51.427664547Z,4,2024-12-19T22:32:51.2088744Z,noncomp,2024-12-19T22:32:51.2088744Z,true,2024-12-19T23:02:41.104096702Z,end of game,2024-12-19T23:02:41.181568032Z,01JFGFWXTQYW59S8R5HVY5YVPH,2024-12-19T22:16:33.370473944Z,true,2024-12-19T22:32:51.427664547Z,01JFGGSMV2JHVSDZQ6G0JAYZ0N,2024-12-19T22:32:14.439905311Z,3,2024-12-19T22:32:51.2088744Z,180,2024-12-19T22:32:51.2088744Z,63,2024-12-19T22:32:51.427664547Z,1,2024-12-19T22:32:51.2088744Z,null,2024-12-19T23:02:41.104096702Z,true,2024-12-19T22:32:51.19251378Z,true,2024-12-19T22:32:51.19251378Z,ended,2024-12-19T23:02:41.181568032Z,"[[52,281],[462,162],[153,459],[39,401],[227,282],[158,121],[378,354],[225,268],[118,224],[467,61],[174,311],[32,307],[312,19],[176,290],[389,347],[363,273]]",2024-12-19T22:32:51.427664547Z,"[52,462,153,39,227,158,378,225,118,467,174,32,312,176,389,363]",2024-12-19T22:32:51.427664547Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:16:33.313836428Z,full-noncomp,2024-12-19T22:16:33.313836428Z
01JFGFWSJTPRE578HBRT5YXA5V,2,2024-12-19T22:34:31.729562768Z,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:16:29.018230227Z,"[390,40,218,258,92,407,263,199,141,197,348,248,188,1,185,14]",2024-12-19T22:34:31.971516512Z,4,2024-12-19T22:34:31.750032226Z,noncomp,2024-12-19T22:34:31.750032226Z,true,2024-12-19T23:11:05.358807858Z,end of game,2024-12-19T23:11:05.407565191Z,01JFGFWSMY9J7DM04VQJZBCV31,2024-12-19T22:16:29.088545349Z,true,2024-12-19T22:34:31.971516512Z,01JFGGV1M92YV24N5FZD2ZWVYD,2024-12-19T22:33:00.302450459Z,3,2024-12-19T22:34:31.750032226Z,180,2024-12-19T22:34:31.750032226Z,63,2024-12-19T22:34:31.971516512Z,1,2024-12-19T22:34:31.750032226Z,null,2024-12-19T23:11:05.358807858Z,true,2024-12-19T22:34:31.729562768Z,true,2024-12-19T22:34:31.729562768Z,ended,2024-12-19T23:11:05.407565191Z,"[[372,390],[123,40],[368,218],[379,258],[304,92],[435,407],[52,263],[430,199],[111,141],[394,197],[125,348],[234,248],[306,188],[88,1],[192,185],[401,14]]",2024-12-19T22:34:31.971516512Z,"[372,123,368,379,304,435,52,430,111,394,125,234,306,88,192,401]",2024-12-19T22:34:31.971516512Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2024-12-19T22:16:29.018230227Z,full-noncomp,2024-12-19T22:16:29.018230227Z
