id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JFGHC2FVHPQQH2BFZG9WP3EH,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:18.235546102Z,3,2024-12-19T22:42:18.235546102Z,true,2024-12-19T23:08:58.190353777Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:18.235546102Z,1,2024-12-19T22:42:18.235546102Z,true,2024-12-19T23:08:55.0886415Z,feedback,2024-12-19T22:42:18.235546102Z,01JFGHBZW76EN247R5VAM3JFDH,2024-12-19T22:42:18.235546102Z,true,2024-12-19T23:08:54.968727821Z,true,2024-12-19T23:08:55.18242842Z,01JFGHC2FBBGHZFJ1NBQKP03R5,2024-12-19T22:42:18.235546102Z
01JFGGXVRPHYE9J6KXNM8QQHJM,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:34:32.598174191Z,60,2024-12-19T22:34:32.598174191Z,true,2024-12-19T22:58:31.81807556Z,01JFGFWSJTPRE578HBRT5YXA5V,2024-12-19T22:34:32.598174191Z,0,2024-12-19T22:34:32.598174191Z,true,2024-12-19T22:58:00.945183851Z,selection,2024-12-19T22:34:32.598174191Z,01JFGGXV3DF1XS9GW764JG1YAK,2024-12-19T22:34:32.598174191Z,true,2024-12-19T22:58:00.893171778Z,true,2024-12-19T22:58:00.987079673Z,01JFGGXVRFGXM4EXXQBJM6SR7E,2024-12-19T22:34:32.598174191Z
01JFGH0329FBRHKN2RCT8APQSZ,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:35:45.609698503Z,60,2024-12-19T22:35:45.609698503Z,false,2024-12-19T22:35:45.609698503Z,01JFGFWXS1CYQ8W1715TNGRP4P,2024-12-19T22:35:45.609698503Z,0,2024-12-19T22:35:45.609698503Z,,,selection,2024-12-19T22:35:45.609698503Z,01JFGH02D5VFV3XKH938MSRQ7S,2024-12-19T22:35:45.609698503Z,false,2024-12-19T22:35:45.609698503Z,,,01JFGH0324KFXXMHN7DC92YBM2,2024-12-19T22:35:45.609698503Z
01JFGHC0WQNE0695Q4MHJAQXF3,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:16.599772014Z,3,2024-12-19T22:42:16.599772014Z,true,2024-12-19T22:55:42.958671077Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:16.599772014Z,1,2024-12-19T22:42:16.599772014Z,true,2024-12-19T22:55:39.894765224Z,feedback,2024-12-19T22:42:16.599772014Z,01JFGHBZJRR80D92CFK7YJQZWD,2024-12-19T22:42:16.599772014Z,true,2024-12-19T22:55:39.845138301Z,true,2024-12-19T22:55:39.953911408Z,01JFGHC0WAQ68NMZ99WJK1RTSW,2024-12-19T22:42:16.599772014Z
01JFGGTSAF5S96BEH1JP0VSS1K,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:32:51.7910932Z,60,2024-12-19T22:32:51.7910932Z,true,2024-12-19T22:46:48.393256507Z,01JFGFWXS1CYQ8W171661NCV0C,2024-12-19T22:32:51.7910932Z,0,2024-12-19T22:32:51.7910932Z,true,2024-12-19T22:46:09.188843877Z,selection,2024-12-19T22:32:51.7910932Z,01JFGGTRWM603S73M50P4E5VE3,2024-12-19T22:32:51.7910932Z,true,2024-12-19T22:46:09.117109191Z,true,2024-12-19T22:46:09.252084682Z,01JFGGTSA9W145RNJVTRJY6PHQ,2024-12-19T22:32:51.7910932Z
01JFGGYH6435QPSV3MNJ6Z4SVV,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:34:54.532590574Z,60,2024-12-19T22:34:54.532590574Z,false,2024-12-19T22:34:54.532590574Z,01JFGFWXRZTHZS7PZ2FD30KPK9,2024-12-19T22:34:54.532590574Z,0,2024-12-19T22:34:54.532590574Z,,,selection,2024-12-19T22:34:54.532590574Z,01JFGGYG93ZQQ58T70JM7Q8380,2024-12-19T22:34:54.532590574Z,false,2024-12-19T22:34:54.532590574Z,,,01JFGGYH60VC12B9631NHN8SAN,2024-12-19T22:34:54.532590574Z
01JFGH02QCACV4NNW9949XVCBV,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:35:45.260189536Z,3,2024-12-19T22:35:45.260189536Z,false,2024-12-19T22:35:45.260189536Z,01JFGFWXS1CYQ8W1715TNGRP4P,2024-12-19T22:35:45.260189536Z,1,2024-12-19T22:35:45.260189536Z,,,feedback,2024-12-19T22:35:45.260189536Z,01JFGH02BJ5DA2WWC9JG2P2RG9,2024-12-19T22:35:45.260189536Z,false,2024-12-19T22:35:45.260189536Z,,,01JFGH02Q79VX2K22ZWTAB0QM1,2024-12-19T22:35:45.260189536Z
01JFGH3E09A4KM7EB5SKYHP1TV,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:37:35.113589872Z,60,2024-12-19T22:37:35.113589872Z,true,2024-12-19T22:45:42.78431538Z,01JFGFW0F27SHDS0SFHGM8CNDF,2024-12-19T22:37:35.113589872Z,0,2024-12-19T22:37:35.113589872Z,true,2024-12-19T22:45:01.626407305Z,selection,2024-12-19T22:37:35.113589872Z,01JFGH3DNAZE6DMP041QC3MPX1,2024-12-19T22:37:35.113589872Z,true,2024-12-19T22:45:01.550132927Z,true,2024-12-19T22:45:01.677678334Z,01JFGH3E04E09M4K2GSJ25RMRB,2024-12-19T22:37:35.113589872Z
01JFGH3ESM5KVX579AXFN1JHMX,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:37:35.924798482Z,3,2024-12-19T22:37:35.924798482Z,true,2024-12-19T23:08:30.39767219Z,01JFGFW0F27SHDS0SFHGM8CNDF,2024-12-19T22:37:35.924798482Z,1,2024-12-19T22:37:35.924798482Z,true,2024-12-19T23:08:27.344720068Z,feedback,2024-12-19T22:37:35.924798482Z,01JFGH3DQCY9ZTEEM27ZP80SMW,2024-12-19T22:37:35.924798482Z,true,2024-12-19T23:08:27.26933933Z,true,2024-12-19T23:08:27.391277176Z,01JFGH3ESEEBQ2CMXNPS1FPFVT,2024-12-19T22:37:35.924798482Z
01JFGHC1TN7RTKD7593RM24ADK,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:17.557241302Z,60,2024-12-19T22:42:17.557241302Z,true,2024-12-19T23:03:47.385487312Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:17.557241302Z,0,2024-12-19T22:42:17.557241302Z,true,2024-12-19T23:03:22.431236092Z,selection,2024-12-19T22:42:17.557241302Z,01JFGHBZS8CBS58MXD9G295MW0,2024-12-19T22:42:17.557241302Z,true,2024-12-19T23:03:22.338551214Z,true,2024-12-19T23:03:22.481846218Z,01JFGHC1TBZVBSPR8MD33H8C75,2024-12-19T22:42:17.557241302Z
01JFGGYGGNP833E2CBZHHYJZDM,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:34:53.845830146Z,3,2024-12-19T22:34:53.845830146Z,false,2024-12-19T22:34:53.845830146Z,01JFGFWXRZTHZS7PZ2FD30KPK9,2024-12-19T22:34:53.845830146Z,1,2024-12-19T22:34:53.845830146Z,,,feedback,2024-12-19T22:34:53.845830146Z,01JFGGYG7KA0DMZNEB0CTWPVM6,2024-12-19T22:34:53.845830146Z,false,2024-12-19T22:34:53.845830146Z,,,01JFGGYGGHK2YXK8HJZ11MTZ6R,2024-12-19T22:34:53.845830146Z
01JFGH5RR6AWF5X85B6YXXCSW4,01JFGH1XHKWJTME2X41MTMC6AZ,2024-12-19T22:38:51.654784999Z,60,2024-12-19T22:38:51.654784999Z,true,2024-12-19T22:53:01.95711616Z,01JFGH1XJMMHNGS75E6HMA7M0G,2024-12-19T22:38:51.654784999Z,0,2024-12-19T22:38:51.654784999Z,true,2024-12-19T22:52:28.099250924Z,selection,2024-12-19T22:38:51.654784999Z,01JFGH5QRPMBAV7V9DXVHG7651,2024-12-19T22:38:51.654784999Z,true,2024-12-19T22:52:28.030154629Z,true,2024-12-19T22:52:28.127851642Z,01JFGH5RQZAVAK1A461P6XKKT2,2024-12-19T22:38:51.654784999Z
01JFGGTSVW33HRQQ4FTTQFQDVK,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:32:52.348945188Z,3,2024-12-19T22:32:52.348945188Z,true,2024-12-19T23:00:56.627239068Z,01JFGFWXS1CYQ8W171661NCV0C,2024-12-19T22:32:52.348945188Z,1,2024-12-19T22:32:52.348945188Z,true,2024-12-19T23:00:53.581971827Z,feedback,2024-12-19T22:32:52.348945188Z,01JFGGTRXDA63MPVCQKFZXFQGB,2024-12-19T22:32:52.348945188Z,true,2024-12-19T23:00:53.524703547Z,true,2024-12-19T23:00:53.623366671Z,01JFGGTSVR8T3BFZ1J6GQYQ3AP,2024-12-19T22:32:52.348945188Z
01JFGGXW430Y0EKJC4154Q52XE,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:34:32.963278878Z,60,2024-12-19T22:34:32.963278878Z,true,2024-12-19T23:09:09.074730646Z,01JFGFWSJTPRE578HBRT5YXA5V,2024-12-19T22:34:32.963278878Z,0,2024-12-19T22:34:32.963278878Z,true,2024-12-19T23:08:49.586069292Z,selection,2024-12-19T22:34:32.963278878Z,01JFGGXV3XCP8CJBPF5K84Y9SZ,2024-12-19T22:34:32.963278878Z,true,2024-12-19T23:08:49.499540578Z,true,2024-12-19T23:08:49.663598475Z,01JFGGXW3YRVQA03E8AJ7MYNF4,2024-12-19T22:34:32.963278878Z
01JFGGYGTEBRQ792MG864ZBY5R,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:34:54.158051166Z,3,2024-12-19T22:34:54.158051166Z,false,2024-12-19T22:34:54.158051166Z,01JFGFWXRZTHZS7PZ2FD30KPK9,2024-12-19T22:34:54.158051166Z,1,2024-12-19T22:34:54.158051166Z,,,feedback,2024-12-19T22:34:54.158051166Z,01JFGGYG88BGX1C63G0V72GKZZ,2024-12-19T22:34:54.158051166Z,false,2024-12-19T22:34:54.158051166Z,,,01JFGGYGT9EKDX9692HM5Z12TG,2024-12-19T22:34:54.158051166Z
01JFGH02HAXXMTCD05VGF1EPWZ,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:35:45.066326413Z,3,2024-12-19T22:35:45.066326413Z,false,2024-12-19T22:35:45.066326413Z,01JFGFWXS1CYQ8W1715TNGRP4P,2024-12-19T22:35:45.066326413Z,1,2024-12-19T22:35:45.066326413Z,,,feedback,2024-12-19T22:35:45.066326413Z,01JFGH02AXXPKK94G2X2H8QSVX,2024-12-19T22:35:45.066326413Z,false,2024-12-19T22:35:45.066326413Z,,,01JFGH02H497SJG8FM0GC223R1,2024-12-19T22:35:45.066326413Z
01JFGH5DKX5ZQZRT1FBZWXBQ9E,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:38:40.253246429Z,3,2024-12-19T22:38:40.253246429Z,true,2024-12-19T22:54:44.72314805Z,01JFGFW0F27SHDS0SFHRM30VA0,2024-12-19T22:38:40.253246429Z,1,2024-12-19T22:38:40.253246429Z,true,2024-12-19T22:54:41.661104794Z,feedback,2024-12-19T22:38:40.253246429Z,01JFGH5C99Q686NB1AR4TSKMGR,2024-12-19T22:38:40.253246429Z,true,2024-12-19T22:54:41.527020095Z,true,2024-12-19T22:54:41.715870157Z,01JFGH5DKHE0TWVPTRMM2EFM03,2024-12-19T22:38:40.253246429Z
01JFGH5CN3CHDEHTRWTSJTW8PS,01JFGFW0DVE7CVHWSRC197DM3P,2024-12-19T22:38:39.267120618Z,60,2024-12-19T22:38:39.267120618Z,true,2024-12-19T22:43:24.503183378Z,01JFGFW0F27SHDS0SFHRM30VA0,2024-12-19T22:38:39.267120618Z,0,2024-12-19T22:38:39.267120618Z,true,2024-12-19T22:42:34.110057875Z,selection,2024-12-19T22:38:39.267120618Z,01JFGH5C4N7GH34W9HYQXS8PCH,2024-12-19T22:38:39.267120618Z,true,2024-12-19T22:42:34.002885673Z,true,2024-12-19T22:42:34.139595541Z,01JFGH5CMMBMASQVG7J9Z8E63M,2024-12-19T22:38:39.267120618Z
01JFGHC2N52EQ7T6RR7QP57P7G,01JFGFWSJ3PS8C1T010MK368EP,2024-12-19T22:42:18.405096747Z,60,2024-12-19T22:42:18.405096747Z,true,2024-12-19T23:10:28.885611926Z,01JFGFWSJSN7CYYEARKZXH111B,2024-12-19T22:42:18.405096747Z,0,2024-12-19T22:42:18.405096747Z,true,2024-12-19T23:10:11.480115566Z,selection,2024-12-19T22:42:18.405096747Z,01JFGHBZX1GYH98DS8NW7FMEZR,2024-12-19T22:42:18.405096747Z,true,2024-12-19T23:10:11.418028922Z,true,2024-12-19T23:10:11.523728795Z,01JFGHC2MXDGWKQJNGVDKMH9QB,2024-12-19T22:42:18.405096747Z
01JFGGTRYZ8CE3P14X7TZHBFYQ,01JFGFWXRF7SWH4R9JWCGX5AX9,2024-12-19T22:32:51.423218256Z,3,2024-12-19T22:32:51.423218256Z,true,2024-12-19T22:33:58.025507139Z,01JFGFWXS1CYQ8W171661NCV0C,2024-12-19T22:32:51.423218256Z,1,2024-12-19T22:32:51.423218256Z,true,2024-12-19T22:33:55.005289887Z,feedback,2024-12-19T22:32:51.423218256Z,01JFGGTRV1AK0XQ96D1FW340T0,2024-12-19T22:32:51.423218256Z,true,2024-12-19T22:33:54.986105579Z,true,2024-12-19T22:33:55.020671408Z,01JFGGTRYSF2DYPP52MFFVTSFC,2024-12-19T22:32:51.423218256Z
