prolificID,bonus
60600970c606ccb9d34d971c,1.89
6100c3f0a1cd16bb87069625,1.5
5f105b47d36c8701ec112275,1.65
6615cf2bee511e3e7975b884,0.69
665dcb0d2c9144ebe6c75d07,1.83
6761c9431d0d84f0349009cc,1.74
6659f63e797dcc3dad177ad0,1.83
6696e1ea592ddbb5087a889b,0.69
5f13524c9e2ee935054f5fc2,1.5
5f33051bf1d60a0f299fa7f7,1.77
5fd2f46ccf5806125472ef4c,1.74
66f52b5788cb0f542d8b25d5,1.65
60885d559ca52f07dd234260,1.89
676385f1a7380d36b8106891,1.77
