id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JH1TYFRY7R4BDSR0G6K7XT1J,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:12:26.014890543Z,60,2025-01-08T02:12:26.014890543Z,true,2025-01-08T02:15:53.420401892Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:12:26.014890543Z,0,2025-01-08T02:12:26.014890543Z,true,2025-01-08T02:15:25.67490143Z,selection,2025-01-08T02:12:26.014890543Z,01JH1TYFN3A22RPNMKJGR3S5AS,2025-01-08T02:12:26.014890543Z,true,2025-01-08T02:15:25.661006001Z,true,2025-01-08T02:15:25.685102715Z,01JH1TYFRTBX38SKSZ0YZSJQXE,2025-01-08T02:12:26.014890543Z
01JH1WNBM3TKP58XQ1B40D2XYT,01JH1RZ3FXNX28XM2FHQ5ANPD8,2025-01-08T02:42:24.003853098Z,60,2025-01-08T02:42:24.003853098Z,true,2025-01-08T02:54:33.364965497Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T02:42:24.003853098Z,0,2025-01-08T02:42:24.003853098Z,true,2025-01-08T02:53:42.857414927Z,selection,2025-01-08T02:42:24.003853098Z,01JH1WNB48W3YJ4MZQ5SYB8FK5,2025-01-08T02:42:24.003853098Z,true,2025-01-08T02:53:42.830286046Z,true,2025-01-08T02:53:42.877892165Z,01JH1WNBKZD0Q797GZF8CG5Y3V,2025-01-08T02:42:24.003853098Z
01JH1WYFG9H5ZCR7JG5G8ZBDGX,01JH1RZ3FXNX28XM2FHQ5ANPD8,2025-01-08T02:47:22.88965097Z,60,2025-01-08T02:47:22.88965097Z,true,2025-01-08T03:12:03.765382174Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:47:22.88965097Z,0,2025-01-08T02:47:22.88965097Z,true,2025-01-08T03:11:48.0619423Z,selection,2025-01-08T02:47:22.88965097Z,01JH1WYDYXNNYCV6W0ZCVZ5H8X,2025-01-08T02:47:22.88965097Z,true,2025-01-08T03:11:48.033625703Z,true,2025-01-08T03:11:48.091287648Z,01JH1WYFG5W64KXS9JB0R93H0G,2025-01-08T02:47:22.88965097Z
01JH1WYETVNBDWR5RH2R5R0ZGE,01JH1RZ3FXNX28XM2FHQ5ANPD8,2025-01-08T02:47:22.203798631Z,3,2025-01-08T02:47:22.203798631Z,true,2025-01-08T03:01:27.74900562Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:47:22.203798631Z,1,2025-01-08T02:47:22.203798631Z,true,2025-01-08T03:01:24.724901251Z,feedback,2025-01-08T02:47:22.203798631Z,01JH1WYDYG5YBG41DVTCA7J3WY,2025-01-08T02:47:22.203798631Z,true,2025-01-08T03:01:24.695579338Z,true,2025-01-08T03:01:24.744935694Z,01JH1WYETNH7T3YVY31T9JGFB2,2025-01-08T02:47:22.203798631Z
01JH1X43SBGDCY9BEPDFAYM6G0,01JH1WW7QKT734J4BTTP6T2BKS,2025-01-08T02:50:27.499421567Z,3,2025-01-08T02:50:27.499421567Z,true,2025-01-08T03:07:00.939139628Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:50:27.499421567Z,1,2025-01-08T02:50:27.499421567Z,true,2025-01-08T03:06:57.910516615Z,feedback,2025-01-08T02:50:27.499421567Z,01JH1X435M3KYQJE9JEJZ9RZBQ,2025-01-08T02:50:27.499421567Z,true,2025-01-08T03:06:57.874606259Z,true,2025-01-08T03:06:57.935437215Z,01JH1X43RY5W1TWH0RDWMB4RC3,2025-01-08T02:50:27.499421567Z
01JH1S9WT4NY62AS016SP46WH5,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:42.660997452Z,3,2025-01-08T01:43:42.660997452Z,true,2025-01-08T01:47:01.47613622Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.660997452Z,1,2025-01-08T01:43:42.660997452Z,true,2025-01-08T01:46:58.46543131Z,feedback,2025-01-08T01:43:42.660997452Z,01JH1S9WKYSQ4NB1RSNXZZH6KS,2025-01-08T01:43:42.660997452Z,true,2025-01-08T01:46:58.455149216Z,true,2025-01-08T01:46:58.474965417Z,01JH1S9WT200804WMVEX3S8XM7,2025-01-08T01:43:42.660997452Z
01JH1S9WYKM6636YWC0M0VMSX4,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:42.803701824Z,60,2025-01-08T01:43:42.803701824Z,true,2025-01-08T01:52:01.405508892Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.803701824Z,0,2025-01-08T01:43:42.803701824Z,true,2025-01-08T01:51:48.853792548Z,selection,2025-01-08T01:43:42.803701824Z,01JH1S9WKYSQ4NB1RSPXR7P4DF,2025-01-08T01:43:42.803701824Z,true,2025-01-08T01:51:48.84172355Z,true,2025-01-08T01:51:48.861228169Z,01JH1S9WYFRZ5SRCAY7X47N310,2025-01-08T01:43:42.803701824Z
01JH1S9X0Q4727Y1DFJ0T24TWY,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:42.871611375Z,3,2025-01-08T01:43:42.871611375Z,true,2025-01-08T01:53:29.56055091Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.871611375Z,1,2025-01-08T01:43:42.871611375Z,true,2025-01-08T01:53:26.548602805Z,feedback,2025-01-08T01:43:42.871611375Z,01JH1S9WMEW2EVMG18ENBBC4R8,2025-01-08T01:43:42.871611375Z,true,2025-01-08T01:53:26.53573761Z,true,2025-01-08T01:53:26.557821828Z,01JH1S9X0NA2TDRSJ6DD8M8K6P,2025-01-08T01:43:42.871611375Z
01JH1S9X71A2BVMYREEZP0MS1P,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:43.073745271Z,60,2025-01-08T01:43:43.073745271Z,true,2025-01-08T01:56:53.832668283Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:43.073745271Z,0,2025-01-08T01:43:43.073745271Z,true,2025-01-08T01:56:46.605957726Z,selection,2025-01-08T01:43:43.073745271Z,01JH1S9WN6EZYECZ1KQHPHBJ8G,2025-01-08T01:43:43.073745271Z,true,2025-01-08T01:56:46.593383234Z,true,2025-01-08T01:56:46.612782589Z,01JH1S9X6YR0MRP4SW09C8K570,2025-01-08T01:43:43.073745271Z
01JH1X44J1FZMFAKZJJ2EJ1TPM,01JH1WW7QKT734J4BTTP6T2BKS,2025-01-08T02:50:28.289855984Z,3,2025-01-08T02:50:28.289855984Z,true,2025-01-08T03:28:12.730813286Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:50:28.289855984Z,1,2025-01-08T02:50:28.289855984Z,true,2025-01-08T03:28:09.698164892Z,feedback,2025-01-08T02:50:28.289855984Z,01JH1X436B8F4EY7TVJZTXXF7S,2025-01-08T02:50:28.289855984Z,true,2025-01-08T03:28:09.657788224Z,true,2025-01-08T03:28:09.727389102Z,01JH1X44HRPEQM1A4Z6A7KWHBM,2025-01-08T02:50:28.289855984Z
