roundID,gameID,trialNum,block,selectionMadeAt,correct,stage_started,stage_ended,playerID,renderedAt
01M0TTK10DESAY0F2DG5BPD9GH,01M0TSZEY54T11A9AMGVA6T4ZB,1,1,1787607794481,FALSE,2026-08-24T21:42:20Z,2026-08-24T21:43:12Z,01M0TT7FNH08P86PFHWCV3NRS8,1787607740747
01M0TTK10DESAY0F2DG5BPD9GH,01M0TSZEY54T11A9AMGVA6T4ZB,1,1,1787607794481,FALSE,2026-08-24T21:42:20Z,2026-08-24T21:43:12Z,01M0TT7ZVRQQW92P55GPN9KMMS,1787607743034
01M0TTKMTB2BD5FYABW27NRN6H,01M0TSZEY173D8F3KEP071GR06,9,1,1787607522905,TRUE,2026-08-24T21:38:22Z,2026-08-24T21:38:43Z,01M0TTF3ADJ36CYQBD8356XFNQ,1787607502275
01M0TTKMTB2BD5FYABW27NRN6H,01M0TSZEY173D8F3KEP071GR06,9,1,1787607522905,TRUE,2026-08-24T21:38:22Z,2026-08-24T21:38:43Z,01M0TT55D1DRDQ3JPT1CDTT5VN,1787607502658
01M0TTKMZ7SV3M807NSRGTM6WH,01M0TSZEY173D8F3KEP071GR06,28,3,1787607999687,TRUE,2026-08-24T21:46:20Z,2026-08-24T21:46:39Z,01M0TTF3ADJ36CYQBD8356XFNQ,1787607980516
01M0TTKMZ7SV3M807NSRGTM6WH,01M0TSZEY173D8F3KEP071GR06,28,3,1787607999687,TRUE,2026-08-24T21:46:20Z,2026-08-24T21:46:39Z,01M0TT55D1DRDQ3JPT1CDTT5VN,1787607980821
01M0TTNREH2MYN478MJT0BNDDE,01M0TSZGKJQW5S4GCP9150DNN9,41,4,NA,NA,NA,2026-08-24T21:26:27Z,NA,NA
01M0TTYQG3P7C1E9BXX9CG051S,01M0TTMWMDPGAHQRDA7BZJ8FEZ,24,3,NA,NA,NA,2026-08-24T21:31:21Z,NA,NA
01M0TTK10N5BD0SS5DA63HF9K7,01M0TSZEY54T11A9AMGVA6T4ZB,5,1,1787607999984,FALSE,2026-08-24T21:45:38Z,2026-08-24T21:46:37Z,01M0TT7FNH08P86PFHWCV3NRS8,1787607938598
01M0TTK10N5BD0SS5DA63HF9K7,01M0TSZEY54T11A9AMGVA6T4ZB,5,1,1787607999984,FALSE,2026-08-24T21:45:38Z,2026-08-24T21:46:37Z,01M0TT7ZVRQQW92P55GPN9KMMS,1787607940880
01M0TTKDFMVBB86KHZHNHMN1MF,01M0TSZGKM72FFW193EYG47F25,44,4,NA,NA,NA,2026-08-24T21:25:10Z,NA,NA
01M0TTKDCEYY6CWSPP642Y6N9K,01M0TSZGKM72FFW193EYG47F25,19,2,NA,NA,NA,2026-08-24T21:25:10Z,NA,NA
01M0TTK16981VYRXVWJ54TEAB8,01M0TSZEY54T11A9AMGVA6T4ZB,34,3,1787609255186,TRUE,2026-08-24T22:07:07Z,2026-08-24T22:07:35Z,01M0TT7FNH08P86PFHWCV3NRS8,1787609227419
01M0TTK16981VYRXVWJ54TEAB8,01M0TSZEY54T11A9AMGVA6T4ZB,34,3,1787609255186,TRUE,2026-08-24T22:07:07Z,2026-08-24T22:07:35Z,01M0TT7ZVRQQW92P55GPN9KMMS,1787609229756
01M0TTKD9WJN40G5YHQ9QB17AZ,01M0TSZGKM72FFW193EYG47F25,11,1,NA,NA,NA,2026-08-24T21:25:10Z,NA,NA
01M0TTYQ0CMGYVGRETB27VW2NK,01M0TTMWMDPGAHQRDA7BZJ8FEZ,10,1,1787608499489,FALSE,2026-08-24T21:54:15Z,2026-08-24T21:54:59Z,01M0TTJT0T1FXWVGTP027BYENQ,1787608259348
01M0TTYQ0CMGYVGRETB27VW2NK,01M0TTMWMDPGAHQRDA7BZJ8FEZ,10,1,1787608499489,FALSE,2026-08-24T21:54:15Z,2026-08-24T21:54:59Z,01M0TTENRE0ZSC234N2S1BW8ZS,1787608454977
01M0TTYQK1XWXZYF3X97RPEM2C,01M0TTMWMDPGAHQRDA7BZJ8FEZ,18,2,NA,FALSE,2026-08-24T22:02:23Z,2026-08-24T22:03:23Z,01M0TTJT0T1FXWVGTP027BYENQ,1787608747561
01M0TTYQK1XWXZYF3X97RPEM2C,01M0TTMWMDPGAHQRDA7BZJ8FEZ,18,2,NA,FALSE,2026-08-24T22:02:23Z,2026-08-24T22:03:23Z,01M0TTENRE0ZSC234N2S1BW8ZS,1787608943522
01M0TT9KHNCXNYD2E4YA7HYMQP,01M0TSZGKE32G3R2H2EPQFBQNN,13,2,NA,NA,NA,2026-08-24T21:19:48Z,NA,NA
01M0TTA5D893WN40HHXA95TMV6,01M0TSZV8KEDQHAT4X3FNKVS2B,11,1,1787607160396,TRUE,2026-08-24T21:31:59Z,2026-08-24T21:32:40Z,01M0TT4SZRTK7MV5T48R9G1GQH,1787607119347
01M0TTA5D893WN40HHXA95TMV6,01M0TSZV8KEDQHAT4X3FNKVS2B,11,1,1787607160396,TRUE,2026-08-24T21:31:59Z,2026-08-24T21:32:40Z,01M0TT3ZTTV22XQGZD0K61T6A4,1787607119309
01M0TTK112MGP9XM2TDWT3WSB8,01M0TSZEY54T11A9AMGVA6T4ZB,10,1,1787608231354,TRUE,2026-08-24T21:50:06Z,2026-08-24T21:50:31Z,01M0TT7FNH08P86PFHWCV3NRS8,1787608207049
01M0TTK112MGP9XM2TDWT3WSB8,01M0TSZEY54T11A9AMGVA6T4ZB,10,1,1787608231354,TRUE,2026-08-24T21:50:06Z,2026-08-24T21:50:31Z,01M0TT7ZVRQQW92P55GPN9KMMS,1787608209363
01M0TTMQTX8PVY1YQYK90Q4EB5,01M0TSZV8ERABP36QP2627EVMT,20,2,1787607905734,TRUE,2026-08-24T21:44:45Z,2026-08-24T21:45:07Z,01M0TT4JP6VSYSTADD58E33WM9,1787607883866
01M0TTMQTX8PVY1YQYK90Q4EB5,01M0TSZV8ERABP36QP2627EVMT,20,2,1787607905734,TRUE,2026-08-24T21:44:45Z,2026-08-24T21:45:07Z,01M0TT4SREDP4QR1H8V4E3X5G9,1787607884469
01M0TTTPMR5HCH21N45VXXC8DS,01M0TSZV8KEDQHAT4X33M1GG1C,32,3,1787609165908,TRUE,2026-08-24T22:05:20Z,2026-08-24T22:06:08Z,01M0TT467Q69C5HQ20GW6FRRF2,1787609117785
01M0TTTPMR5HCH21N45VXXC8DS,01M0TSZV8KEDQHAT4X33M1GG1C,32,3,1787609165908,TRUE,2026-08-24T22:05:20Z,2026-08-24T22:06:08Z,01M0TTBQPRE9XMJHBPDKM8GTC4,1787609118789
