id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JH0YPC4PQ2SZZT98DCX2XKP3,2,2025-01-07T18:07:11.803834958Z,01JH0YPC3EKRB8H02J43HQQMKS,2025-01-07T17:58:40.022133304Z,"[14,412,391,302]",2025-01-07T18:07:12.137932612Z,4,2025-01-07T18:07:11.831448394Z,comp-between,2025-01-07T18:07:11.831448394Z,true,2025-01-07T18:27:11.921742764Z,end of game,2025-01-07T18:27:11.948659452Z,01JH0YPC844GMKTNRQZHE0NX3E,2025-01-07T17:58:40.135705559Z,true,2025-01-07T18:07:12.137932612Z,,,3,2025-01-07T18:07:11.831448394Z,0,2025-01-07T18:07:11.831448394Z,63,2025-01-07T18:07:12.137932612Z,1,2025-01-07T18:07:11.831448394Z,null,2025-01-07T18:27:11.921742764Z,true,2025-01-07T18:07:11.803834958Z,true,2025-01-07T18:07:11.803834958Z,ended,2025-01-07T18:27:11.948659452Z,"[[310,14],[310,412],[310,391],[310,302],[147,14],[147,412],[147,391],[147,302],[444,14],[444,412],[444,391],[444,302],[43,14],[43,412],[43,391],[43,302]]",2025-01-07T18:07:12.137932612Z,"[310,147,444,43]",2025-01-07T18:07:12.137932612Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T17:58:40.022133304Z,full-comp-between,2025-01-07T17:58:40.022133304Z
01JH0ZJAXYW944PXCEPQ45X3TW,2,2025-01-07T19:49:00.402691819Z,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:13:56.286113358Z,"[418,3,402,217]",2025-01-07T19:49:01.630932586Z,4,2025-01-07T19:49:00.527557321Z,comp-within,2025-01-07T19:49:00.527557321Z,true,2025-01-07T20:32:38.770235408Z,end of game,2025-01-07T20:32:38.879783785Z,01JH0ZJB03BEB085ESWAFR6BA2,2025-01-07T18:13:56.359637113Z,true,2025-01-07T19:49:01.630932586Z,,,3,2025-01-07T19:49:00.527557321Z,180,2025-01-07T19:49:00.527557321Z,63,2025-01-07T19:49:01.630932586Z,1,2025-01-07T19:49:00.527557321Z,null,2025-01-07T20:32:38.770235408Z,true,2025-01-07T19:49:00.402691819Z,true,2025-01-07T19:49:00.402691819Z,ended,2025-01-07T20:32:38.879783785Z,"[[408,418],[408,3],[408,402],[408,217],[462,418],[462,3],[462,402],[462,217],[262,418],[262,3],[262,402],[262,217],[201,418],[201,3],[201,402],[201,217]]",2025-01-07T19:49:01.630932586Z,"[408,462,262,201]",2025-01-07T19:49:01.630932586Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T18:13:56.286113358Z,full-comp-within,2025-01-07T18:13:56.286113358Z
01JH0ZW4Q2AHGQD213SFSDFHFH,2,2025-01-07T18:40:17.11075958Z,01JH0ZW4PCB9TBDZMH5NWZ5G1E,2025-01-07T18:19:17.602238414Z,"[11,271,86,206,397,96,281,306,36,402,123,464,443,425,115,179]",2025-01-07T18:40:18.029338374Z,4,2025-01-07T18:40:17.185736004Z,noncomp,2025-01-07T18:40:17.185736004Z,true,2025-01-07T18:44:46.590894719Z,timeOut,2025-01-07T18:44:46.572945309Z,01JH0ZW4R0Q9910ER4BHE3EF97,2025-01-07T18:19:17.635838349Z,true,2025-01-07T18:40:18.029338374Z,01JH10V1A9MMF8ND2E338GBHSP,2025-01-07T18:36:09.940382205Z,3,2025-01-07T18:40:17.185736004Z,0,2025-01-07T18:40:17.185736004Z,63,2025-01-07T18:40:18.029338374Z,1,2025-01-07T18:40:17.185736004Z,null,2025-01-07T18:44:46.590894719Z,true,2025-01-07T18:40:17.11075958Z,true,2025-01-07T18:40:17.11075958Z,ended,2025-01-07T18:44:46.572945309Z,"[[166,11],[310,271],[439,86],[237,206],[248,397],[296,96],[370,281],[20,306],[406,36],[88,402],[63,123],[247,464],[382,443],[56,425],[191,115],[286,179]]",2025-01-07T18:40:18.029338374Z,"[166,310,439,237,248,296,370,20,406,88,63,247,382,56,191,286]",2025-01-07T18:40:18.029338374Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T18:19:17.602238414Z,full-noncomp,2025-01-07T18:19:17.602238414Z
01JH16GC95ANF51QB6EYQCMA3V,2,2025-01-07T20:40:08.777436311Z,01JH16GC64174T7CVHW3RPJ4WS,2025-01-07T20:15:12.165463359Z,"[179,252,19,416]",2025-01-07T20:40:11.853177824Z,4,2025-01-07T20:40:09.068825868Z,comp-within,2025-01-07T20:40:09.068825868Z,true,2025-01-07T20:45:20.802015294Z,timeOut,2025-01-07T20:45:20.743089754Z,01JH16GCH56CHCZ30XCJWBGCXG,2025-01-07T20:15:12.433872948Z,true,2025-01-07T20:40:11.853177824Z,,,3,2025-01-07T20:40:09.068825868Z,180,2025-01-07T20:40:09.068825868Z,63,2025-01-07T20:40:11.853177824Z,1,2025-01-07T20:40:09.068825868Z,null,2025-01-07T20:45:20.802015294Z,true,2025-01-07T20:40:08.777436311Z,true,2025-01-07T20:40:08.777436311Z,ended,2025-01-07T20:45:20.743089754Z,"[[177,179],[177,252],[177,19],[177,416],[331,179],[331,252],[331,19],[331,416],[6,179],[6,252],[6,19],[6,416],[71,179],[71,252],[71,19],[71,416]]",2025-01-07T20:40:11.853177824Z,"[177,331,6,71]",2025-01-07T20:40:11.853177824Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T20:15:12.165463359Z,full-comp-within,2025-01-07T20:15:12.165463359Z
01JH0YPC4R1XMMR506PW3T899B,2,2025-01-07T18:19:22.480951576Z,01JH0YPC3EKRB8H02J43HQQMKS,2025-01-07T17:58:40.024101986Z,"[154,339,109,433,258,465,377,322,50,430,16,143,382,129,308,63]",2025-01-07T18:19:22.794341287Z,4,2025-01-07T18:19:22.531324282Z,noncomp,2025-01-07T18:19:22.531324282Z,true,2025-01-07T18:45:15.021844096Z,end of game,2025-01-07T18:45:15.077737832Z,01JH0YPC77KF7MPTB9AP1QQ146,2025-01-07T17:58:40.107830476Z,true,2025-01-07T18:19:22.794341287Z,,,3,2025-01-07T18:19:22.531324282Z,0,2025-01-07T18:19:22.531324282Z,63,2025-01-07T18:19:22.794341287Z,1,2025-01-07T18:19:22.531324282Z,null,2025-01-07T18:45:15.021844096Z,true,2025-01-07T18:19:22.480951576Z,true,2025-01-07T18:19:22.480951576Z,ended,2025-01-07T18:45:15.077737832Z,"[[361,154],[448,339],[172,109],[14,433],[34,258],[410,465],[452,377],[103,322],[407,50],[266,430],[337,16],[371,143],[131,382],[437,129],[125,308],[114,63]]",2025-01-07T18:19:22.794341287Z,"[361,448,172,14,34,410,452,103,407,266,337,371,131,437,125,114]",2025-01-07T18:19:22.794341287Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T17:58:40.024101986Z,full-noncomp,2025-01-07T17:58:40.024101986Z
01JH0YW899PD6KSY7EQEAXBBBC,2,2025-01-07T18:24:22.79780325Z,01JH0YW88SXQAVDXG9KWSJX4BN,2025-01-07T18:01:52.681074606Z,"[353,281,420,155,200,141,462,453,273,337,279,414,125,77,403,23]",2025-01-07T18:24:23.21045539Z,4,2025-01-07T18:24:22.841723975Z,noncomp,2025-01-07T18:24:22.841723975Z,true,2025-01-07T19:06:14.000619871Z,end of game,2025-01-07T19:06:14.061376793Z,01JH0YW8AHQ6JHG1MZJN07ZTV6,2025-01-07T18:01:52.724355998Z,true,2025-01-07T18:24:23.21045539Z,,,3,2025-01-07T18:24:22.841723975Z,270,2025-01-07T18:24:22.841723975Z,63,2025-01-07T18:24:23.21045539Z,1,2025-01-07T18:24:22.841723975Z,null,2025-01-07T19:06:14.000619871Z,true,2025-01-07T18:24:22.79780325Z,true,2025-01-07T18:24:22.79780325Z,ended,2025-01-07T19:06:14.061376793Z,"[[95,353],[350,281],[271,420],[272,155],[270,200],[436,141],[167,462],[59,453],[325,273],[237,337],[31,279],[446,414],[65,125],[63,77],[111,403],[447,23]]",2025-01-07T18:24:23.21045539Z,"[95,350,271,272,270,436,167,59,325,237,31,446,65,63,111,447]",2025-01-07T18:24:23.21045539Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T18:01:52.681074606Z,full-noncomp,2025-01-07T18:01:52.681074606Z
01JH0ZJAXXGE7NR06XJDY2MWKW,2,2025-01-07T18:30:14.821215945Z,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:13:56.285125821Z,"[153,279,50,357,361,69,65,237,163,305,175,436,135,207,315,366]",2025-01-07T18:30:15.27740616Z,4,2025-01-07T18:30:14.871063281Z,noncomp,2025-01-07T18:30:14.871063281Z,true,2025-01-07T19:09:07.561689239Z,end of game,2025-01-07T19:09:07.618275136Z,01JH0ZJAZB284C9HAW2P3K35EV,2025-01-07T18:13:56.334372421Z,true,2025-01-07T18:30:15.27740616Z,,,3,2025-01-07T18:30:14.871063281Z,270,2025-01-07T18:30:14.871063281Z,63,2025-01-07T18:30:15.27740616Z,1,2025-01-07T18:30:14.871063281Z,null,2025-01-07T19:09:07.561689239Z,true,2025-01-07T18:30:14.821215945Z,true,2025-01-07T18:30:14.821215945Z,ended,2025-01-07T19:09:07.618275136Z,"[[466,153],[57,279],[417,50],[167,357],[435,361],[17,69],[445,65],[240,237],[130,163],[335,305],[406,175],[462,436],[392,135],[326,207],[194,315],[451,366]]",2025-01-07T18:30:15.27740616Z,"[466,57,417,167,435,17,445,240,130,335,406,462,392,326,194,451]",2025-01-07T18:30:15.27740616Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T18:13:56.285125821Z,full-noncomp,2025-01-07T18:13:56.285125821Z
01JH16G2KK12WBJF9J75ZDWEXK,2,2025-01-07T20:20:38.436053086Z,01JH16G2DGKHCBDNMABEKQVNAM,2025-01-07T20:15:02.259682284Z,"[441,232,279,82,382,138,43,318,89,299,167,328,151,120,98,453]",2025-01-07T20:20:40.641838634Z,4,2025-01-07T20:20:38.570893762Z,noncomp,2025-01-07T20:20:38.570893762Z,true,2025-01-07T20:35:04.299895264Z,timeOut,2025-01-07T20:35:04.222969792Z,01JH16G363BRBFG7P85GZS48R9,2025-01-07T20:15:02.876902777Z,true,2025-01-07T20:20:40.641838634Z,,,3,2025-01-07T20:20:38.570893762Z,90,2025-01-07T20:20:38.570893762Z,63,2025-01-07T20:20:40.641838634Z,1,2025-01-07T20:20:38.570893762Z,null,2025-01-07T20:35:04.299895264Z,true,2025-01-07T20:20:38.436053086Z,true,2025-01-07T20:20:38.436053086Z,ended,2025-01-07T20:35:04.222969792Z,"[[18,441],[193,232],[320,279],[421,82],[266,382],[192,138],[195,43],[211,318],[85,89],[329,299],[257,167],[307,328],[177,151],[343,120],[346,98],[423,453]]",2025-01-07T20:20:40.641838634Z,"[18,193,320,421,266,192,195,211,85,329,257,307,177,343,346,423]",2025-01-07T20:20:40.641838634Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T20:15:02.259682284Z,full-noncomp,2025-01-07T20:15:02.259682284Z
01JH16G2JGQZGTF3X42GEXBVE1,2,2025-01-07T20:25:01.017363435Z,01JH16G2DGKHCBDNMABEKQVNAM,2025-01-07T20:15:02.224444066Z,"[231,451,248,246]",2025-01-07T20:25:04.571516367Z,4,2025-01-07T20:25:01.238713466Z,comp-between,2025-01-07T20:25:01.238713466Z,true,2025-01-07T20:56:08.732510084Z,end of game,2025-01-07T20:56:08.833798756Z,01JH16G2XTK22Y5F5TJWA6ZCYT,2025-01-07T20:15:02.605041436Z,true,2025-01-07T20:25:04.571516367Z,,,3,2025-01-07T20:25:01.238713466Z,90,2025-01-07T20:25:01.238713466Z,63,2025-01-07T20:25:04.571516367Z,1,2025-01-07T20:25:01.238713466Z,null,2025-01-07T20:56:08.732510084Z,true,2025-01-07T20:25:01.017363435Z,true,2025-01-07T20:25:01.017363435Z,ended,2025-01-07T20:56:08.833798756Z,"[[125,231],[125,451],[125,248],[125,246],[376,231],[376,451],[376,248],[376,246],[460,231],[460,451],[460,248],[460,246],[448,231],[448,451],[448,248],[448,246]]",2025-01-07T20:25:04.571516367Z,"[125,376,460,448]",2025-01-07T20:25:04.571516367Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T20:15:02.224444066Z,full-comp-between,2025-01-07T20:15:02.224444066Z
01JH16GC9W6FMGAV86655KYY63,2,2025-01-07T20:29:53.450329755Z,01JH16GC64174T7CVHW3RPJ4WS,2025-01-07T20:15:12.188309683Z,"[247,355,147,89]",2025-01-07T20:29:55.621564378Z,4,2025-01-07T20:29:53.635716849Z,comp-between,2025-01-07T20:29:53.635716849Z,true,2025-01-07T21:04:09.061500598Z,end of game,2025-01-07T21:04:09.197602372Z,01JH16GCPW0N0JR0TRG8T6B233,2025-01-07T20:15:12.620923122Z,true,2025-01-07T20:29:55.621564378Z,,,3,2025-01-07T20:29:53.635716849Z,270,2025-01-07T20:29:53.635716849Z,63,2025-01-07T20:29:55.621564378Z,1,2025-01-07T20:29:53.635716849Z,null,2025-01-07T21:04:09.061500598Z,true,2025-01-07T20:29:53.450329755Z,true,2025-01-07T20:29:53.450329755Z,ended,2025-01-07T21:04:09.197602372Z,"[[193,247],[193,355],[193,147],[193,89],[32,247],[32,355],[32,147],[32,89],[176,247],[176,355],[176,147],[176,89],[186,247],[186,355],[186,147],[186,89]]",2025-01-07T20:29:55.621564378Z,"[193,32,176,186]",2025-01-07T20:29:55.621564378Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T20:15:12.188309683Z,full-comp-between,2025-01-07T20:15:12.188309683Z
