prolificID,bonus
665a2f33fadedd5a395d81a3,1.68
5ddf074601fadfe804d466a2,1.41
672fbd9ae760c81b7cc012f4,1.89
5a9bbda1f6dfdd0001ea9639,1.83
6616d254fa6776470f26693a,1.77
5bec8053b6b5ab00017c7349,1.68
6736da52a7c6b58f513efb69,1.41
67770e8d281f134a481cd97c,1.83
665a431140548f7979899bbb,1.77
63d86d675509ff61463bddcd,1.77
5fdee4d96a36576ca62e4518,1.89
6466249c27b5e4161f763c32,1.77
