id,exp2SetTally,exp2SetTallyLastChangedAt,experimentOpen,experimentOpenLastChangedAt
01M0WW9HDAGE3YGBA2WJ68GHD3,"{""comp-between"":{""0"":2,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0},""noncomp"":{""0"":2,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0},""comp-within"":{""0"":1,""1"":1,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0}}",2026-08-25T17:32:15.657733383Z,false,2026-08-25T17:10:56.984398789Z
