id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JGZ1J1S9HRZETTFT0YBZ9QYK,2,2025-01-07T00:19:57.408599593Z,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:10:15.209363568Z,"[159,216,305,71]",2025-01-07T00:19:57.71947726Z,4,2025-01-07T00:19:57.442809242Z,comp-between,2025-01-07T00:19:57.442809242Z,true,2025-01-07T00:49:14.085004504Z,end of game,2025-01-07T00:49:14.180766636Z,01JGZ1J1T2DJ6MYH3FFHKNC6SM,2025-01-07T00:10:15.237105984Z,true,2025-01-07T00:19:57.71947726Z,,,3,2025-01-07T00:19:57.442809242Z,180,2025-01-07T00:19:57.442809242Z,63,2025-01-07T00:19:57.71947726Z,1,2025-01-07T00:19:57.442809242Z,null,2025-01-07T00:49:14.085004504Z,true,2025-01-07T00:19:57.408599593Z,true,2025-01-07T00:19:57.408599593Z,ended,2025-01-07T00:49:14.180766636Z,"[[359,159],[359,216],[359,305],[359,71],[207,159],[207,216],[207,305],[207,71],[299,159],[299,216],[299,305],[299,71],[402,159],[402,216],[402,305],[402,71]]",2025-01-07T00:19:57.71947726Z,"[359,207,299,402]",2025-01-07T00:19:57.71947726Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:15.209363568Z,full-comp-between,2025-01-07T00:10:15.209363568Z
01JGZ1J4WMY7MA81TRZB8H2YG3,2,2025-01-07T00:16:19.522845544Z,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:10:18.388268937Z,"[236,251,112,130,432,220,358,269,300,159,18,241,309,365,12,302]",2025-01-07T00:16:19.846928449Z,4,2025-01-07T00:16:19.553282834Z,noncomp,2025-01-07T00:16:19.553282834Z,true,2025-01-07T00:41:25.80911097Z,end of game,2025-01-07T00:41:25.882166545Z,01JGZ1J4YBFGKDF2EG6AQG1A5Y,2025-01-07T00:10:18.445363714Z,true,2025-01-07T00:16:19.846928449Z,,,3,2025-01-07T00:16:19.553282834Z,90,2025-01-07T00:16:19.553282834Z,63,2025-01-07T00:16:19.846928449Z,1,2025-01-07T00:16:19.553282834Z,null,2025-01-07T00:41:25.80911097Z,true,2025-01-07T00:16:19.522845544Z,true,2025-01-07T00:16:19.522845544Z,ended,2025-01-07T00:41:25.882166545Z,"[[422,236],[72,251],[85,112],[221,130],[101,432],[115,220],[279,358],[402,269],[268,300],[359,159],[354,18],[180,241],[189,309],[169,365],[68,12],[292,302]]",2025-01-07T00:16:19.846928449Z,"[422,72,85,221,101,115,279,402,268,359,354,180,189,169,68,292]",2025-01-07T00:16:19.846928449Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:18.388268937Z,full-noncomp,2025-01-07T00:10:18.388268937Z
01JGZ1JTFN1FD5A54BCQMJHBNZ,2,2025-01-07T00:26:08.997334788Z,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:10:40.501116053Z,"[212,373,348,248]",2025-01-07T00:26:09.555197501Z,4,2025-01-07T00:26:09.053955093Z,comp-between,2025-01-07T00:26:09.053955093Z,true,2025-01-07T01:01:37.261090439Z,end of game,2025-01-07T01:01:37.545976805Z,01JGZ1JTGGFDXHD02RWFJ5P3A9,2025-01-07T00:10:40.531423835Z,true,2025-01-07T00:26:09.555197501Z,,,3,2025-01-07T00:26:09.053955093Z,90,2025-01-07T00:26:09.053955093Z,63,2025-01-07T00:26:09.555197501Z,1,2025-01-07T00:26:09.053955093Z,null,2025-01-07T01:01:37.261090439Z,true,2025-01-07T00:26:08.997334788Z,true,2025-01-07T00:26:08.997334788Z,ended,2025-01-07T01:01:37.545976805Z,"[[389,212],[389,373],[389,348],[389,248],[75,212],[75,373],[75,348],[75,248],[143,212],[143,373],[143,348],[143,248],[240,212],[240,373],[240,348],[240,248]]",2025-01-07T00:26:09.555197501Z,"[389,75,143,240]",2025-01-07T00:26:09.555197501Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:40.501116053Z,full-comp-between,2025-01-07T00:10:40.501116053Z
01JGZ3FW5F9PB6GEQ6P3RC6MSC,2,2025-01-07T01:04:58.69872632Z,01JGZ3FW0DTMTAGQ58VA8P6MEE,2025-01-07T00:44:01.071586681Z,"[388,143,203,219,330,183,217,407,34,121,159,466,1,314,212,344]",2025-01-07T01:05:04.908617544Z,4,2025-01-07T01:04:58.998086037Z,noncomp,2025-01-07T01:04:58.998086037Z,true,2025-01-07T01:11:10.575641696Z,timeOut,2025-01-07T01:11:10.491632237Z,01JGZ3FWDD5B8NZ5BM3JHN91BT,2025-01-07T00:44:01.3369519Z,true,2025-01-07T01:05:04.908617544Z,01JGZ4GTFMVYTXCBMW89MH78R6,2025-01-07T01:02:00.71596864Z,3,2025-01-07T01:04:58.998086037Z,270,2025-01-07T01:04:58.998086037Z,63,2025-01-07T01:05:04.908617544Z,1,2025-01-07T01:04:58.998086037Z,null,2025-01-07T01:11:10.575641696Z,true,2025-01-07T01:04:58.69872632Z,true,2025-01-07T01:04:58.69872632Z,ended,2025-01-07T01:11:10.491632237Z,"[[343,388],[298,143],[25,203],[265,219],[177,330],[332,183],[46,217],[450,407],[293,34],[454,121],[52,159],[387,466],[119,1],[349,314],[148,212],[96,344]]",2025-01-07T01:05:04.908617544Z,"[343,298,25,265,177,332,46,450,293,454,52,387,119,349,148,96]",2025-01-07T01:05:04.908617544Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:44:01.071586681Z,full-noncomp,2025-01-07T00:44:01.071586681Z
01JGZ1JZ8NW40KBCX0V75X3ASW,2,2025-01-07T00:58:33.283624094Z,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:10:45.397503819Z,"[148,450,69,369]",2025-01-07T00:58:38.318146482Z,4,2025-01-07T00:58:33.699826199Z,comp-between,2025-01-07T00:58:33.699826199Z,true,2025-01-07T01:11:25.70501084Z,timeOut,2025-01-07T01:11:25.619727675Z,01JGZ1JZAC2F5BVXBMBFEVV2SA,2025-01-07T00:10:45.455187126Z,true,2025-01-07T00:58:38.318146482Z,,,3,2025-01-07T00:58:33.699826199Z,270,2025-01-07T00:58:33.699826199Z,63,2025-01-07T00:58:38.318146482Z,1,2025-01-07T00:58:33.699826199Z,null,2025-01-07T01:11:25.70501084Z,true,2025-01-07T00:58:33.283624094Z,true,2025-01-07T00:58:33.283624094Z,ended,2025-01-07T01:11:25.619727675Z,"[[41,148],[41,450],[41,69],[41,369],[38,148],[38,450],[38,69],[38,369],[455,148],[455,450],[455,69],[455,369],[152,148],[152,450],[152,69],[152,369]]",2025-01-07T00:58:38.318146482Z,"[41,38,455,152]",2025-01-07T00:58:38.318146482Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:45.397503819Z,full-comp-between,2025-01-07T00:10:45.397503819Z
01JGZ1HQ3BXW69RFKVC55KXV7B,2,2025-01-07T00:44:35.699779171Z,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:10:04.267819496Z,"[442,432,376,227]",2025-01-07T00:44:39.317084038Z,4,2025-01-07T00:44:36.110697217Z,comp-within,2025-01-07T00:44:36.110697217Z,true,2025-01-07T01:21:37.863611397Z,timeOut,2025-01-07T01:21:37.776495748Z,01JGZ1HQ5JBDE0EJB0J342S55G,2025-01-07T00:10:04.34369588Z,true,2025-01-07T00:44:39.317084038Z,,,3,2025-01-07T00:44:36.110697217Z,270,2025-01-07T00:44:36.110697217Z,63,2025-01-07T00:44:39.317084038Z,1,2025-01-07T00:44:36.110697217Z,null,2025-01-07T01:21:37.863611397Z,true,2025-01-07T00:44:35.699779171Z,true,2025-01-07T00:44:35.699779171Z,ended,2025-01-07T01:21:37.776495748Z,"[[396,442],[396,432],[396,376],[396,227],[253,442],[253,432],[253,376],[253,227],[373,442],[373,432],[373,376],[373,227],[12,442],[12,432],[12,376],[12,227]]",2025-01-07T00:44:39.317084038Z,"[396,253,373,12]",2025-01-07T00:44:39.317084038Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:04.267819496Z,full-comp-within,2025-01-07T00:10:04.267819496Z
01JGZ1J1SAQ65EVEEREPVNZ6VV,2,2025-01-07T00:29:11.012463137Z,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:10:15.210232245Z,"[57,334,203,194]",2025-01-07T00:29:11.79969005Z,4,2025-01-07T00:29:11.089536262Z,comp-within,2025-01-07T00:29:11.089536262Z,true,2025-01-07T00:47:46.517318128Z,timeOut,2025-01-07T00:47:46.458432468Z,01JGZ1J1TN6KSRGPXWRYMGYQK0,2025-01-07T00:10:15.255972833Z,true,2025-01-07T00:29:11.79969005Z,,,3,2025-01-07T00:29:11.089536262Z,270,2025-01-07T00:29:11.089536262Z,63,2025-01-07T00:29:11.79969005Z,1,2025-01-07T00:29:11.089536262Z,null,2025-01-07T00:47:46.517318128Z,true,2025-01-07T00:29:11.012463137Z,true,2025-01-07T00:29:11.012463137Z,ended,2025-01-07T00:47:46.458432468Z,"[[36,57],[36,334],[36,203],[36,194],[408,57],[408,334],[408,203],[408,194],[18,57],[18,334],[18,203],[18,194],[118,57],[118,334],[118,203],[118,194]]",2025-01-07T00:29:11.79969005Z,"[36,408,18,118]",2025-01-07T00:29:11.79969005Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:15.210232245Z,full-comp-within,2025-01-07T00:10:15.210232245Z
01JGZ1J4WKTCRGQS8R8214JJH2,2,2025-01-07T00:18:07.331130634Z,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:10:18.387250015Z,"[240,407,339,469]",2025-01-07T00:18:07.566839759Z,4,2025-01-07T00:18:07.357216033Z,comp-between,2025-01-07T00:18:07.357216033Z,true,2025-01-07T01:08:00.239585518Z,timeOut,2025-01-07T01:08:00.145053647Z,01JGZ1J4X89K7K447THE87KYM9,2025-01-07T00:10:18.411014465Z,true,2025-01-07T00:18:07.566839759Z,,,3,2025-01-07T00:18:07.357216033Z,180,2025-01-07T00:18:07.357216033Z,63,2025-01-07T00:18:07.566839759Z,1,2025-01-07T00:18:07.357216033Z,null,2025-01-07T01:08:00.239585518Z,true,2025-01-07T00:18:07.331130634Z,true,2025-01-07T00:18:07.331130634Z,ended,2025-01-07T01:08:00.145053647Z,"[[118,240],[118,407],[118,339],[118,469],[303,240],[303,407],[303,339],[303,469],[302,240],[302,407],[302,339],[302,469],[231,240],[231,407],[231,339],[231,469]]",2025-01-07T00:18:07.566839759Z,"[118,303,302,231]",2025-01-07T00:18:07.566839759Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:10:18.387250015Z,full-comp-between,2025-01-07T00:10:18.387250015Z
01JGZ2J71XN8Q7J627EBMRDRH5,2,2025-01-07T00:37:38.420389095Z,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:27:49.18105204Z,"[467,420,5,185]",2025-01-07T00:37:41.758693172Z,4,2025-01-07T00:37:39.020855783Z,comp-within,2025-01-07T00:37:39.020855783Z,true,2025-01-07T01:27:06.30339461Z,end of game,2025-01-07T01:27:06.513321532Z,01JGZ2J76HHSC8RA3X4W81XK4K,2025-01-07T00:27:49.335206131Z,true,2025-01-07T00:37:41.758693172Z,,,3,2025-01-07T00:37:39.020855783Z,180,2025-01-07T00:37:39.020855783Z,63,2025-01-07T00:37:41.758693172Z,1,2025-01-07T00:37:39.020855783Z,null,2025-01-07T01:27:06.30339461Z,true,2025-01-07T00:37:38.420389095Z,true,2025-01-07T00:37:38.420389095Z,ended,2025-01-07T01:27:06.513321532Z,"[[330,467],[330,420],[330,5],[330,185],[23,467],[23,420],[23,5],[23,185],[32,467],[32,420],[32,5],[32,185],[314,467],[314,420],[314,5],[314,185]]",2025-01-07T00:37:41.758693172Z,"[330,23,32,314]",2025-01-07T00:37:41.758693172Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:27:49.18105204Z,full-comp-within,2025-01-07T00:27:49.18105204Z
01JGZ3D7SK1X8GJSFVC9ZH6F7D,,,01JGZ3D6RZSF9DMGSDWTFXFBDS,2025-01-07T00:42:34.675136189Z,,,,,,,false,2025-01-07T00:42:34.675136189Z,batch ended,2025-01-07T00:43:39.291298831Z,01JGZ3D8Z4NN02EC26BEDZC41K,2025-01-07T00:42:35.887019964Z,,,,,,,,,,,,,,,false,2025-01-07T00:42:34.675136189Z,,,terminated,2025-01-07T00:43:39.291298831Z,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-07T00:42:34.675136189Z,full-comp-within,2025-01-07T00:42:34.675136189Z
