id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JFTREMRK2DYZ10P94S01NGB8,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:58:26.835828879Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:58:26.835828879Z,01JFTQ7DE414MCRH72YDY9YWGX,2024-12-23T21:58:26.835828879Z,01JFTQH4BR81SYRTK3DEQ227SC,2024-12-23T21:58:26.835828879Z
01JFTRKK5EFQ8TYZ2QP8BS9F8B,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:01:09.038203262Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:01:09.038203262Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T22:01:09.038203262Z,01JFTQHNK477KD09KXGZEK72D7,2024-12-23T22:01:09.038203262Z
01JFTRTDQX53G9PJ8YHG9D5TWK,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:04:52.861739556Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:04:52.861739556Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T22:04:52.861739556Z,01JFTQHNJVX0TBD39FBSJZPDJD,2024-12-23T22:04:52.861739556Z
01JFTQJXMQ3HPE5R9MPQ7D5ZWP,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:43:18.423363382Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:43:18.423363382Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T21:43:18.423363382Z,01JFTQHNHCZQCX7XBG7T4BYHNT,2024-12-23T21:43:18.423363382Z
01JFTR3R26AVC1XJDTS57FTE04,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:52:29.766985377Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:52:29.766985377Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T21:52:29.766985377Z,01JFTQHNJ7XP5JF8E5E3J0MABC,2024-12-23T21:52:29.766985377Z
01JFTR59PM7AST1HW3Q2FSBYA6,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:53:20.596760794Z,01JFTQCWETJ81EPRJHTFGJ2WYS,2024-12-23T21:53:20.596760794Z,01JFTQBN88VPJ7V0XQPR2T3WAE,2024-12-23T21:53:20.596760794Z,01JFTQH4AV775PQ6EGBZJNWV2B,2024-12-23T21:53:20.596760794Z
01JFTRMTPC0CPHTPGX0QVA4Z1B,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:01:49.516503457Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:01:49.516503457Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T22:01:49.516503457Z,01JFTQHNJSSDK4G2ZYT3HHC4H5,2024-12-23T22:01:49.516503457Z
01JFTRNV0XD2JX3NZ7ZJ7NZQ8E,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:02:22.621658776Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:02:22.621658776Z,01JFTQBKEAQS4MY2SJD97PSZJV,2024-12-23T22:02:22.621658776Z,01JFTQHNJQQRX3PKP62SV6XMK4,2024-12-23T22:02:22.621658776Z
01JFTRNV0YJYCQMRT56CF8GFSR,01JFTQCWECTS6937WB79DWJS06,2024-12-23T22:02:22.622999181Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T22:02:22.622999181Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T22:02:22.622999181Z,01JFTQHNJQQRX3PKP62SV6XMK4,2024-12-23T22:02:22.622999181Z
01JFTR5JEMP2ZRA5ZYSB9C7X89,01JFTQCWECTS6937WB79DWJS06,2024-12-23T21:53:29.556647778Z,01JFTQCWEVJMRJ7X1FGENJ4774,2024-12-23T21:53:29.556647778Z,01JFTQ6AKQHZBEKV03BY9W3067,2024-12-23T21:53:29.556647778Z,01JFTQHNJ1F5925X68Q9CGFSTT,2024-12-23T21:53:29.556647778Z
