gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JH1RNKD1F4YDF1363KM31BGV,2,01JH1RNKCC69MGANW7P8YZKMM5,4,comp-between,ended,"[[39,452],[39,112],[39,449],[39,234],[42,452],[42,112],[42,449],[42,234],[40,452],[40,112],[40,449],[40,234],[302,452],[302,112],[302,449],[302,234]]",90
01JH1RNKD2HQ69CE1BZAFW44AV,2,01JH1RNKCC69MGANW7P8YZKMM5,4,noncomp,ended,"[[166,11],[310,271],[439,86],[237,206],[248,397],[296,96],[370,281],[20,306],[406,36],[88,402],[63,123],[247,464],[382,443],[56,425],[191,115],[286,179]]",180
01JH1RZ3GD0THX4NKEW5HKYMMW,2,01JH1RZ3FXNX28XM2FHQ5ANPD8,4,comp-within,ended,"[[199,367],[199,364],[199,443],[199,287],[265,367],[265,364],[265,443],[265,287],[135,367],[135,364],[135,443],[135,287],[461,367],[461,364],[461,443],[461,287]]",90
01JH1RZ3GH74K3GNA5D14P077Q,2,01JH1RZ3FXNX28XM2FHQ5ANPD8,4,comp-between,ended,"[[267,63],[267,36],[267,223],[267,188],[187,63],[187,36],[187,223],[187,188],[270,63],[270,36],[270,223],[270,188],[254,63],[254,36],[254,223],[254,188]]",270
01JH1RZ3GH74K3GNA5D6GHEBK3,2,01JH1RZ3FXNX28XM2FHQ5ANPD8,4,noncomp,ended,"[[443,4],[440,270],[355,222],[224,179],[143,146],[259,154],[431,465],[267,178],[288,93],[383,108],[280,202],[81,320],[142,421],[256,439],[109,153],[352,28]]",270
01JH1WVPFTJENPSF5FAR9G0SM3,NA,01JH1WVPF3HND5MF31PAGJ8TR1,NA,NA,terminated,NA,NA
01JH1WW7R5Q785SD4MBPFQ5QYB,2,01JH1WW7QKT734J4BTTP6T2BKS,4,comp-within,ended,"[[408,418],[408,3],[408,402],[408,217],[462,418],[462,3],[462,402],[462,217],[262,418],[262,3],[262,402],[262,217],[201,418],[201,3],[201,402],[201,217]]",0
01JH1RNKD1F4YDF136339GBTVG,2,01JH1RNKCC69MGANW7P8YZKMM5,4,comp-within,ended,"[[467,468],[467,396],[467,322],[467,92],[277,468],[277,396],[277,322],[277,92],[199,468],[199,396],[199,322],[199,92],[193,468],[193,396],[193,322],[193,92]]",0
