id,exp2SetTally,exp2SetTallyLastChangedAt,experimentOpen,experimentOpenLastChangedAt
01M0TSYF5HGBM8BYNQRCD6V8D7,"{""comp-between"":{""0"":2,""1"":2,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0},""noncomp"":{""0"":2,""1"":1,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0},""comp-within"":{""0"":2,""1"":1,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0}}",2026-08-24T22:30:20.716760587Z,false,2026-08-24T21:42:36.525980244Z
