id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,serverStartedAt,serverStartedAtLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01M0TTKN57XREE9V9DPTKM0CSF,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:17.607223573Z,3,2026-08-24T21:25:17.607223573Z,true,2026-08-24T21:35:16.052783194Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:17.607223573Z,1,2026-08-24T21:25:17.607223573Z,true,2026-08-24T21:35:13.017102161Z,feedback,2026-08-24T21:25:17.607223573Z,01M0TTKMV77SDSB47S8N7QH2GR,2026-08-24T21:25:17.607223573Z,1787607313027,2026-08-24T21:35:13.029584627Z,true,2026-08-24T21:35:12.975907279Z,true,2026-08-24T21:35:13.0496071Z,01M0TTKN522RZE237NWHPDSPZK,2026-08-24T21:25:17.607223573Z
01M0TTKNH1ERCAZ88VJ3GJW5BG,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:17.985175844Z,60,2026-08-24T21:25:17.985175844Z,true,2026-08-24T21:43:20.350971544Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:17.985175844Z,0,2026-08-24T21:25:17.985175844Z,true,2026-08-24T21:43:08.962169014Z,selection,2026-08-24T21:25:17.985175844Z,01M0TTKMWWW7NWG5XBYYBZFBDZ,2026-08-24T21:25:17.985175844Z,1787607788986,2026-08-24T21:43:08.992986052Z,true,2026-08-24T21:43:08.912756009Z,true,2026-08-24T21:43:09.008350256Z,01M0TTKNGWW50RE2V55PH9A65T,2026-08-24T21:25:17.985175844Z
01M0TTEYPK9Y85FEP7T3VW09GP,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:22:43.539711749Z,60,2026-08-24T21:22:43.539711749Z,true,2026-08-24T21:44:37.563739538Z,01M0TSZEY44B7XSP574QH2WQPJ,2026-08-24T21:22:43.539711749Z,0,2026-08-24T21:22:43.539711749Z,true,2026-08-24T21:44:17.911028838Z,selection,2026-08-24T21:22:43.539711749Z,01M0TTEY4R735E1H8KBGNPQCGJ,2026-08-24T21:22:43.539711749Z,1787607857923,2026-08-24T21:44:17.925196538Z,true,2026-08-24T21:44:17.875274542Z,true,2026-08-24T21:44:17.94592747Z,01M0TTEYPEEJ5KNM3WYXM7EQWV,2026-08-24T21:22:43.539711749Z
01M0TTK1XQ94ZNH3HRFGC2ARJ6,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:24:57.912010296Z,3,2026-08-24T21:24:57.912010296Z,true,2026-08-24T22:08:43.829909619Z,01M0TSZEY54T11A9AMGVA6T4ZB,2026-08-24T21:24:57.912010296Z,1,2026-08-24T21:24:57.912010296Z,true,2026-08-24T22:08:40.787854642Z,feedback,2026-08-24T21:24:57.912010296Z,01M0TTK1993QHGATXJ96WFHF0H,2026-08-24T21:24:57.912010296Z,1787609320805,2026-08-24T22:08:40.807283103Z,true,2026-08-24T22:08:40.736804295Z,true,2026-08-24T22:08:40.831459563Z,01M0TTK1XKB0SQAFS9JJYCKPCF,2026-08-24T21:24:57.912010296Z
01M0TTKNFXB7E0BC94EG2H76EC,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:17.949648893Z,3,2026-08-24T21:25:17.949648893Z,true,2026-08-24T21:42:41.335130388Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:17.949648893Z,1,2026-08-24T21:25:17.949648893Z,true,2026-08-24T21:42:32.504359974Z,feedback,2026-08-24T21:25:17.949648893Z,01M0TTKMWPNRG4TD2WNAWARTKN,2026-08-24T21:25:17.949648893Z,1787607752512,2026-08-24T21:42:32.513415284Z,true,2026-08-24T21:42:32.469273214Z,true,2026-08-24T21:42:32.527382814Z,01M0TTKNFSWGY17VHRHFHZQ09X,2026-08-24T21:25:17.949648893Z
01M0TTKNGFTXMG2288E0WKHSV2,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:17.96716933Z,60,2026-08-24T21:25:17.96716933Z,true,2026-08-24T21:43:05.705718423Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:17.96716933Z,0,2026-08-24T21:25:17.96716933Z,true,2026-08-24T21:42:42.995222843Z,selection,2026-08-24T21:25:17.96716933Z,01M0TTKMWSRA5SKY10NAA71SN6,2026-08-24T21:25:17.96716933Z,1787607763003,2026-08-24T21:42:43.004785779Z,true,2026-08-24T21:42:42.886834385Z,true,2026-08-24T21:42:43.019125182Z,01M0TTKNGA33ZHTE5WXE981C8R,2026-08-24T21:25:17.96716933Z
01M0TTMR4AFC2R2FQNKK1P1MWE,01M0TSZV7X3D77NKMM5CDCW4Z6,2026-08-24T21:25:53.418770535Z,60,2026-08-24T21:25:53.418770535Z,true,2026-08-24T21:35:22.841972633Z,01M0TSZV8ERABP36QP2627EVMT,2026-08-24T21:25:53.418770535Z,0,2026-08-24T21:25:53.418770535Z,true,2026-08-24T21:34:51.834141875Z,selection,2026-08-24T21:25:53.418770535Z,01M0TTMQR3HQG5TX6WBJX25RHH,2026-08-24T21:25:53.418770535Z,1787607291842,2026-08-24T21:34:51.844780248Z,true,2026-08-24T21:34:51.793853202Z,true,2026-08-24T21:34:51.860073049Z,01M0TTMR468GNY2SC07DSSQYD4,2026-08-24T21:25:53.418770535Z
01M0TTMRXFG2RQJE0164EFMC5S,01M0TSZV7X3D77NKMM5CDCW4Z6,2026-08-24T21:25:54.223224524Z,3,2026-08-24T21:25:54.223224524Z,true,2026-08-24T21:53:47.177744254Z,01M0TSZV8ERABP36QP2627EVMT,2026-08-24T21:25:54.223224524Z,1,2026-08-24T21:25:54.223224524Z,true,2026-08-24T21:53:44.143277252Z,feedback,2026-08-24T21:25:54.223224524Z,01M0TTMQQSXKCJXGJSGHDBZ3QH,2026-08-24T21:25:54.223224524Z,1787608424159,2026-08-24T21:53:44.161357033Z,true,2026-08-24T21:53:44.098215238Z,true,2026-08-24T21:53:44.181472145Z,01M0TTMRXA86QRACH3MFSD798R,2026-08-24T21:25:54.223224524Z
01M0TTNRT8PRV7P6HFT6H12RQB,01M0TSZGJXR0N6DNTNARWRMFQ4,2026-08-24T21:26:26.888560468Z,3,2026-08-24T21:26:26.888560468Z,false,2026-08-24T21:26:26.888560468Z,01M0TSZGKJQW5S4GCP9150DNN9,2026-08-24T21:26:26.888560468Z,1,2026-08-24T21:26:26.888560468Z,,,feedback,2026-08-24T21:26:26.888560468Z,01M0TTNRK3ZQ2XDVD2B1Q9AZY6,2026-08-24T21:26:26.888560468Z,,,false,2026-08-24T21:26:26.888560468Z,,,01M0TTNRT1MFVXT9QBWEXKJN0R,2026-08-24T21:26:26.888560468Z
01M0TTNSQDZC8PS0GWSN7HGTJ0,01M0TSZGJXR0N6DNTNARWRMFQ4,2026-08-24T21:26:27.82134918Z,60,2026-08-24T21:26:27.82134918Z,false,2026-08-24T21:26:27.82134918Z,01M0TSZGKJQW5S4GCP9150DNN9,2026-08-24T21:26:27.82134918Z,0,2026-08-24T21:26:27.82134918Z,,,selection,2026-08-24T21:26:27.82134918Z,01M0TTNRDPKMYX6RGAX8WX6K9G,2026-08-24T21:26:27.82134918Z,,,false,2026-08-24T21:26:27.82134918Z,,,01M0TTNSQ8VT418DT486QHJACX,2026-08-24T21:26:27.82134918Z
01M0TT9M0XVC99GGZ3EF8JXSPJ,01M0TSZGJXR0N6DNTNARWRMFQ4,2026-08-24T21:19:48.765263461Z,60,2026-08-24T21:19:48.765263461Z,false,2026-08-24T21:19:48.765263461Z,01M0TSZGKE32G3R2H2EPQFBQNN,2026-08-24T21:19:48.765263461Z,0,2026-08-24T21:19:48.765263461Z,,,selection,2026-08-24T21:19:48.765263461Z,01M0TT9KJXDZ9RTR7WSS1FKRXS,2026-08-24T21:19:48.765263461Z,,,false,2026-08-24T21:19:48.765263461Z,,,01M0TT9M0F2XGJ8SRDH1VY94XH,2026-08-24T21:19:48.765263461Z
01M0TTKE17KP4B5CJF4DVA95YK,01M0TSZGJXR0N6DNTNARWRMFQ4,2026-08-24T21:25:10.311983241Z,60,2026-08-24T21:25:10.311983241Z,false,2026-08-24T21:25:10.311983241Z,01M0TSZGKM72FFW193EYG47F25,2026-08-24T21:25:10.311983241Z,0,2026-08-24T21:25:10.311983241Z,,,selection,2026-08-24T21:25:10.311983241Z,01M0TTKDE76XV6AW7004KMN31B,2026-08-24T21:25:10.311983241Z,,,false,2026-08-24T21:25:10.311983241Z,,,01M0TTKE13ATV862R4CKVEVGC4,2026-08-24T21:25:10.311983241Z
01M0TTTQT7X3JEJRN5PN1Q5VKM,01M0TSZV7X3D77NKMM5CDCW4Z6,2026-08-24T21:29:09.70339261Z,3,2026-08-24T21:29:09.70339261Z,true,2026-08-24T22:01:41.707165572Z,01M0TSZV8KEDQHAT4X33M1GG1C,2026-08-24T21:29:09.70339261Z,1,2026-08-24T21:29:09.70339261Z,true,2026-08-24T22:01:38.673587499Z,feedback,2026-08-24T21:29:09.70339261Z,01M0TTTPNYC5Y2854FT0F5SW3M,2026-08-24T21:29:09.70339261Z,1787608898687,2026-08-24T22:01:38.689243699Z,true,2026-08-24T22:01:38.62875912Z,true,2026-08-24T22:01:38.708728286Z,01M0TTTQSM45W23NVZ71Y835BR,2026-08-24T21:29:09.70339261Z
01M0TTYSDXYQ17H6HXD4P5AFVD,01M0TTMTH8JPTHXWGXYEY1VFR8,2026-08-24T21:31:22.429998907Z,60,2026-08-24T21:31:22.429998907Z,false,2026-08-24T21:31:22.429998907Z,01M0TTMWMDPGAHQRDA7BZJ8FEZ,2026-08-24T21:31:22.429998907Z,0,2026-08-24T21:31:22.429998907Z,,,selection,2026-08-24T21:31:22.429998907Z,01M0TTYPZW4YDD5MQJ3M8RGB0S,2026-08-24T21:31:22.429998907Z,,,false,2026-08-24T21:31:22.429998907Z,,,01M0TTYSDN6YT8T3D24T105MPN,2026-08-24T21:31:22.429998907Z
01M0TVKANSBXP2JSVYSTG51D5F,01M0TTMTH8JPTHXWGXYEY1VFR8,2026-08-24T21:42:35.449401601Z,3,2026-08-24T21:42:35.449401601Z,true,2026-08-24T21:53:33.940833752Z,01M0TTMWMG725DJ5GA5M4WD8SY,2026-08-24T21:42:35.449401601Z,1,2026-08-24T21:42:35.449401601Z,true,2026-08-24T21:53:30.907922969Z,feedback,2026-08-24T21:42:35.449401601Z,01M0TVK9KSN64GN8K4NSTBEPV0,2026-08-24T21:42:35.449401601Z,1787608410921,2026-08-24T21:53:30.922407923Z,true,2026-08-24T21:53:30.86439738Z,true,2026-08-24T21:53:30.936903526Z,01M0TVKANGNG590RSMYCT984NV,2026-08-24T21:42:35.449401601Z
01M0TVKBEBQ6QJ3QVJ03N8EZ0N,01M0TTMTH8JPTHXWGXYEY1VFR8,2026-08-24T21:42:36.235189789Z,3,2026-08-24T21:42:36.235189789Z,true,2026-08-24T21:59:33.889772343Z,01M0TTMWMG725DJ5GA5M4WD8SY,2026-08-24T21:42:36.235189789Z,1,2026-08-24T21:42:36.235189789Z,true,2026-08-24T21:59:30.838503982Z,feedback,2026-08-24T21:42:36.235189789Z,01M0TVK9ZWJ3B016695H3XCC6B,2026-08-24T21:42:36.235189789Z,1787608770857,2026-08-24T21:59:30.858733321Z,true,2026-08-24T21:59:30.788294075Z,true,2026-08-24T21:59:30.873678591Z,01M0TVKBE3QW6P0PH00A1E3D1A,2026-08-24T21:42:36.235189789Z
01M0TTEYAT0AAGBRK8S3W99M48,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:22:43.16256058Z,3,2026-08-24T21:22:43.16256058Z,true,2026-08-24T21:28:30.970950336Z,01M0TSZEY44B7XSP574QH2WQPJ,2026-08-24T21:22:43.16256058Z,1,2026-08-24T21:22:43.16256058Z,true,2026-08-24T21:28:27.941503728Z,feedback,2026-08-24T21:22:43.16256058Z,01M0TTEY5NCZPR995J1P3D6GA4,2026-08-24T21:22:43.16256058Z,1787606907949,2026-08-24T21:28:27.951046478Z,true,2026-08-24T21:28:27.90490263Z,true,2026-08-24T21:28:27.969952747Z,01M0TTEYAP0GKHKK6DSYSQZYA9,2026-08-24T21:22:43.16256058Z
01M0TTKNJ7YXSVPAVEJ8296XHH,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:18.023745879Z,60,2026-08-24T21:25:18.023745879Z,true,2026-08-24T21:44:29.864894077Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:18.023745879Z,0,2026-08-24T21:25:18.023745879Z,true,2026-08-24T21:43:39.979128536Z,selection,2026-08-24T21:25:18.023745879Z,01M0TTKMXDKZA2RWCK7K9YQTQK,2026-08-24T21:25:18.023745879Z,1787607819991,2026-08-24T21:43:39.992519247Z,true,2026-08-24T21:43:39.936814548Z,true,2026-08-24T21:43:40.003014846Z,01M0TTKNJ2W7K0CW54JPY0H8F5,2026-08-24T21:25:18.023745879Z
01M0TTEYR9D2NWD34J4PSC5PMX,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:22:43.59314394Z,60,2026-08-24T21:22:43.59314394Z,true,2026-08-24T21:45:38.908216973Z,01M0TSZEY44B7XSP574QH2WQPJ,2026-08-24T21:22:43.59314394Z,0,2026-08-24T21:22:43.59314394Z,true,2026-08-24T21:45:11.135644003Z,selection,2026-08-24T21:22:43.59314394Z,01M0TTEY4N04YRQ830FXC3MK2E,2026-08-24T21:22:43.59314394Z,1787607911145,2026-08-24T21:45:11.146518871Z,true,2026-08-24T21:45:11.095469006Z,true,2026-08-24T21:45:11.168476204Z,01M0TTEYQKX960RQMYQ55E2GT2,2026-08-24T21:22:43.59314394Z
01M0TTKNX3WTM7TK54VAD14ESW,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:18.371417827Z,60,2026-08-24T21:25:18.371417827Z,true,2026-08-24T21:52:01.716208359Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:18.371417827Z,0,2026-08-24T21:25:18.371417827Z,true,2026-08-24T21:51:33.993396322Z,selection,2026-08-24T21:25:18.371417827Z,01M0TTKN2Q4ZWA8KJFJ1N0FRGN,2026-08-24T21:25:18.371417827Z,1787608294004,2026-08-24T21:51:34.005778247Z,true,2026-08-24T21:51:33.954411123Z,true,2026-08-24T21:51:34.024453132Z,01M0TTKNWZ8C62JC7B4YQ71763,2026-08-24T21:25:18.371417827Z
01M0TTEYVAMXF062AEF91938CR,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:22:43.690914981Z,3,2026-08-24T21:22:43.690914981Z,true,2026-08-24T21:49:02.072006158Z,01M0TSZEY44B7XSP574QH2WQPJ,2026-08-24T21:22:43.690914981Z,1,2026-08-24T21:22:43.690914981Z,true,2026-08-24T21:48:59.025730453Z,feedback,2026-08-24T21:22:43.690914981Z,01M0TTEY4F0PVGF4J8KA9FTKY3,2026-08-24T21:22:43.690914981Z,1787608139037,2026-08-24T21:48:59.038529132Z,true,2026-08-24T21:48:58.988298723Z,true,2026-08-24T21:48:59.057316811Z,01M0TTEYV7NFNNA08T68BDJ7HQ,2026-08-24T21:22:43.690914981Z
01M0TTKNCX9ZR0PEEXPREXM848,01M0TSZEX52H0PZDJFB4JNEAFW,2026-08-24T21:25:17.853559705Z,3,2026-08-24T21:25:17.853559705Z,true,2026-08-24T21:40:36.367256134Z,01M0TSZEY173D8F3KEP071GR06,2026-08-24T21:25:17.853559705Z,1,2026-08-24T21:25:17.853559705Z,true,2026-08-24T21:40:33.332792763Z,feedback,2026-08-24T21:25:17.853559705Z,01M0TTKMV9J0KHMC7F86HQHAPF,2026-08-24T21:25:17.853559705Z,1787607633342,2026-08-24T21:40:33.343888436Z,true,2026-08-24T21:40:33.243658679Z,true,2026-08-24T21:40:33.353846148Z,01M0TTKNCR3D08XQQMBABM34FP,2026-08-24T21:25:17.853559705Z
01M0TTA63DJ50FX8RNCR5YAMKT,01M0TSZV7X3D77NKMM5CDCW4Z6,2026-08-24T21:20:07.277483099Z,60,2026-08-24T21:20:07.277483099Z,true,2026-08-24T21:43:34.846260478Z,01M0TSZV8KEDQHAT4X3FNKVS2B,2026-08-24T21:20:07.277483099Z,0,2026-08-24T21:20:07.277483099Z,true,2026-08-24T21:43:18.802251949Z,selection,2026-08-24T21:20:07.277483099Z,01M0TTA58WTW677E6JA0N198K9,2026-08-24T21:20:07.277483099Z,1787607798813,2026-08-24T21:43:18.814319011Z,true,2026-08-24T21:43:18.770329441Z,true,2026-08-24T21:43:18.827064268Z,01M0TTA636X82B8JS2V9TMECSE,2026-08-24T21:20:07.277483099Z
