roundID,gameID,phase,trialNum,repNum,targetNum,numTrials,numTrialsPerBlock,setId,target,targetLabel,tangramURLs,displayLabels,response,correct,selection,director,matcher,selectionMadeAt,clickBlockedAt,block
01M1HPKAYBH19C2VW6WKBD7403,01M1HNZFMBG6JCPAHH8MQHWYV4,training,38,3,3,48,12,3,/tangrams/271_116.png,A4,"[""/tangrams/445_60.png"",""/tangrams/371_421.png"",""/tangrams/322_244.png"",""/tangrams/271_116.png""]","[""C1"",""D2"",""B3"",""A4""]",/tangrams/271_116.png,TRUE,/tangrams/271_116.png,01M1HP9SA626S2K4ZTXAJ11MCC,01M1HP97WG9TE403VJRZNNM0DT,1788375587169,NA,4
01M1HPVYK24X34EMQR8FA97NBS,01M1HNZ66BCC5C4CZAZZWHY7T3,training,45,3,10,48,12,4,/tangrams/188_173.png,C3,"[""/tangrams/207_168.png"",""/tangrams/145_214.png"",""/tangrams/380_463.png"",""/tangrams/188_173.png""]","[""F8"",""F1"",""F2"",""C3""]",/tangrams/145_214.png,FALSE,/tangrams/145_214.png,01M1HP9VFD4XR4JMG6Y4DWDHD7,01M1HPA154BP985TBAEA8N74S5,1788376835358,NA,4
01M1HPWDTP3PFP3ZPS6M8HEFD7,01M1HNZK6DPR4P92Y2T8F5XDRV,training,7,0,8,48,12,3,/tangrams/371_421.png,D2,"[""/tangrams/371_421.png"",""/tangrams/322_60.png"",""/tangrams/445_116.png"",""/tangrams/271_244.png""]","[""D2"",""B1"",""C4"",""A3""]",/tangrams/371_421.png,TRUE,/tangrams/371_421.png,01M1HPC7HN0GDEKJYZCJ22C0TN,01M1HPDTQ6DQF1KFQDNT7DPSJD,1788375776430,NA,1
01M1HQ8PQG6ADPXBP0CW3ZRPFC,01M1HNZK6GZFFJ98G9C97SZE0A,training,30,2,7,48,12,3,/tangrams/322_244.png,B3,"[""/tangrams/371_244.png"",""/tangrams/322_116.png"",""/tangrams/271_421.png"",""/tangrams/322_244.png""]","[""D3"",""B4"",""A2"",""B3""]",NA,NA,NA,NA,NA,NA,NA,3
01M1HPKAZFZNVW8WA7VPYAKREQ,01M1HNZFMBG6JCPAHH8MQHWYV4,training,39,3,4,48,12,3,/tangrams/371_421.png,D2,"[""/tangrams/445_60.png"",""/tangrams/371_421.png"",""/tangrams/322_244.png"",""/tangrams/271_116.png""]","[""C1"",""D2"",""B3"",""A4""]",/tangrams/371_421.png,TRUE,/tangrams/371_421.png,01M1HP97WG9TE403VJRZNNM0DT,01M1HP9SA626S2K4ZTXAJ11MCC,1788375598039,NA,4
01M1HPVYE1P8ADR9V8EWCCV3MA,01M1HNZ66BCC5C4CZAZZWHY7T3,training,13,1,2,48,12,4,/tangrams/189_258.png,F7,"[""/tangrams/235_242.png"",""/tangrams/265_67.png"",""/tangrams/189_258.png"",""/tangrams/202_318.png""]","[""F4"",""F6"",""F7"",""A1""]",/tangrams/189_258.png,TRUE,/tangrams/189_258.png,01M1HP9VFD4XR4JMG6Y4DWDHD7,01M1HPA154BP985TBAEA8N74S5,1788375582255,NA,2
01M1HQ3M16BBBCZCM8E2DMH00R,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,training,32,2,9,48,12,4,/tangrams/189_258.png,F7,"[""/tangrams/189_258.png"",""/tangrams/295_460.png"",""/tangrams/380_463.png"",""/tangrams/207_168.png""]","[""F7"",""F5"",""F2"",""F8""]",/tangrams/380_463.png,FALSE,/tangrams/380_463.png,01M1HPGH2ANZEVSJ1JAX6F81R8,01M1HPFBMJRGKDJM0Z3BW7QWTC,1788376839106,NA,3
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,training,0,0,1,48,12,3,/tangrams/453_410.png,F1,"[""/tangrams/229_353.png"",""/tangrams/289_365.png"",""/tangrams/453_410.png"",""/tangrams/397_387.png""]","[""F4"",""F5"",""F1"",""F3""]",/tangrams/453_410.png,TRUE,/tangrams/453_410.png,01M1HPC3N3BVQ1SZRGJQGY5ZS5,01M1HPA9TPVS7WN8P6T2G1W2HR,1788374607847,NA,1
01M1HPGHRV48K3NHBM8AMPDNHQ,01M1HNZFMDENM6D0TD5PFJYWRC,training,27,2,4,48,12,3,/tangrams/445_244.png,C3,"[""/tangrams/397_387.png"",""/tangrams/371_116.png"",""/tangrams/453_410.png"",""/tangrams/445_244.png""]","[""F3"",""D4"",""F1"",""C3""]",/tangrams/445_244.png,TRUE,/tangrams/445_244.png,01M1HP98VHD99F2PCDA37RKBQ7,01M1HP9FMWGKKR4F1ZX039Z0A2,1788375381657,NA,3
01M1HPH1H7APFNK34N80Q2A7YC,01M1HNZK6HB8AMTV47EJ1Q8XDP,training,43,3,8,48,12,3,/tangrams/180_115.png,F2,"[""/tangrams/445_244.png"",""/tangrams/180_115.png"",""/tangrams/35_216.png"",""/tangrams/371_116.png""]","[""C3"",""F2"",""F8"",""D4""]",/tangrams/180_115.png,TRUE,/tangrams/180_115.png,01M1HPA9TPVS7WN8P6T2G1W2HR,01M1HPC3N3BVQ1SZRGJQGY5ZS5,1788375880927,NA,4
