roundID,gameID,trialNum,block,selectionMadeAt,correct,stage_started,stage_ended,playerID,renderedAt
01M1HPKAYBH19C2VW6WKBD7403,01M1HNZFMBG6JCPAHH8MQHWYV4,38,4,1788375587169,TRUE,2026-09-02T18:59:33Z,2026-09-02T18:59:47Z,01M1HP97WG9TE403VJRZNNM0DT,1788375573610
01M1HPKAYBH19C2VW6WKBD7403,01M1HNZFMBG6JCPAHH8MQHWYV4,38,4,1788375587169,TRUE,2026-09-02T18:59:33Z,2026-09-02T18:59:47Z,01M1HP9SA626S2K4ZTXAJ11MCC,1788375574507
01M1HPVYK24X34EMQR8FA97NBS,01M1HNZ66BCC5C4CZAZZWHY7T3,45,4,1788376835358,FALSE,2026-09-02T19:20:08Z,2026-09-02T19:20:34Z,01M1HP9VFD4XR4JMG6Y4DWDHD7,1788376808703
01M1HPVYK24X34EMQR8FA97NBS,01M1HNZ66BCC5C4CZAZZWHY7T3,45,4,1788376835358,FALSE,2026-09-02T19:20:08Z,2026-09-02T19:20:34Z,01M1HPA154BP985TBAEA8N74S5,1788376810415
01M1HPWDTP3PFP3ZPS6M8HEFD7,01M1HNZK6DPR4P92Y2T8F5XDRV,7,1,1788375776430,TRUE,2026-09-02T19:03:15Z,2026-09-02T19:03:53Z,01M1HPC7HN0GDEKJYZCJ22C0TN,1788375802230
01M1HPWDTP3PFP3ZPS6M8HEFD7,01M1HNZK6DPR4P92Y2T8F5XDRV,7,1,1788375776430,TRUE,2026-09-02T19:03:15Z,2026-09-02T19:03:53Z,01M1HPDTQ6DQF1KFQDNT7DPSJD,1788375738391
01M1HQ8PQG6ADPXBP0CW3ZRPFC,01M1HNZK6GZFFJ98G9C97SZE0A,30,3,NA,NA,NA,2026-09-02T18:49:26Z,NA,NA
01M1HPKAZFZNVW8WA7VPYAKREQ,01M1HNZFMBG6JCPAHH8MQHWYV4,39,4,1788375598039,TRUE,2026-09-02T18:59:50Z,2026-09-02T18:59:57Z,01M1HP9SA626S2K4ZTXAJ11MCC,1788375591775
01M1HPKAZFZNVW8WA7VPYAKREQ,01M1HNZFMBG6JCPAHH8MQHWYV4,39,4,1788375598039,TRUE,2026-09-02T18:59:50Z,2026-09-02T18:59:57Z,01M1HP97WG9TE403VJRZNNM0DT,1788375590654
01M1HPVYE1P8ADR9V8EWCCV3MA,01M1HNZ66BCC5C4CZAZZWHY7T3,13,2,1788375582255,TRUE,2026-09-02T18:59:17Z,2026-09-02T18:59:40Z,01M1HP9VFD4XR4JMG6Y4DWDHD7,1788375557210
01M1HPVYE1P8ADR9V8EWCCV3MA,01M1HNZ66BCC5C4CZAZZWHY7T3,13,2,1788375582255,TRUE,2026-09-02T18:59:17Z,2026-09-02T18:59:40Z,01M1HPA154BP985TBAEA8N74S5,1788375558890
01M1HQ3M16BBBCZCM8E2DMH00R,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,32,3,1788376839106,FALSE,2026-09-02T19:20:18Z,2026-09-02T19:20:39Z,01M1HPFBMJRGKDJM0Z3BW7QWTC,1788376819311
01M1HQ3M16BBBCZCM8E2DMH00R,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,32,3,1788376839106,FALSE,2026-09-02T19:20:18Z,2026-09-02T19:20:39Z,01M1HPGH2ANZEVSJ1JAX6F81R8,1788376821198
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,1,1788374607847,TRUE,2026-09-02T18:42:34Z,2026-09-02T18:43:27Z,01M1HPA9TPVS7WN8P6T2G1W2HR,1788374554666
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,1,1788374607847,TRUE,2026-09-02T18:42:34Z,2026-09-02T18:43:27Z,01M1HPC3N3BVQ1SZRGJQGY5ZS5,1788374554130
01M1HPGHRV48K3NHBM8AMPDNHQ,01M1HNZFMDENM6D0TD5PFJYWRC,27,3,1788375381657,TRUE,2026-09-02T18:56:12Z,2026-09-02T18:56:21Z,01M1HP98VHD99F2PCDA37RKBQ7,1788375375571
01M1HPGHRV48K3NHBM8AMPDNHQ,01M1HNZFMDENM6D0TD5PFJYWRC,27,3,1788375381657,TRUE,2026-09-02T18:56:12Z,2026-09-02T18:56:21Z,01M1HP9FMWGKKR4F1ZX039Z0A2,1788375372793
01M1HPH1H7APFNK34N80Q2A7YC,01M1HNZK6HB8AMTV47EJ1Q8XDP,43,4,1788375880927,TRUE,2026-09-02T19:04:31Z,2026-09-02T19:04:41Z,01M1HPC3N3BVQ1SZRGJQGY5ZS5,1788375871032
01M1HPH1H7APFNK34N80Q2A7YC,01M1HNZK6HB8AMTV47EJ1Q8XDP,43,4,1788375880927,TRUE,2026-09-02T19:04:31Z,2026-09-02T19:04:41Z,01M1HPA9TPVS7WN8P6T2G1W2HR,1788375871525
