prolificID,bonus
5cadb168466544001a69832d,1.77
6532994266b03cadb8358069,1.86
5e1f1ec9debba10112ac5733,1.86
6660f57a5376cf2a3001ffcc,1.77
645e6ca99b5ddb7c7f5c6252,1.86
65c23c34d3008e54f357d362,1.92
6579b9576cf175ed2acfc3ba,1.86
666a1e606b80f9865c1f3d5f,1.89
5c735a0688473400017d0794,1.89
653971a58d06c88b70cd6171,1.89
667c11cd9bfcad443af6584f,1.89
665a5763b655a078b9cfe5a9,1.92
